C:\ICPMH\1\DATA\15J30l00.B\C9-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  01:34:33 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.349,180.00,333.34,325.00,6601.23,1366.72,18109.35,36539.34,66.67,0.00,0.00
0.687,80.00,500.01,400.00,6401.15,1533.40,17358.59,33599.93,0.00,0.00,0.00
1.025,180.00,833.35,400.00,6601.23,1300.05,19160.47,34802.36,166.67,266.67,60.00
1.363,180.00,433.34,400.00,6601.23,1100.03,18910.19,35303.39,33.33,66.67,100.00
1.701,260.00,366.67,450.01,4800.65,1033.36,21963.75,37574.93,66.67,0.00,0.00
2.039,180.00,366.67,425.01,5600.88,1033.36,22464.38,35971.46,100.00,33.33,0.00
2.377,180.00,166.67,25.00,7301.50,1233.38,19410.75,36105.07,66.67,0.00,0.00
2.715,100.00,633.34,225.00,4800.65,1233.38,18509.77,37140.65,0.00,133.33,0.00
3.053,120.00,333.34,375.00,6601.23,1466.73,20712.23,38978.10,66.67,66.67,0.00
3.391,40.00,733.35,600.01,6001.01,1266.71,17058.30,34334.74,66.67,200.00,0.00
3.729,140.00,466.67,450.01,4500.57,1300.05,18259.51,35437.00,0.00,200.00,20.00
4.067,20.00,400.00,375.00,6501.19,1733.42,20411.88,36305.51,166.67,100.00,0.00
4.405,120.00,466.67,475.01,7101.42,1133.37,21012.59,38076.05,33.33,100.00,0.00
4.743,200.00,233.33,225.00,5200.76,1566.74,17308.54,37040.43,0.00,166.67,0.00
5.081,200.00,566.68,275.00,6301.12,1400.06,20411.88,36238.69,100.00,0.00,0.00
5.418,40.00,333.34,400.00,5200.76,866.69,20011.42,35069.57,166.67,0.00,0.00
5.757,140.00,900.02,300.00,6301.12,1333.38,19661.02,35637.43,0.00,66.67,0.00
6.095,140.00,433.34,375.00,8201.89,1200.04,20812.35,34601.95,200.00,100.00,20.00
6.433,100.00,300.00,600.01,6701.26,633.34,22364.26,35737.63,66.67,0.00,0.00
6.771,140.00,300.00,550.01,5800.95,1333.38,20461.94,32764.97,233.33,66.67,20.00
7.109,100.00,433.34,550.01,5800.95,733.35,18559.82,39479.26,0.00,100.00,0.00
7.447,120.00,766.68,300.00,5300.79,1233.38,21262.89,36539.34,66.67,33.33,0.00
7.785,60.00,533.34,225.00,6101.05,1266.71,17959.20,35303.39,133.33,233.33,40.00
8.123,100.00,533.34,375.00,5300.79,1166.71,20862.41,36572.74,0.00,166.67,40.00
8.461,20.00,666.68,300.00,5400.82,1333.38,17758.99,35537.21,66.67,0.00,0.00
8.799,80.00,233.33,625.01,7701.67,1433.39,19360.69,38009.23,33.33,100.00,0.00
9.137,100.00,600.01,400.00,5200.76,1233.38,22113.94,37441.30,133.33,100.00,40.00
9.475,100.00,500.01,275.00,8001.80,1200.04,19961.36,38009.23,0.00,100.00,0.00
9.813,140.00,266.67,875.02,8001.80,900.02,20512.00,36405.72,200.00,66.67,20.00
10.151,140.00,666.68,425.01,6501.19,1433.39,18259.51,36906.80,166.67,66.67,20.00
10.489,140.00,733.35,450.01,6401.15,1400.06,20562.05,37174.05,0.00,200.00,40.00
10.828,160.00,566.68,150.00,6101.05,1200.04,20862.41,37240.87,33.33,0.00,20.00
11.166,240.00,333.34,450.01,6601.23,1466.73,20862.41,35336.79,133.33,66.67,0.00
11.504,180.00,533.34,475.01,8101.85,866.69,22514.45,36672.96,33.33,266.67,60.00
11.842,120.00,633.34,200.00,6301.12,1100.03,19410.75,35203.18,133.33,66.67,20.00
12.180,40.00,533.34,425.01,5400.82,966.69,19260.58,38343.32,0.00,166.67,20.00
12.518,240.00,133.33,275.00,7801.71,933.36,19160.47,35804.44,66.67,200.00,0.00
12.856,180.00,666.68,225.00,4900.68,1500.06,19711.08,36505.93,100.00,66.67,0.00
13.194,100.00,600.01,475.01,6001.01,933.36,21312.95,36405.72,0.00,200.00,20.00
13.532,140.00,800.02,300.00,5700.91,1533.40,19711.08,35503.81,66.67,0.00,0.00
13.870,100.00,433.34,500.01,8702.13,966.69,21963.75,36171.88,100.00,0.00,40.00
14.208,60.00,533.34,450.01,4600.60,1266.71,19560.91,38042.65,33.33,0.00,0.00
14.546,120.00,333.34,350.00,4400.55,966.69,19911.30,37574.93,133.33,33.33,40.00
14.884,120.00,433.34,225.00,5200.76,1233.38,20361.82,33700.13,66.67,100.00,0.00
15.222,160.00,333.34,425.01,4500.57,900.02,20461.94,36973.61,66.67,66.67,0.00
15.560,160.00,466.67,325.00,5300.79,1133.37,18760.03,38276.49,66.67,200.00,0.00
15.898,100.00,733.35,375.00,5600.88,900.02,17959.20,36372.32,33.33,33.33,0.00
16.236,360.00,700.01,200.00,6401.15,800.02,18609.88,40281.14,133.33,66.67,40.00
16.574,340.00,633.34,100.00,4300.52,1000.03,17608.84,34735.55,0.00,66.67,0.00
16.912,180.00,566.68,225.00,5900.98,966.69,21012.59,36405.72,33.33,33.33,0.00
17.250,200.00,300.00,175.00,6501.19,1433.39,19110.41,35470.41,100.00,133.33,0.00
