C:\ICPMH\1\DATA\15J30l00.B\C1-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  12:43:53 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,100.00,266.67,350.00,9502.54,1266.71,19811.19,37407.90,100.00,66.67,60.00
0.686,120.00,400.00,250.00,7101.42,1466.73,22764.77,36706.37,66.67,66.67,0.00
1.024,60.00,300.00,225.00,6701.26,1366.72,23966.37,33800.33,366.67,100.00,0.00
1.362,100.00,566.68,375.00,3700.39,1200.04,21312.95,32865.16,33.33,133.33,20.00
1.700,140.00,600.01,250.00,7901.76,933.36,22063.88,36105.07,66.67,100.00,0.00
2.038,200.00,466.67,575.01,5400.82,1200.04,23215.36,33566.53,100.00,33.33,40.00
2.376,80.00,566.68,250.00,5900.98,1100.03,22314.20,34334.74,66.67,100.00,0.00
2.714,260.00,366.67,225.00,6601.23,1033.36,23015.10,35336.79,66.67,66.67,0.00
3.052,100.00,566.68,300.00,5000.70,1400.06,21062.65,32998.76,0.00,66.67,60.00
3.390,80.00,566.68,400.00,7101.42,1300.05,18860.14,37040.43,233.33,0.00,0.00
3.728,140.00,600.01,425.01,6101.05,1066.70,22564.51,35537.21,0.00,33.33,0.00
4.066,80.00,433.34,425.01,5400.82,1400.06,21513.19,33366.14,33.33,33.33,40.00
4.404,180.00,600.01,375.00,5900.98,1500.06,22714.71,39078.33,0.00,33.33,40.00
4.742,120.00,700.01,200.00,7201.46,733.35,21413.07,34234.53,33.33,0.00,0.00
5.080,260.00,500.01,325.00,6401.15,800.02,22314.20,36004.87,33.33,0.00,0.00
5.418,100.00,533.34,325.00,6701.26,1366.72,21863.63,35704.23,33.33,66.67,60.00
5.756,80.00,533.34,300.00,8001.80,1100.03,24617.28,37073.83,0.00,33.33,20.00
6.094,80.00,433.34,475.01,6501.19,1233.38,24767.49,35804.44,66.67,100.00,20.00
6.432,200.00,533.34,400.00,6501.19,1266.71,21212.83,35871.25,66.67,66.67,0.00
6.770,160.00,266.67,425.01,9202.38,1300.05,23716.03,35303.39,100.00,33.33,60.00
