C:\ICPMH\1\DATA\15J30l00.B\C8-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  01:30:08 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,100.00,533.34,575.01,3900.43,766.68,16457.72,34468.34,66.67,66.67,0.00
0.686,60.00,400.00,550.01,5200.76,1466.73,20061.48,35303.39,0.00,66.67,20.00
1.024,100.00,733.35,450.01,8301.94,1033.36,19010.31,36405.72,133.33,33.33,0.00
1.362,140.00,700.01,275.00,6101.05,1133.37,19811.19,34234.53,0.00,66.67,0.00
1.700,260.00,333.34,500.01,6201.08,1166.71,20161.59,34802.36,233.33,33.33,20.00
2.038,140.00,333.34,375.00,6601.23,700.01,19560.91,35203.18,0.00,0.00,0.00
2.376,100.00,933.36,200.00,5600.88,1100.03,21062.65,34735.55,66.67,66.67,40.00
2.714,180.00,633.34,425.01,6401.15,800.02,19360.69,37741.97,66.67,133.33,40.00
3.052,120.00,533.34,350.00,8101.85,1133.37,22464.38,38042.65,66.67,33.33,20.00
3.390,120.00,633.34,500.01,6401.15,1200.04,20912.47,34869.16,33.33,0.00,20.00
3.728,280.00,633.34,225.00,5700.91,800.02,20311.76,34869.16,133.33,66.67,0.00
4.066,120.00,166.67,475.01,7201.46,1033.36,19761.13,33366.14,66.67,66.67,20.00
4.404,160.00,166.67,325.00,4700.62,1300.05,19610.96,33299.34,0.00,66.67,40.00
4.742,100.00,566.68,575.01,6801.30,1533.40,18709.98,35771.03,66.67,100.00,0.00
5.080,100.00,400.00,250.00,6101.05,1066.70,19010.31,37474.72,33.33,0.00,0.00
5.418,240.00,633.34,550.01,7301.50,1366.72,21663.38,37040.43,0.00,133.33,0.00
5.756,220.00,600.01,450.01,6401.15,1300.05,20862.41,34267.93,0.00,200.00,0.00
6.094,60.00,433.34,350.00,6501.19,833.35,19110.41,35437.00,100.00,100.00,0.00
6.432,80.00,466.67,250.00,4800.65,1000.03,19410.75,34100.93,66.67,66.67,40.00
6.771,220.00,366.67,250.00,8201.89,1900.10,18910.19,39679.72,33.33,0.00,0.00
7.109,40.00,400.00,50.00,7101.42,1233.38,20311.76,36505.93,166.67,100.00,20.00
7.447,20.00,533.34,175.00,5400.82,1233.38,23265.43,35403.60,133.33,166.67,0.00
7.785,140.00,600.01,675.01,7101.42,1400.06,20111.53,37842.20,166.67,0.00,0.00
8.123,100.00,733.35,375.00,6201.08,1800.09,20812.35,36706.37,0.00,0.00,0.00
8.461,40.00,300.00,425.01,6501.19,1300.05,18159.40,37140.65,0.00,33.33,40.00
8.799,180.00,600.01,475.01,7201.46,1233.38,19761.13,37741.97,66.67,133.33,0.00
9.137,40.00,333.34,500.01,6201.08,1100.03,20562.05,35069.57,0.00,33.33,0.00
9.475,80.00,666.68,450.01,5700.91,1233.38,19460.80,35704.23,0.00,100.00,0.00
9.813,100.00,566.68,450.01,5200.76,1266.71,23515.76,34201.13,33.33,100.00,0.00
10.151,100.00,266.67,525.01,6301.12,1033.36,17708.94,33800.33,0.00,66.67,40.00
10.489,240.00,466.67,225.00,4700.62,2100.13,19661.02,37374.48,66.67,66.67,0.00
10.827,200.00,566.68,175.00,6701.26,900.02,21713.44,37574.93,100.00,33.33,0.00
11.165,220.00,566.68,425.01,7001.38,1133.37,24316.86,33232.55,0.00,33.33,0.00
11.503,200.00,300.00,675.01,7101.42,766.68,20061.48,35002.77,100.00,66.67,40.00
