C:\ICPMH\1\DATA\15J30l00.B\C3-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  12:39:33 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,60.00,833.35,450.01,5900.98,1300.05,22164.01,36839.99,100.00,66.67,40.00
0.686,200.00,233.33,625.01,6601.23,1233.38,22714.71,34301.34,0.00,0.00,40.00
1.024,60.00,533.34,350.00,6801.30,1266.71,23916.30,36706.37,0.00,133.33,0.00
1.362,120.00,533.34,275.00,5800.95,1533.40,22714.71,35002.77,33.33,33.33,0.00
1.700,220.00,433.34,500.01,5500.85,1200.04,21413.07,37374.48,0.00,33.33,0.00
2.039,80.00,333.34,450.01,7201.46,1233.38,23515.76,36305.51,133.33,200.00,0.00
2.377,280.00,633.34,375.00,7301.50,966.69,23515.76,37541.53,100.00,100.00,0.00
2.715,100.00,766.68,450.01,7501.58,1333.38,22764.77,34201.13,133.33,66.67,0.00
3.053,60.00,500.01,400.00,5900.98,1533.40,21312.95,32831.76,33.33,200.00,0.00
3.391,200.00,433.34,200.00,7001.38,966.69,20762.29,36138.48,100.00,66.67,40.00
3.729,200.00,800.02,275.00,8401.99,1266.71,20411.88,33299.34,133.33,66.67,60.00
4.067,100.00,333.34,525.01,8001.80,1200.04,21312.95,34301.34,66.67,66.67,20.00
4.405,180.00,733.35,525.01,8001.80,1333.38,21363.01,34869.16,133.33,100.00,60.00
4.743,240.00,466.67,450.01,5100.73,1233.38,21463.14,32764.97,100.00,0.00,40.00
5.081,200.00,666.68,375.00,6201.08,1300.05,23716.03,34434.94,33.33,0.00,20.00
5.418,80.00,700.01,150.00,6801.30,1433.39,23015.10,35036.17,33.33,0.00,0.00
5.757,60.00,233.33,275.00,6101.05,1200.04,23165.30,34768.95,200.00,0.00,20.00
6.095,160.00,366.67,700.01,6301.12,866.69,22664.65,34869.16,66.67,0.00,20.00
6.433,280.00,400.00,325.00,5900.98,1666.75,22764.77,35470.41,0.00,200.00,40.00
6.771,220.00,333.34,325.00,7301.50,1366.72,21663.38,36405.72,0.00,166.67,0.00
7.109,160.00,266.67,200.00,6401.15,1366.72,21763.50,34902.56,0.00,0.00,0.00
7.447,0.00,366.67,450.01,7701.67,1133.37,21763.50,35804.44,0.00,0.00,60.00
7.785,40.00,666.68,300.00,7101.42,1066.70,22013.82,35470.41,0.00,66.67,0.00
8.123,120.00,533.34,175.00,7201.46,1100.03,22664.65,38476.95,33.33,100.00,0.00
8.461,220.00,500.01,325.00,4800.65,1733.42,20712.23,35771.03,66.67,33.33,20.00
8.799,60.00,366.67,575.01,8502.03,1666.75,21913.69,33232.55,33.33,66.67,0.00
9.137,80.00,366.67,400.00,5100.73,1100.03,23115.23,35871.25,66.67,200.00,20.00
9.475,60.00,500.01,300.00,5100.73,1866.77,21513.19,37441.30,166.67,66.67,0.00
9.813,160.00,466.67,375.00,6101.05,1066.70,23215.36,34635.35,100.00,33.33,0.00
10.151,100.00,466.67,800.02,5800.95,1600.07,21913.69,33332.74,33.33,33.33,40.00
10.489,20.00,566.68,300.00,7701.67,1400.06,22614.58,33199.14,100.00,0.00,0.00
10.827,200.00,566.68,325.00,6301.12,1733.42,21162.77,34535.14,33.33,33.33,80.00
11.165,100.00,333.34,400.00,7101.42,1666.75,19260.58,32931.96,100.00,66.67,100.00
11.503,100.00,533.34,325.00,6601.23,2333.49,23165.30,33299.34,33.33,0.00,0.00
11.841,60.00,700.01,400.00,6501.19,1900.10,24116.58,34334.74,33.33,133.33,80.00
12.180,140.00,766.68,400.00,5000.70,1333.38,22965.03,34735.55,100.00,66.67,0.00
12.518,160.00,700.01,300.00,4300.52,1366.72,21062.65,34067.53,133.33,0.00,0.00
12.856,120.00,300.00,475.01,7601.63,1400.06,21963.75,34267.93,0.00,33.33,0.00
13.194,240.00,666.68,300.00,5700.91,1266.71,20862.41,35102.98,0.00,133.33,20.00
13.532,40.00,366.67,500.01,5300.79,1700.08,24417.00,35203.18,0.00,66.67,20.00
13.870,140.00,566.68,250.00,6101.05,1300.05,19761.13,34468.34,0.00,0.00,0.00
14.208,60.00,466.67,300.00,5400.82,833.35,21563.26,37474.72,33.33,100.00,0.00
14.546,140.00,700.01,175.00,6601.23,1266.71,23265.43,33733.53,66.67,33.33,0.00
14.884,120.00,666.68,275.00,6001.01,1500.06,23766.10,35771.03,0.00,0.00,0.00
15.222,140.00,1266.71,575.01,5700.91,1366.72,21513.19,36773.17,233.33,33.33,40.00
15.560,200.00,800.02,300.00,6101.05,1033.36,21813.57,32731.57,0.00,66.67,0.00
15.898,200.00,333.34,300.00,6601.23,1100.03,24517.14,33666.73,0.00,66.67,0.00
16.236,140.00,400.00,400.00,6701.26,1366.72,22113.94,34902.56,100.00,100.00,40.00
16.574,180.00,733.35,400.00,6801.30,1100.03,21112.71,33867.13,100.00,133.33,20.00
16.912,200.00,466.67,500.01,5400.82,1566.74,24166.65,34067.53,0.00,66.67,0.00
17.250,140.00,366.67,275.00,5700.91,2466.84,22965.03,35269.99,33.33,66.67,40.00
17.588,140.00,666.68,450.01,6301.12,1900.10,21813.57,34535.14,33.33,100.00,40.00
17.926,140.00,366.67,825.02,7701.67,1033.36,21913.69,32364.20,0.00,166.67,40.00
18.264,100.00,300.00,500.01,7801.71,1400.06,22714.71,36138.48,0.00,33.33,40.00
18.602,160.00,466.67,475.01,5600.88,333.34,22864.90,32297.40,66.67,200.00,0.00
18.940,100.00,600.01,400.00,6401.15,1033.36,24917.70,34601.95,33.33,200.00,0.00
19.278,60.00,333.34,500.01,6801.30,1833.43,21663.38,36505.93,33.33,133.33,80.00
19.616,100.00,500.01,150.00,6401.15,1133.37,23615.90,35804.44,0.00,0.00,0.00
19.954,120.00,233.33,425.01,5900.98,1400.06,22714.71,35570.61,66.67,66.67,40.00
20.292,40.00,866.69,325.00,7501.58,1066.70,22764.77,36773.17,0.00,66.67,0.00
20.630,120.00,566.68,300.00,6601.23,866.69,24667.35,35002.77,0.00,66.67,0.00
20.968,180.00,633.34,275.00,9302.43,1366.72,22364.26,35771.03,100.00,0.00,0.00
21.306,160.00,766.68,625.01,7001.38,866.69,23816.17,36272.10,66.67,66.67,0.00
21.644,120.00,500.01,350.00,7201.46,1433.39,26870.58,35604.02,66.67,66.67,20.00
21.982,200.00,433.34,275.00,6701.26,1233.38,22664.65,37508.12,0.00,166.67,0.00
22.321,100.00,633.34,425.01,5400.82,1000.03,22564.51,34100.93,0.00,0.00,0.00
22.659,140.00,533.34,500.01,7101.42,1100.03,21162.77,35303.39,133.33,166.67,0.00
22.997,160.00,700.01,175.00,6901.34,1333.38,20862.41,33733.53,66.67,0.00,0.00
23.335,180.00,600.01,225.00,7401.54,1466.73,24166.65,36338.91,0.00,33.33,0.00
23.673,220.00,866.69,425.01,7001.38,1200.04,20762.29,33733.53,66.67,0.00,0.00
24.011,160.00,566.68,475.01,6401.15,1133.37,24066.51,35169.78,133.33,133.33,0.00
24.349,80.00,366.67,150.00,4900.68,1200.04,20311.76,37574.93,66.67,133.33,0.00
24.687,180.00,666.68,350.00,8301.94,1200.04,19911.30,33900.53,66.67,100.00,0.00
25.025,80.00,533.34,400.00,6201.08,1200.04,24316.86,35771.03,66.67,0.00,0.00
25.363,80.00,466.67,250.00,7001.38,1700.08,21963.75,33299.34,0.00,66.67,0.00
25.701,100.00,600.01,500.01,8502.03,1800.09,24116.58,35670.83,233.33,0.00,40.00
26.039,120.00,266.67,525.01,5800.95,900.02,22013.82,33399.54,0.00,66.67,100.00
26.377,80.00,400.00,200.00,8502.03,1166.71,22965.03,35102.98,0.00,200.00,0.00
26.715,120.00,600.01,325.00,7401.54,1266.71,21663.38,34034.13,0.00,0.00,40.00
27.053,60.00,266.67,350.00,7301.50,1400.06,21212.83,35537.21,0.00,66.67,0.00
