C:\ICPMH\1\DATA\15J30l00.B\LN5_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  12:17:06 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,20.00,400.00,425.01,6301.12,1633.41,25168.06,34768.95,66.67,66.67,0.00
0.686,200.00,566.68,425.01,5400.82,1166.71,25067.92,33165.75,133.33,0.00,40.00
1.024,200.00,333.34,400.00,7701.67,1366.72,24316.86,33299.34,66.67,66.67,0.00
1.362,60.00,600.01,300.00,7601.63,1133.37,26419.89,37875.60,33.33,33.33,0.00
1.700,160.00,533.34,350.00,6201.08,966.69,25168.06,34869.16,0.00,133.33,40.00
2.038,80.00,533.34,300.00,5500.85,1666.75,24467.06,36205.29,66.67,100.00,0.00
2.376,140.00,466.67,325.00,8502.03,1500.06,23615.90,33933.93,133.33,33.33,20.00
2.714,100.00,666.68,475.01,7701.67,1433.39,24717.42,35971.46,133.33,233.33,20.00
3.052,140.00,733.35,375.00,9202.38,1366.72,23565.83,36539.34,100.00,66.67,0.00
3.390,60.00,433.34,300.00,6901.34,966.69,23015.10,32163.82,0.00,66.67,0.00
3.728,120.00,600.01,375.00,6901.34,1600.07,26620.20,29625.87,0.00,0.00,20.00
4.066,20.00,433.34,350.00,5800.95,1266.71,24917.70,33533.13,0.00,0.00,0.00
4.404,180.00,400.00,475.01,6101.05,1033.36,22914.97,31462.50,100.00,0.00,0.00
4.742,200.00,433.34,250.00,6801.30,1066.70,23065.17,31963.44,66.67,66.67,20.00
5.080,120.00,566.68,500.01,5500.85,1300.05,23315.50,33332.74,33.33,133.33,0.00
5.418,80.00,366.67,300.00,6101.05,1266.71,23465.70,32497.79,0.00,100.00,20.00
5.756,220.00,900.02,600.01,5900.98,1533.40,23866.24,34100.93,133.33,0.00,0.00
6.094,40.00,366.67,425.01,6901.34,1000.03,24116.58,33032.15,233.33,166.67,0.00
6.432,200.00,366.67,125.00,6601.23,1200.04,25718.86,31930.04,66.67,33.33,0.00
6.770,160.00,533.34,425.01,8502.03,1233.38,23565.83,32698.17,33.33,0.00,0.00
7.108,140.00,733.35,200.00,7001.38,866.69,22614.58,33366.14,0.00,33.33,40.00
7.446,140.00,333.34,325.00,8401.99,733.35,22414.32,34702.15,0.00,66.67,0.00
7.784,220.00,533.34,275.00,7301.50,1333.38,25518.56,34034.13,33.33,66.67,0.00
8.122,160.00,633.34,275.00,9502.54,1033.36,23665.97,33867.13,66.67,0.00,20.00
8.460,60.00,500.01,325.00,5100.73,800.02,21262.89,34368.14,0.00,33.33,0.00
8.798,120.00,633.34,525.01,5700.91,1100.03,24767.49,33299.34,200.00,0.00,0.00
9.136,120.00,400.00,300.00,6301.12,1133.37,22113.94,32497.79,0.00,66.67,0.00
9.474,140.00,733.35,375.00,7001.38,1233.38,23565.83,35136.38,33.33,66.67,0.00
9.813,140.00,333.34,275.00,4900.68,1333.38,24517.14,34401.54,0.00,33.33,0.00
10.151,120.00,600.01,300.00,5500.85,900.02,22664.65,33833.73,100.00,133.33,20.00
10.489,140.00,666.68,475.01,8101.85,1466.73,25318.27,34434.94,133.33,0.00,0.00
10.827,320.00,433.34,400.00,7801.71,1333.38,23465.70,31195.35,33.33,0.00,0.00
11.165,140.00,633.34,200.00,6801.30,1133.37,25468.49,33900.53,0.00,0.00,0.00
11.503,140.00,366.67,425.01,6301.12,1300.05,20762.29,32564.58,133.33,33.33,0.00
11.841,120.00,766.68,350.00,7801.71,900.02,21513.19,34100.93,100.00,100.00,0.00
12.179,100.00,400.00,325.00,7701.67,1266.71,25518.56,33399.54,66.67,0.00,0.00
12.517,60.00,300.00,450.01,5700.91,1566.74,25668.78,32865.16,100.00,66.67,40.00
12.855,240.00,533.34,400.00,6701.26,1466.73,22814.84,32464.39,33.33,133.33,0.00
13.193,200.00,600.01,225.00,8201.89,1733.42,25468.49,33700.13,166.67,33.33,40.00
13.531,140.00,566.68,275.00,6401.15,1100.03,25869.08,32798.36,100.00,100.00,20.00
13.869,100.00,566.68,325.00,5000.70,1500.06,23665.97,32898.56,100.00,133.33,0.00
14.207,120.00,466.67,475.01,8101.85,1200.04,24216.72,34668.75,166.67,0.00,0.00
14.545,80.00,666.68,300.00,5300.79,1366.72,22564.51,33165.75,0.00,33.33,0.00
14.883,120.00,500.01,150.00,6901.34,1033.36,21363.01,35236.59,0.00,66.67,40.00
15.221,260.00,733.35,400.00,8001.80,1100.03,23015.10,33933.93,33.33,100.00,40.00
15.559,120.00,633.34,400.00,6901.34,1266.71,28022.39,32865.16,133.33,33.33,0.00
15.897,120.00,700.01,325.00,4000.45,1266.71,21813.57,34134.33,133.33,0.00,0.00
16.234,120.00,400.00,250.00,5600.88,1000.03,23916.30,34601.95,33.33,0.00,0.00
16.573,160.00,600.01,400.00,7401.54,1300.05,25568.64,32597.98,66.67,0.00,40.00
16.911,180.00,633.34,200.00,6101.05,1000.03,24166.65,34368.14,0.00,133.33,40.00
17.249,120.00,533.34,200.00,6401.15,1266.71,24316.86,31161.95,33.33,100.00,40.00
17.587,180.00,633.34,575.01,7301.50,1400.06,22214.07,34034.13,66.67,200.00,0.00
17.925,280.00,333.34,375.00,5700.91,633.34,23015.10,32865.16,0.00,166.67,0.00
18.263,280.00,566.68,425.01,6801.30,733.35,21613.32,34167.73,0.00,0.00,20.00
18.601,120.00,666.68,250.00,5200.76,1100.03,25368.34,32597.98,133.33,100.00,40.00
18.939,80.00,500.01,650.01,7701.67,466.67,25819.00,34802.36,0.00,0.00,0.00
19.277,120.00,400.00,225.00,6201.08,966.69,25668.78,36906.80,0.00,0.00,0.00
19.615,200.00,500.01,200.00,6301.12,1066.70,22214.07,29024.83,0.00,100.00,0.00
19.954,180.00,833.35,400.00,7501.58,1633.41,22164.01,34835.76,100.00,100.00,0.00
20.292,180.00,266.67,450.01,4800.65,1700.08,23916.30,35503.81,66.67,0.00,20.00
20.630,140.00,833.35,700.01,7001.38,1166.71,23415.63,34100.93,0.00,33.33,40.00
20.968,100.00,233.33,225.00,6201.08,1033.36,22714.71,35804.44,133.33,200.00,40.00
21.306,260.00,533.34,325.00,7201.46,1333.38,23365.57,32931.96,0.00,66.67,80.00
21.644,160.00,400.00,500.01,6201.08,1200.04,23365.57,33432.94,33.33,0.00,0.00
21.982,220.00,466.67,325.00,6501.19,833.35,23665.97,34535.14,100.00,66.67,0.00
22.320,180.00,366.67,475.01,9102.33,1833.43,27321.28,31896.65,100.00,133.33,0.00
22.658,140.00,500.01,550.01,8201.89,1400.06,23265.43,35169.78,66.67,66.67,0.00
22.996,160.00,633.34,325.00,5600.88,2133.46,21713.44,33165.75,33.33,66.67,40.00
23.334,160.00,266.67,700.01,5800.95,1166.71,23315.50,33566.53,0.00,33.33,40.00
23.672,260.00,500.01,250.00,4500.57,833.35,21363.01,35303.39,100.00,133.33,0.00
24.010,280.00,666.68,400.00,6401.15,1133.37,24316.86,33967.33,33.33,166.67,40.00
24.348,180.00,566.68,150.00,8301.94,1100.03,21663.38,35303.39,0.00,33.33,100.00
24.686,260.00,533.34,350.00,7301.50,1400.06,23215.36,35904.65,100.00,66.67,0.00
25.024,160.00,866.69,300.00,6901.34,1533.40,23115.23,34501.74,0.00,66.67,0.00
25.362,200.00,200.00,425.01,5200.76,1200.04,22464.38,34201.13,33.33,0.00,20.00
25.700,120.00,533.34,375.00,6801.30,1366.72,23716.03,33165.75,133.33,100.00,40.00
26.038,200.00,300.00,450.01,6701.26,1533.40,22113.94,34401.54,100.00,100.00,20.00
26.376,300.00,400.00,425.01,4300.52,1033.36,24116.58,34568.54,233.33,33.33,20.00
26.714,60.00,666.68,550.01,6301.12,1233.38,22564.51,35570.61,0.00,166.67,0.00
27.052,140.00,533.34,325.00,9002.28,1000.03,22664.65,33399.54,66.67,133.33,0.00
27.390,260.00,233.33,300.00,7701.67,1133.37,26019.30,34434.94,33.33,233.33,0.00
27.728,220.00,566.68,375.00,5800.95,1200.04,24166.65,32497.79,200.00,166.67,0.00
28.066,40.00,666.68,175.00,6401.15,1266.71,23415.63,34000.73,0.00,33.33,0.00
28.404,120.00,333.34,450.01,6601.23,1333.38,25168.06,34702.15,0.00,100.00,0.00
28.742,120.00,400.00,225.00,5500.85,1533.40,23615.90,33299.34,66.67,33.33,0.00
29.080,120.00,466.67,475.01,5300.79,1333.38,23365.57,31596.08,0.00,0.00,0.00
29.418,200.00,266.67,475.01,6301.12,1166.71,22664.65,34000.73,0.00,33.33,0.00
29.756,160.00,633.34,325.00,6501.19,1133.37,24617.28,32063.63,133.33,100.00,0.00
30.095,120.00,566.68,875.02,6101.05,1766.76,22714.71,33533.13,0.00,333.34,40.00
30.433,160.00,400.00,400.00,9902.76,1266.71,24467.06,31963.44,133.33,66.67,0.00
30.771,120.00,600.01,400.00,7201.46,1066.70,26069.37,35036.17,33.33,133.33,20.00
31.109,20.00,400.00,425.01,3800.41,1233.38,23165.30,32764.97,100.00,100.00,0.00
31.447,180.00,366.67,225.00,5900.98,1300.05,27371.35,33366.14,533.34,7568.36,340.00
31.785,160.00,34166.07,21412.87,10503.10,44155.51,2072808.25,90373.59,30794.64,397923.35,2560.20
32.123,100.00,588357.04,63663.64,12804.61,274192.94,4956317.69,147572.89,108278.31,772014.28,3740.43
32.461,520.01,832192.21,88544.66,13405.05,459130.87,7942672.05,164359.61,109117.00,1236759.66,2180.15
32.799,460.01,887221.18,108278.31,10403.04,634608.35,10494066.64,189553.89,123750.41,1348278.29,1480.07
33.137,680.01,878154.84,134607.01,7701.67,717790.97,11260341.66,239378.28,115525.95,1448708.37,2120.14
33.475,560.01,971026.39,122318.81,9702.65,669122.61,11448289.32,209992.65,134464.95,1645007.46,1960.12
33.813,500.01,1015647.22,127076.96,9302.43,767879.77,9346991.62,203683.03,135036.12,1416699.12,1500.07
34.151,380.00,998025.48,142719.85,7801.71,681762.25,11984239.33,221639.51,155847.01,1802525.69,1400.06
34.489,420.00,1085525.87,143349.87,6501.19,668153.40,11599925.26,238533.16,144312.15,1699127.51,1220.05
34.827,620.01,960934.14,155223.83,6501.19,688380.09,11981426.83,224645.37,142328.80,1904578.82,1340.06
35.165,380.00,937219.55,136017.68,8201.89,725255.42,11195986.97,234341.96,136144.96,1728542.23,1500.07
35.503,560.01,956083.22,121009.90,8401.99,693613.62,11677776.04,219377.04,122440.95,1637912.80,1360.06
35.841,600.01,820780.81,105562.08,8301.94,783341.49,12073773.71,230624.86,140177.62,1522397.17,1200.04
36.179,660.01,795923.52,125289.37,7201.46,626007.37,10659664.30,236505.03,144211.28,1645382.85,880.02
36.517,720.01,672697.80,107926.19,7701.67,670507.44,11451430.72,220018.61,129963.36,1646756.16,1440.06
36.855,540.01,792718.57,97491.24,7901.76,621829.31,10952369.78,217013.58,135506.52,1711169.05,1100.04
37.193,520.01,673216.88,94726.37,6601.23,671095.91,10240597.10,207596.73,128989.28,1603071.26,1320.05
37.531,500.01,594041.16,90981.91,7201.46,667911.08,11462549.47,186352.04,134733.74,1547696.65,1160.04
37.869,320.00,572313.68,90253.21,5300.79,667703.34,10560128.36,207293.05,114754.08,1538012.14,720.02
38.207,480.01,561958.41,75057.91,6901.34,656007.63,11455204.94,217148.64,119855.89,1544802.64,1420.06
38.545,520.01,527151.80,78999.92,6201.08,679441.42,9457820.52,206786.93,116902.01,1601013.71,1080.04
38.883,440.01,516547.90,72949.17,5900.98,690598.00,11151597.91,199163.12,126067.40,1546865.01,860.02
39.221,500.01,601346.89,67603.13,6201.08,687201.84,10928661.18,212118.88,131878.04,1590644.96,1040.03
39.559,420.00,543258.28,81611.65,7401.54,582548.13,9278340.83,187632.72,135976.93,1542369.70,1280.05
39.897,260.00,533709.39,76112.37,5400.82,647603.86,10081026.79,200073.75,121735.88,1520681.67,1060.03
40.234,600.01,564847.67,68079.94,7501.58,564781.13,9115847.08,202603.55,122642.39,1406420.60,900.02
40.574,480.01,555562.38,72999.37,5200.76,584649.75,10248096.32,214549.16,114988.99,1340242.61,1040.03
40.912,420.00,566498.91,73124.89,6701.26,576933.74,9706218.19,187902.32,113814.44,1312956.93,1240.05
41.250,620.01,588184.91,74078.82,8201.89,633088.17,9182100.99,202569.81,112405.06,1543120.48,720.02
41.588,480.01,551265.31,71493.28,8502.03,605816.68,9877118.19,204897.55,127746.58,1384428.55,600.01
41.926,380.00,504201.67,70037.51,6301.12,544900.24,9708918.19,212996.44,120863.01,1631872.95,820.02
42.264,500.01,501664.89,65997.11,7501.58,596436.73,9132665.05,194037.54,111297.78,1301017.35,1040.03
42.602,500.01,438804.76,66373.51,5200.76,585821.17,8767701.76,189857.28,123817.56,1353432.84,860.02
42.940,700.01,486485.85,73501.43,7601.63,515738.20,10168221.32,191374.16,122474.51,1478869.17,940.03
43.278,520.01,459175.21,62735.35,6801.30,560755.03,8013756.43,195723.43,126403.23,1422225.68,820.02
43.616,260.00,437165.18,63061.50,5500.85,527651.38,10823288.52,181365.03,119453.05,1335595.99,740.02
43.954,600.01,537967.98,65821.46,6701.26,534109.16,8709146.29,187160.84,125429.36,1442521.39,980.03
44.292,660.01,475323.87,59022.69,6501.19,576210.56,8315774.40,190464.00,109184.11,1423038.31,860.02
44.630,820.02,430881.55,61957.64,7901.76,540088.13,9340839.27,175638.55,106768.78,1235577.89,780.02
44.968,540.01,505470.19,62283.77,7601.63,560789.40,9128474.42,225456.01,112807.72,1219649.12,860.02
45.306,580.01,483129.70,67402.36,7301.50,549438.49,10361911.95,202671.00,107909.31,1367246.25,1360.06
45.644,580.01,483643.31,69886.92,4900.68,544384.58,10188093.98,193734.10,111029.36,1324794.69,740.02
45.982,740.02,485252.84,62735.35,5900.98,547581.78,8408779.88,196937.36,114452.03,1251126.85,540.01
46.320,640.01,458080.90,61405.72,7901.76,572319.61,9999990.85,196195.50,113143.30,1454515.27,660.01
46.658,720.01,457191.84,59875.53,6601.23,600781.26,8821241.60,212422.63,116767.76,1397824.38,860.02
46.996,580.01,440581.06,54307.72,7301.50,599884.71,8229368.15,181061.80,108278.31,1384573.34,880.02
47.334,860.02,439214.56,68832.83,5500.85,546756.65,9031098.64,182139.98,114150.00,1299761.23,780.02
47.672,520.01,381201.67,52903.49,7901.76,523324.65,10081858.82,189486.46,123011.72,1370385.32,880.02
