C:\ICPMH\1\DATA\15J30l00.B\LN3_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  12:07:09 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,120.00,700.01,350.00,7001.38,1600.07,24867.63,32197.21,0.00,0.00,0.00
0.686,240.00,833.35,175.00,8301.94,1766.76,24366.93,32163.82,66.67,0.00,0.00
1.024,80.00,333.34,375.00,8101.85,1633.41,24917.70,32197.21,0.00,0.00,0.00
1.362,320.00,366.67,375.00,5600.88,1800.09,25168.06,33800.33,33.33,33.33,0.00
1.700,200.00,300.00,200.00,6501.19,1900.10,23365.57,32965.36,66.67,0.00,0.00
2.038,40.00,133.33,225.00,5800.95,1800.09,22314.20,31295.53,133.33,0.00,0.00
2.376,280.00,300.00,475.01,8001.80,1600.07,25067.92,32898.56,33.33,66.67,0.00
2.714,200.00,466.67,275.00,7001.38,1333.38,24417.00,31696.27,100.00,0.00,0.00
3.052,60.00,300.00,400.00,7501.58,1233.38,23866.24,33599.93,0.00,66.67,0.00
3.390,140.00,266.67,225.00,7201.46,1766.76,23916.30,30460.67,100.00,66.67,0.00
3.728,40.00,500.01,325.00,7201.46,1900.10,25718.86,33032.15,166.67,100.00,0.00
4.066,140.00,466.67,250.00,5900.98,1333.38,27271.20,34067.53,66.67,0.00,0.00
4.404,200.00,366.67,375.00,6501.19,1500.06,26469.97,35136.38,200.00,166.67,0.00
4.742,100.00,400.00,350.00,7001.38,1366.72,25067.92,33232.55,100.00,33.33,0.00
5.080,120.00,633.34,350.00,6601.23,1700.08,24366.93,35771.03,166.67,133.33,0.00
5.418,140.00,333.34,625.01,6601.23,966.69,26019.30,32264.01,0.00,100.00,0.00
5.757,40.00,366.67,450.01,7001.38,1933.44,23766.10,34100.93,100.00,0.00,0.00
6.095,0.00,300.00,175.00,6101.05,1500.06,26920.66,35136.38,66.67,133.33,20.00
6.433,40.00,833.35,200.00,6901.34,1000.03,27922.22,35336.79,0.00,66.67,40.00
6.771,200.00,500.01,175.00,6201.08,1166.71,24767.49,34034.13,66.67,200.00,0.00
7.109,240.00,633.34,325.00,8101.85,1400.06,24016.44,33032.15,33.33,0.00,0.00
7.447,240.00,600.01,425.01,7001.38,1466.73,25418.42,34034.13,0.00,66.67,60.00
7.785,160.00,333.34,650.01,8702.13,1200.04,22614.58,32264.01,0.00,66.67,20.00
8.123,100.00,566.68,350.00,8502.03,1733.42,23766.10,36038.27,0.00,133.33,0.00
8.461,200.00,800.02,525.01,6201.08,1300.05,25468.49,33766.93,0.00,233.33,40.00
8.799,60.00,366.67,525.01,6401.15,1100.03,26319.75,32531.19,200.00,133.33,0.00
9.137,220.00,400.00,400.00,4800.65,1066.70,24166.65,32698.17,100.00,33.33,80.00
9.475,100.00,766.68,475.01,6301.12,2100.13,24517.14,33332.74,166.67,33.33,0.00
9.813,140.00,633.34,550.01,5100.73,1333.38,25768.93,31863.26,66.67,33.33,0.00
10.151,140.00,433.34,175.00,6401.15,1766.76,26019.30,33766.93,133.33,0.00,0.00
10.489,140.00,266.67,650.01,9402.49,1066.70,24366.93,33132.35,133.33,0.00,20.00
10.827,120.00,433.34,425.01,6101.05,1200.04,25117.99,36171.88,0.00,233.33,0.00
11.165,60.00,900.02,475.01,8301.94,1233.38,26319.75,32931.96,33.33,133.33,0.00
11.503,280.00,633.34,400.00,9002.28,1200.04,26870.58,33666.73,233.33,33.33,0.00
11.841,180.00,733.35,375.00,6701.26,1900.10,26520.04,31095.16,33.33,0.00,0.00
12.179,220.00,633.34,450.01,6201.08,1800.09,24266.79,34434.94,0.00,66.67,0.00
12.517,180.00,633.34,550.01,4300.52,866.69,24867.63,31996.84,66.67,100.00,0.00
12.855,180.00,733.35,400.00,8502.03,1866.77,24917.70,34234.53,33.33,100.00,0.00
13.193,240.00,200.00,550.01,8502.03,1066.70,25618.71,33032.15,0.00,133.33,40.00
13.531,60.00,233.33,475.01,7401.54,1533.40,24817.56,33366.14,0.00,33.33,0.00
13.869,140.00,666.68,350.00,5300.79,1066.70,23015.10,34368.14,0.00,200.00,0.00
14.207,160.00,466.67,225.00,7001.38,1300.05,24316.86,34100.93,66.67,66.67,0.00
14.545,100.00,733.35,275.00,7701.67,1666.75,29174.26,33633.33,0.00,33.33,0.00
14.883,240.00,566.68,325.00,7901.76,1200.04,25718.86,33867.13,66.67,0.00,0.00
15.221,100.00,466.67,250.00,8301.94,1400.06,26269.68,31996.84,0.00,0.00,20.00
15.559,20.00,400.00,475.01,5600.88,900.02,25819.00,35837.84,166.67,66.67,20.00
15.898,100.00,566.68,400.00,6301.12,1533.40,22965.03,33065.55,33.33,33.33,0.00
16.236,220.00,366.67,200.00,5900.98,1366.72,24366.93,34501.74,0.00,200.00,20.00
16.574,160.00,166.67,500.01,7501.58,1633.41,27171.05,34067.53,33.33,0.00,0.00
16.912,240.00,566.68,425.01,6801.30,1533.40,24867.63,35203.18,100.00,33.33,0.00
17.250,100.00,400.00,225.00,5700.91,1300.05,25518.56,34000.73,66.67,0.00,20.00
17.588,160.00,666.68,275.00,5900.98,1733.42,24517.14,35136.38,0.00,133.33,0.00
17.926,80.00,533.34,275.00,7401.54,1700.08,24817.56,31495.90,0.00,0.00,0.00
18.264,120.00,333.34,575.01,8201.89,1100.03,21813.57,33199.14,0.00,66.67,40.00
18.602,100.00,600.01,325.00,7001.38,1366.72,26019.30,35002.77,0.00,33.33,0.00
18.940,240.00,366.67,400.00,6701.26,1166.71,29274.43,33933.93,0.00,33.33,0.00
19.278,120.00,700.01,300.00,8802.18,1033.36,22264.13,34468.34,33.33,66.67,60.00
19.616,60.00,566.68,175.00,5700.91,1033.36,24767.49,33666.73,0.00,0.00,0.00
19.954,120.00,166.67,450.01,5500.85,1200.04,25268.20,36171.88,0.00,33.33,60.00
20.292,120.00,433.34,500.01,6801.30,1333.38,25518.56,35036.17,233.33,166.67,0.00
20.630,80.00,300.00,475.01,7101.42,1166.71,24717.42,34835.76,33.33,0.00,0.00
20.968,60.00,200.00,250.00,7101.42,2066.79,24417.00,33633.33,66.67,133.33,40.00
21.306,300.00,566.68,650.01,6901.34,1000.03,24667.35,34100.93,0.00,0.00,40.00
21.644,120.00,500.01,250.00,10302.99,833.35,25418.42,31395.71,166.67,133.33,20.00
21.982,200.00,366.67,425.01,6501.19,1400.06,26770.43,35269.99,133.33,0.00,0.00
22.320,220.00,366.67,300.00,6801.30,1466.73,26119.45,36706.37,100.00,0.00,0.00
22.658,80.00,433.34,350.00,5200.76,1266.71,24867.63,35203.18,0.00,0.00,0.00
22.996,140.00,600.01,300.00,6101.05,1633.41,25117.99,34535.14,133.33,66.67,0.00
23.334,180.00,266.67,475.01,6601.23,1066.70,25518.56,33933.93,0.00,300.00,40.00
23.672,260.00,466.67,400.00,6701.26,1300.05,24917.70,32130.42,0.00,66.67,0.00
24.010,60.00,500.01,550.01,7701.67,1766.76,23966.37,33700.13,66.67,133.33,20.00
24.348,260.00,466.67,550.01,7301.50,1333.38,24266.79,34635.35,33.33,166.67,0.00
24.686,60.00,500.01,275.00,8301.94,1266.71,25518.56,34134.33,0.00,0.00,0.00
25.024,60.00,533.34,350.00,6001.01,1066.70,27171.05,33566.53,100.00,133.33,40.00
25.362,200.00,266.67,200.00,8201.89,1166.71,21813.57,33933.93,33.33,0.00,0.00
25.700,260.00,466.67,250.00,6501.19,1066.70,26920.66,33032.15,0.00,33.33,0.00
26.039,160.00,533.34,575.01,6701.26,1966.78,22264.13,37140.65,233.33,233.33,40.00
26.377,160.00,233.33,400.00,5900.98,1633.41,24767.49,33366.14,0.00,33.33,40.00
26.715,240.00,766.68,300.00,6801.30,866.69,27822.06,35236.59,0.00,0.00,0.00
27.053,120.00,966.69,475.01,6001.01,9602.63,364501.06,38610.59,8935.69,176751.45,480.01
27.391,280.00,227307.56,86132.88,8301.94,315715.76,3210229.56,113008.77,52514.61,907001.39,800.02
27.729,380.00,703105.42,94374.50,10202.93,387159.06,6582810.30,150902.01,84208.80,1174304.84,1280.05
28.067,360.00,772457.05,111774.83,10002.81,550229.50,10075868.19,198758.40,107204.84,1457024.38,1300.05
28.405,600.01,850982.64,108177.69,9002.28,603919.67,9733503.34,193059.79,118983.09,1354681.28,1600.08
28.743,540.01,763169.42,120204.48,9302.43,686404.77,10095001.79,244585.16,123146.04,1320835.97,1260.05
29.081,560.01,762508.61,108177.69,9202.38,607438.10,10155823.66,214819.24,126705.46,1548571.00,1280.05
29.418,240.00,864756.14,118140.75,11003.41,668187.97,10459350.23,200242.37,113646.63,1446427.51,1300.05
29.757,460.01,818617.92,116479.84,5600.88,593920.07,10839709.62,198556.06,112472.19,1446446.52,1240.05
30.095,400.00,877909.85,120582.03,7101.42,609024.95,9470435.37,196060.63,115828.01,1511885.84,600.01
30.433,420.00,999575.48,128361.12,6901.34,619550.73,11362795.57,186554.24,114988.99,1432451.99,740.02
30.771,800.02,784708.74,114944.90,7201.46,576072.86,10141824.45,190025.80,118647.41,1459813.70,1080.04
31.109,400.00,836940.38,121941.24,7301.50,600746.76,10955685.40,200782.05,118211.05,1489955.50,660.01
31.447,340.00,895486.41,129267.67,6101.05,598746.82,9290633.02,205302.35,125530.11,1468923.34,880.02
31.785,580.01,865910.18,112932.08,7201.46,618204.57,10783630.71,198927.04,129526.70,1337621.64,1100.04
