C:\ICPMH\1\METHODS\103015JF.M.B\B10-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  02:37:28 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,100.00,533.34,675.01,9102.33,1400.06,25969.23,35236.59,0.00,0.00,20.00
0.686,140.00,400.00,625.01,12304.26,1733.42,26219.60,32831.76,33.33,33.33,20.00
1.024,120.00,666.68,550.01,12704.54,1633.41,26870.58,33700.13,0.00,200.00,0.00
1.362,60.00,800.02,400.00,10002.81,2566.85,25418.42,31195.35,0.00,66.67,0.00
1.700,100.00,666.68,1125.04,10903.34,2300.15,24417.00,33432.94,66.67,100.00,20.00
2.038,160.00,600.01,650.01,9902.76,1866.77,26920.66,35737.63,33.33,66.67,60.00
2.376,60.00,533.34,500.01,11803.92,1533.40,23215.36,35503.81,100.00,66.67,40.00
2.714,240.00,433.34,575.01,9802.70,1933.44,23215.36,32163.82,100.00,66.67,0.00
3.052,120.00,733.35,575.01,11903.99,2100.13,22214.07,35002.77,333.34,100.00,40.00
3.390,180.00,433.34,975.03,11903.99,1700.08,24567.21,35704.23,0.00,66.67,0.00
3.728,120.00,633.34,875.02,11803.92,1800.09,23665.97,32163.82,166.67,200.00,0.00
4.066,80.00,766.68,700.01,10903.34,2133.46,25518.56,35403.60,0.00,200.00,0.00
4.405,220.00,166.67,375.00,11203.53,2400.16,25117.99,35269.99,0.00,200.00,80.00
4.743,200.00,566.68,350.00,11403.66,1800.09,25017.84,33766.93,0.00,133.33,0.00
5.081,140.00,866.69,675.01,12304.26,2666.87,24817.56,36572.74,0.00,66.67,0.00
5.418,160.00,666.68,600.01,10703.22,2266.81,24667.35,34902.56,33.33,0.00,20.00
5.757,60.00,833.35,350.00,13805.36,1966.78,25768.93,36773.17,100.00,0.00,20.00
6.095,220.00,166.67,650.01,10803.28,1800.09,23916.30,35804.44,0.00,133.33,0.00
6.433,280.00,800.02,800.02,11803.92,2133.46,25768.93,32998.76,0.00,100.00,0.00
6.771,160.00,500.01,500.01,10102.87,1466.73,26119.45,37207.46,33.33,100.00,0.00
7.109,80.00,666.68,525.01,11303.60,2200.14,23115.23,34568.54,33.33,233.33,0.00
7.447,180.00,200.00,500.01,9102.33,1266.71,21713.44,34067.53,100.00,66.67,20.00
7.785,200.00,466.67,575.01,12204.19,1433.39,26319.75,33466.34,166.67,0.00,0.00
8.123,140.00,533.34,650.01,8301.94,1866.77,24917.70,33332.74,66.67,100.00,60.00
8.461,160.00,466.67,500.01,11403.66,1900.10,25568.64,33633.33,0.00,266.67,0.00
8.799,60.00,500.01,400.00,13605.21,1533.40,25718.86,33533.13,133.33,66.67,20.00
9.137,60.00,633.34,675.01,8401.99,2200.14,24116.58,34201.13,100.00,33.33,0.00
9.475,200.00,366.67,700.01,10603.16,2066.79,23615.90,32497.79,233.33,133.33,0.00
9.813,80.00,600.01,700.01,12504.40,1800.09,24216.72,33833.73,100.00,66.67,0.00
10.151,140.00,800.02,850.02,11303.60,2200.14,26620.20,33199.14,66.67,133.33,0.00
10.489,100.00,533.34,800.02,11703.85,1700.08,25117.99,35370.20,33.33,100.00,20.00
10.827,40.00,433.34,600.01,9402.49,1866.77,24967.77,35637.43,100.00,233.33,40.00
11.165,200.00,633.34,425.01,11203.53,1733.42,23966.37,35169.78,66.67,66.67,0.00
11.503,140.00,700.01,575.01,10503.10,2400.16,24467.06,32531.19,66.67,133.33,0.00
11.841,80.00,700.01,650.01,11103.47,2266.81,24667.35,32397.60,166.67,33.33,0.00
12.179,180.00,600.01,450.01,14405.84,1700.08,24016.44,33566.53,0.00,66.67,0.00
12.517,160.00,733.35,600.01,9402.49,1966.78,22214.07,32564.58,33.33,33.33,0.00
12.855,120.00,500.01,725.01,10302.99,1966.78,25518.56,36639.56,0.00,33.33,0.00
13.193,120.00,900.02,400.00,11503.72,1900.10,27221.12,35403.60,0.00,0.00,0.00
13.531,40.00,633.34,475.01,11703.85,2066.79,25368.34,34501.74,100.00,66.67,80.00
13.869,140.00,400.00,650.01,10903.34,2133.46,24266.79,34535.14,66.67,133.33,0.00
14.207,40.00,700.01,400.00,10102.87,1966.78,22664.65,32631.38,66.67,0.00,0.00
14.546,220.00,600.01,875.02,9302.43,2066.79,25468.49,34301.34,66.67,200.00,40.00
14.884,100.00,366.67,400.00,12504.40,1466.73,23866.24,34768.95,133.33,66.67,40.00
15.222,80.00,833.35,550.01,11303.60,2566.85,24016.44,31295.53,66.67,66.67,0.00
15.560,80.00,400.00,725.01,12604.47,2266.81,26019.30,32497.79,233.33,0.00,40.00
15.898,20.00,566.68,625.01,11403.66,1900.10,25468.49,32898.56,133.33,66.67,20.00
16.236,140.00,300.00,475.01,14706.08,1700.08,25819.00,33032.15,100.00,0.00,20.00
16.574,320.00,700.01,725.01,12004.05,2233.48,22013.82,33833.73,66.67,200.00,20.00
16.912,80.00,533.34,275.00,13104.83,2100.13,24617.28,33666.73,266.67,66.67,80.00
17.250,100.00,400.00,925.02,11603.79,2333.49,21913.69,33232.55,33.33,100.00,80.00
17.588,120.00,666.68,425.01,9002.28,1700.08,23916.30,31829.86,100.00,66.67,0.00
17.926,120.00,800.02,775.02,10803.28,1300.05,23816.17,34635.35,33.33,100.00,0.00
18.264,20.00,533.34,975.03,14005.52,2166.80,24316.86,33065.55,133.33,133.33,0.00
18.602,80.00,533.34,625.01,11303.60,1966.78,25568.64,35670.83,100.00,133.33,40.00
