C:\ICPMH\1\DATA\15J30l00.B\C7-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  01:24:54 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,140.00,566.68,500.01,5300.79,1366.72,20812.35,34835.76,0.00,233.33,20.00
0.686,200.00,466.67,300.00,6201.08,1133.37,20461.94,36940.21,0.00,33.33,0.00
1.024,280.00,766.68,250.00,4000.45,1066.70,23015.10,38677.41,0.00,166.67,0.00
1.362,140.00,666.68,550.01,7601.63,1100.03,22264.13,33633.33,0.00,66.67,0.00
1.700,40.00,333.34,250.00,5200.76,1200.04,19310.63,35437.00,0.00,66.67,20.00
2.038,220.00,566.68,350.00,7701.67,1333.38,21863.63,38309.91,33.33,66.67,0.00
2.376,80.00,633.34,925.02,6501.19,1200.04,21513.19,37073.83,0.00,433.34,80.00
2.714,100.00,333.34,250.00,7501.58,1033.36,20461.94,34234.53,100.00,66.67,0.00
3.052,220.00,700.01,400.00,3800.41,1266.71,20211.65,34969.37,66.67,66.67,0.00
3.390,220.00,500.01,300.00,5000.70,1200.04,22113.94,36405.72,133.33,33.33,0.00
3.728,100.00,533.34,425.01,6701.26,1233.38,20311.76,34568.54,66.67,133.33,20.00
4.066,0.00,566.68,525.01,7101.42,1166.71,17859.09,35503.81,66.67,66.67,20.00
4.404,200.00,600.01,425.01,5400.82,933.36,18309.56,39813.37,133.33,0.00,0.00
4.742,320.00,633.34,500.01,3500.34,1200.04,21112.71,39345.61,0.00,200.00,0.00
5.080,60.00,600.01,375.00,6701.26,800.02,20812.35,36472.53,66.67,66.67,0.00
5.418,80.00,1133.37,350.00,7101.42,1466.73,19811.19,36806.58,66.67,33.33,40.00
5.756,100.00,200.00,125.00,5000.70,1366.72,20311.76,34067.53,66.67,100.00,0.00
6.094,200.00,666.68,450.01,3900.43,1066.70,21863.63,37073.83,233.33,66.67,0.00
6.432,160.00,366.67,500.01,7201.46,1266.71,19010.31,32931.96,0.00,66.67,0.00
6.770,60.00,666.68,325.00,5000.70,1166.71,19310.63,36071.68,166.67,66.67,40.00
7.108,60.00,600.01,450.01,6901.34,1666.75,20311.76,34034.13,100.00,33.33,0.00
7.446,80.00,566.68,350.00,5800.95,1066.70,20612.11,34234.53,100.00,0.00,0.00
7.784,100.00,500.01,200.00,5000.70,1666.75,18209.45,36606.15,33.33,0.00,40.00
8.122,300.00,600.01,150.00,6101.05,1066.70,19460.80,36472.53,66.67,33.33,0.00
8.460,120.00,566.68,425.01,6701.26,1233.38,18209.45,35069.57,100.00,33.33,40.00
8.798,160.00,500.01,225.00,6001.01,1166.71,18910.19,39211.97,0.00,33.33,80.00
9.136,100.00,433.34,550.01,6101.05,1433.39,20612.11,36405.72,66.67,33.33,0.00
9.475,40.00,366.67,125.00,6101.05,1033.36,22214.07,36539.34,100.00,66.67,40.00
9.813,60.00,366.67,425.01,5700.91,866.69,19610.96,37808.79,33.33,0.00,0.00
10.151,40.00,300.00,175.00,6901.34,1300.05,20762.29,34167.73,0.00,0.00,40.00
10.489,140.00,366.67,375.00,6701.26,1466.73,20712.23,32430.99,0.00,66.67,40.00
10.827,100.00,400.00,325.00,6101.05,1533.40,20311.76,35837.84,66.67,33.33,40.00
11.165,140.00,466.67,400.00,5900.98,1533.40,20361.82,33833.73,133.33,66.67,20.00
11.503,120.00,566.68,375.00,5300.79,1266.71,22664.65,37441.30,200.00,33.33,40.00
11.841,60.00,433.34,175.00,8101.85,1033.36,20812.35,35704.23,66.67,133.33,0.00
12.179,180.00,466.67,525.01,7601.63,1600.07,18960.25,34201.13,0.00,66.67,40.00
12.517,100.00,266.67,150.00,6601.23,1033.36,20361.82,35570.61,0.00,0.00,0.00
12.855,100.00,666.68,275.00,6701.26,1033.36,22063.88,35604.02,0.00,66.67,0.00
13.193,160.00,300.00,350.00,6901.34,1466.73,22864.90,35804.44,100.00,0.00,0.00
13.531,100.00,533.34,375.00,4500.57,1200.04,21663.38,37307.68,66.67,33.33,40.00
13.869,180.00,666.68,375.00,6101.05,800.02,22264.13,33232.55,0.00,66.67,20.00
14.207,140.00,366.67,425.01,5200.76,1133.37,18359.61,31696.27,0.00,100.00,0.00
14.545,200.00,466.67,600.01,7101.42,1133.37,20211.65,36272.10,66.67,233.33,60.00
14.883,260.00,200.00,475.01,5900.98,1466.73,17658.89,34368.14,0.00,0.00,0.00
15.221,120.00,366.67,275.00,8101.85,1266.71,19610.96,36839.99,66.67,66.67,40.00
15.559,220.00,500.01,750.02,6701.26,1433.39,19110.41,34568.54,133.33,0.00,0.00
15.897,160.00,500.01,425.01,6001.01,1133.37,21513.19,35704.23,0.00,33.33,80.00
16.234,100.00,466.67,600.01,5200.76,966.69,17158.40,34334.74,100.00,66.67,0.00
16.573,180.00,733.35,350.00,6001.01,1566.74,19510.86,37608.34,33.33,66.67,40.00
16.911,280.00,300.00,250.00,7701.67,1800.09,19360.69,36105.07,66.67,0.00,80.00
17.249,160.00,466.67,175.00,6301.12,1266.71,20111.53,36138.48,33.33,100.00,0.00
17.587,80.00,133.33,375.00,5000.70,1033.36,20512.00,35336.79,133.33,33.33,40.00
17.925,180.00,366.67,225.00,6401.15,1300.05,20411.88,35737.63,66.67,0.00,40.00
18.263,140.00,400.00,625.01,4600.60,1100.03,19861.25,37608.34,0.00,33.33,0.00
18.601,60.00,366.67,400.00,5900.98,1200.04,21613.32,33332.74,66.67,0.00,0.00
18.939,40.00,533.34,475.01,6501.19,900.02,19160.47,35203.18,0.00,0.00,0.00
19.277,100.00,333.34,725.01,6201.08,1066.70,16457.72,36439.12,0.00,100.00,40.00
19.616,100.00,433.34,300.00,7901.76,1033.36,18860.14,36004.87,166.67,100.00,0.00
19.954,160.00,700.01,300.00,8502.03,1133.37,20762.29,34969.37,33.33,166.67,0.00
20.292,80.00,533.34,525.01,5900.98,966.69,21112.71,36572.74,0.00,0.00,0.00
20.630,160.00,333.34,525.01,5200.76,1000.03,22164.01,35169.78,233.33,100.00,0.00
20.968,60.00,700.01,475.01,7501.58,1366.72,19911.30,36338.91,100.00,100.00,20.00
21.306,160.00,266.67,375.00,5500.85,1366.72,21062.65,36439.12,0.00,33.33,60.00
21.644,60.00,533.34,500.01,6101.05,666.68,19510.86,36105.07,66.67,100.00,0.00
21.982,40.00,833.35,225.00,4200.50,900.02,19711.08,33766.93,33.33,66.67,0.00
22.320,160.00,833.35,325.00,5900.98,1233.38,20712.23,37775.38,66.67,100.00,0.00
22.658,80.00,66.67,400.00,5000.70,733.35,19260.58,35637.43,100.00,100.00,0.00
22.996,120.00,366.67,175.00,6801.30,1666.75,21162.77,35002.77,66.67,33.33,20.00
23.334,60.00,666.68,450.01,5900.98,1500.06,21513.19,36839.99,66.67,33.33,20.00
23.672,0.00,766.68,325.00,5900.98,766.68,18760.03,33065.55,66.67,66.67,80.00
24.010,180.00,366.67,150.00,5700.91,1300.05,22013.82,36439.12,233.33,33.33,0.00
24.348,200.00,766.68,575.01,6001.01,1166.71,20612.11,35069.57,66.67,66.67,0.00
24.686,160.00,366.67,425.01,6701.26,1100.03,19861.25,36739.77,0.00,33.33,0.00
25.024,100.00,400.00,375.00,6501.19,1066.70,20161.59,34167.73,133.33,0.00,40.00
25.362,140.00,300.00,325.00,6201.08,1333.38,20512.00,36873.39,0.00,100.00,0.00
25.700,160.00,600.01,350.00,4900.68,1000.03,19861.25,37474.72,33.33,0.00,0.00
26.038,100.00,366.67,300.00,6001.01,1200.04,20361.82,35704.23,66.67,0.00,0.00
26.376,200.00,366.67,225.00,5700.91,1000.03,20461.94,36171.88,0.00,133.33,20.00
26.714,100.00,466.67,250.00,7601.63,1300.05,18109.35,38844.45,166.67,133.33,0.00
27.052,260.00,300.00,525.01,5800.95,1166.71,19360.69,34401.54,100.00,33.33,0.00
27.390,120.00,433.34,300.00,6101.05,1133.37,20411.88,34668.75,66.67,166.67,700.02
27.728,40.00,200.00,225.00,5800.95,1333.38,20461.94,36773.17,0.00,0.00,0.00
28.066,200.00,433.34,525.01,6901.34,800.02,19861.25,35370.20,66.67,0.00,0.00
28.404,100.00,700.01,275.00,4600.60,1700.08,16808.06,36572.74,33.33,0.00,0.00
28.742,60.00,466.67,250.00,5500.85,1466.73,20812.35,36305.51,0.00,200.00,40.00
29.080,0.00,400.00,525.01,7701.67,833.35,22164.01,37207.46,66.67,33.33,0.00
29.418,220.00,766.68,475.01,7801.71,1366.72,18960.25,37140.65,33.33,33.33,0.00
29.757,160.00,533.34,425.01,5600.88,1200.04,18810.09,34902.56,66.67,66.67,0.00
30.095,140.00,466.67,475.01,4900.68,733.35,20612.11,37741.97,166.67,0.00,0.00
30.433,220.00,433.34,350.00,5900.98,966.69,20762.29,33700.13,33.33,0.00,0.00
30.771,260.00,666.68,325.00,6701.26,1200.04,19010.31,35102.98,33.33,200.00,0.00
31.109,120.00,466.67,425.01,6901.34,1366.72,21663.38,36238.69,0.00,33.33,0.00
31.447,140.00,466.67,425.01,4700.62,1133.37,21463.14,37541.53,66.67,33.33,100.00
31.785,140.00,533.34,575.01,4500.57,1133.37,20712.23,37708.56,33.33,133.33,20.00
32.123,60.00,300.00,350.00,8201.89,1000.03,23065.17,36672.96,100.00,100.00,0.00
32.461,160.00,700.01,225.00,5900.98,1233.38,20061.48,35136.38,66.67,233.33,0.00
32.799,160.00,36637.64,6026.02,12104.12,52846.15,922819.65,58868.71,87525.56,247936.09,1680.09
