C:\ICPMH\1\DATA\15J30l00.B\C4-F1_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  01:15:40 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,100.00,1033.36,325.00,6901.34,1266.71,20311.76,34100.93,0.00,100.00,40.00
0.686,120.00,366.67,425.01,5900.98,1066.70,19861.25,35370.20,33.33,133.33,0.00
1.024,140.00,333.34,125.00,5900.98,1600.07,20111.53,34301.34,33.33,166.67,0.00
1.362,60.00,433.34,375.00,6701.26,1200.04,20662.17,36305.51,33.33,133.33,40.00
1.700,200.00,533.34,375.00,7001.38,1500.06,21463.14,33299.34,33.33,0.00,0.00
2.038,180.00,400.00,325.00,6601.23,1133.37,21413.07,36305.51,200.00,166.67,60.00
2.376,140.00,533.34,225.00,5000.70,1200.04,20361.82,35837.84,133.33,133.33,40.00
2.714,100.00,533.34,375.00,6101.05,1600.07,21563.26,35904.65,0.00,33.33,0.00
3.052,40.00,300.00,350.00,4600.60,1200.04,23515.76,36706.37,66.67,33.33,20.00
3.390,60.00,700.01,200.00,5200.76,1233.38,20762.29,37775.38,0.00,66.67,20.00
3.728,120.00,366.67,375.00,5900.98,1133.37,21813.57,34601.95,66.67,233.33,0.00
4.066,220.00,366.67,425.01,5800.95,1600.07,20562.05,35771.03,266.67,133.33,0.00
4.404,80.00,533.34,400.00,6401.15,900.02,19510.86,36038.27,0.00,166.67,20.00
4.742,140.00,833.35,350.00,7101.42,1333.38,22464.38,39044.91,0.00,66.67,40.00
5.080,120.00,333.34,350.00,5500.85,1233.38,23065.17,34100.93,33.33,66.67,0.00
5.418,60.00,466.67,225.00,7801.71,1333.38,19460.80,35637.43,66.67,66.67,0.00
5.756,40.00,400.00,425.01,8401.99,966.69,19310.63,33299.34,0.00,133.33,0.00
6.094,100.00,366.67,425.01,5600.88,1133.37,19711.08,36372.32,133.33,66.67,0.00
6.432,40.00,733.35,325.00,8201.89,1266.71,20862.41,38009.23,0.00,133.33,0.00
6.770,140.00,533.34,425.01,9402.49,1266.71,23265.43,35570.61,66.67,33.33,20.00
7.108,180.00,500.01,525.01,7201.46,1766.76,21262.89,38142.87,33.33,266.67,0.00
7.446,100.00,366.67,450.01,5200.76,1433.39,20361.82,34935.96,0.00,66.67,0.00
7.784,300.00,400.00,350.00,6301.12,1100.03,21463.14,34568.54,66.67,33.33,0.00
8.122,60.00,500.01,275.00,7001.38,1300.05,21112.71,35904.65,66.67,133.33,0.00
8.460,60.00,600.01,350.00,4200.50,1733.42,20361.82,36639.56,33.33,133.33,0.00
