C:\ICPMH\1\DATA\15J30l00.B\E7-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  02:07:44 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,140.00,566.68,75.00,7001.38,1300.05,20211.65,36806.58,0.00,333.34,0.00
0.686,40.00,366.67,575.01,5500.85,1066.70,19661.02,36639.56,33.33,133.33,0.00
1.024,100.00,300.00,325.00,6901.34,900.02,19010.31,37541.53,100.00,100.00,0.00
1.362,80.00,600.01,450.01,4900.68,900.02,20862.41,38877.87,33.33,100.00,0.00
1.700,60.00,766.68,375.00,6701.26,566.68,18609.88,38944.68,66.67,300.00,0.00
2.038,200.00,500.01,375.00,6301.12,1233.38,18860.14,34167.73,33.33,100.00,20.00
2.376,240.00,866.69,575.01,8702.13,766.68,18009.25,39211.97,0.00,1000.03,0.00
2.714,100.00,666.68,450.01,6301.12,1566.74,17708.94,36839.99,100.00,100.00,0.00
3.052,220.00,400.00,550.01,7601.63,1100.03,23065.17,35871.25,0.00,600.01,20.00
3.390,160.00,800.02,650.01,5500.85,1266.71,22063.88,38543.77,0.00,66.67,40.00
3.728,160.00,533.34,300.00,7001.38,1666.75,20862.41,35670.83,66.67,66.67,0.00
4.066,140.00,666.68,200.00,5600.88,1166.71,18559.82,35938.05,200.00,233.33,40.00
4.404,120.00,400.00,300.00,5900.98,800.02,27371.35,36004.87,0.00,233.33,0.00
4.742,160.00,266.67,425.01,8001.80,1266.71,22264.13,41016.23,266.67,233.33,0.00
5.080,120.00,533.34,375.00,6201.08,666.68,19410.75,35537.21,66.67,0.00,0.00
5.418,240.00,433.34,250.00,5200.76,666.68,18559.82,33299.34,33.33,66.67,0.00
5.756,20.00,733.35,400.00,4800.65,1133.37,22965.03,36739.77,33.33,0.00,0.00
6.094,40.00,866.69,350.00,6501.19,900.02,18910.19,35837.84,66.67,0.00,0.00
6.432,80.00,566.68,525.01,6001.01,900.02,18659.93,36806.58,33.33,66.67,0.00
6.770,140.00,666.68,400.00,4500.57,1200.04,17508.74,36773.17,66.67,66.67,40.00
7.108,80.00,566.68,525.01,8001.80,1533.40,21413.07,36405.72,33.33,166.67,40.00
7.446,0.00,733.35,525.01,4800.65,1166.71,20061.48,36973.61,100.00,0.00,40.00
7.784,240.00,266.67,275.00,7301.50,1000.03,16758.01,34134.33,66.67,133.33,0.00
8.122,140.00,433.34,525.01,7601.63,900.02,19510.86,37374.48,66.67,133.33,120.00
8.460,120.00,633.34,400.00,6301.12,933.36,19410.75,37541.53,0.00,33.33,20.00
8.798,240.00,666.68,575.01,6701.26,1533.40,19060.36,37240.87,0.00,233.33,0.00
9.137,160.00,433.34,375.00,6801.30,833.35,19661.02,35637.43,0.00,466.67,20.00
9.475,200.00,500.01,425.01,5500.85,1000.03,18860.14,36372.32,33.33,500.01,40.00
9.813,180.00,600.01,425.01,6301.12,1166.71,20161.59,32831.76,0.00,100.00,20.00
10.151,120.00,500.01,325.00,5600.88,1100.03,19911.30,37107.24,33.33,166.67,80.00
10.489,320.00,466.67,375.00,7601.63,900.02,20712.23,35604.02,0.00,0.00,0.00
10.827,60.00,500.01,450.01,6801.30,1266.71,21363.01,36238.69,66.67,33.33,20.00
11.165,200.00,566.68,425.01,5900.98,766.68,18659.93,37174.05,33.33,266.67,0.00
11.503,80.00,933.36,575.01,5400.82,1466.73,20512.00,34034.13,166.67,966.69,0.00
11.841,160.00,400.00,325.00,5400.82,766.68,17859.09,36539.34,133.33,366.67,0.00
12.179,20.00,366.67,175.00,7701.67,1566.74,20912.47,36439.12,100.00,33.33,0.00
12.517,140.00,300.00,500.01,5300.79,833.35,17258.49,37541.53,33.33,166.67,40.00
12.855,100.00,766.68,475.01,6001.01,900.02,20161.59,35904.65,166.67,33.33,40.00
13.193,20.00,333.34,275.00,5800.95,1000.03,18309.56,36071.68,0.00,133.33,0.00
13.531,80.00,333.34,450.01,5900.98,1000.03,20111.53,38443.54,33.33,333.34,60.00
13.869,200.00,566.68,450.01,6501.19,1233.38,17708.94,37708.56,66.67,500.01,0.00
14.207,220.00,200.00,500.01,7901.76,1333.38,19160.47,36338.91,66.67,0.00,40.00
14.545,180.00,700.01,725.01,7501.58,1166.71,23716.03,34501.74,0.00,533.34,0.00
14.883,80.00,633.34,375.00,6801.30,1000.03,16107.40,36138.48,33.33,66.67,20.00
15.221,120.00,566.68,450.01,6101.05,1766.76,23916.30,37007.02,66.67,100.00,20.00
15.559,100.00,400.00,450.01,5500.85,1066.70,20161.59,37775.38,100.00,33.33,0.00
15.897,140.00,233.33,325.00,5600.88,1066.70,20111.53,40849.16,133.33,133.33,80.00
16.234,140.00,833.35,550.01,6401.15,1100.03,19610.96,36272.10,0.00,66.67,40.00
16.573,220.00,200.00,275.00,8702.13,1400.06,20061.48,37708.56,33.33,133.33,0.00
16.911,60.00,800.02,250.00,6401.15,1100.03,18860.14,34735.55,0.00,1033.36,0.00
17.249,100.00,533.34,325.00,4200.50,1066.70,24216.72,36004.87,66.67,133.33,0.00
17.587,100.00,300.00,300.00,5700.91,766.68,24767.49,38076.05,100.00,733.35,0.00
17.925,140.00,433.34,525.01,7401.54,1000.03,16858.10,36839.99,66.67,66.67,0.00
18.263,40.00,166.67,325.00,5000.70,1666.75,23866.24,34568.54,66.67,300.00,0.00
18.601,140.00,733.35,475.01,5600.88,1200.04,25117.99,37274.27,0.00,200.00,0.00
18.939,200.00,366.67,375.00,8401.99,1033.36,18860.14,35537.21,66.67,800.02,40.00
19.278,140.00,733.35,375.00,6101.05,1033.36,31979.15,38343.32,66.67,66.67,0.00
19.616,240.00,266.67,425.01,6101.05,666.68,18709.98,38309.91,133.33,200.00,0.00
19.954,40.00,866.69,375.00,7101.42,1466.73,18659.93,36672.96,133.33,233.33,0.00
20.292,100.00,600.01,200.00,5800.95,1300.05,17508.74,34902.56,33.33,33.33,0.00
20.630,140.00,266.67,500.01,6401.15,1133.37,19811.19,39278.79,233.33,133.33,0.00
20.968,180.00,566.68,425.01,6001.01,1100.03,21312.95,37307.68,0.00,66.67,0.00
21.306,140.00,466.67,375.00,9502.54,1433.39,18659.93,37341.08,133.33,433.34,0.00
21.644,140.00,866.69,525.01,6901.34,1333.38,18609.88,38309.91,0.00,0.00,0.00
21.982,120.00,800.02,575.01,5800.95,1566.74,19761.13,34935.96,100.00,66.67,0.00
22.320,80.00,466.67,350.00,6101.05,766.68,19060.36,36706.37,0.00,0.00,40.00
22.658,40.00,533.34,450.01,6301.12,1433.39,17708.94,36539.34,33.33,133.33,0.00
22.996,300.00,700.01,375.00,6301.12,1066.70,17258.49,36940.21,0.00,33.33,0.00
23.334,80.00,900.02,300.00,5800.95,1266.71,26319.75,37541.53,66.67,300.00,0.00
23.672,40.00,333.34,250.00,6901.34,1300.05,20461.94,35069.57,0.00,600.01,0.00
24.010,160.00,366.67,250.00,7101.42,1400.06,22514.45,35503.81,66.67,100.00,40.00
24.348,40.00,533.34,675.01,6501.19,1033.36,21763.50,37007.02,133.33,100.00,0.00
24.686,100.00,533.34,200.00,5800.95,1200.04,21413.07,38911.28,33.33,333.34,40.00
25.024,180.00,566.68,200.00,4800.65,1233.38,20662.17,35570.61,0.00,0.00,0.00
25.362,140.00,266.67,225.00,7001.38,1166.71,20311.76,35670.83,33.33,66.67,0.00
