C:\ICPMH\1\METHODS\103015JF.M.B\B12-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  02:26:48 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,180.00,233.33,525.01,8001.80,1366.72,23766.10,39779.95,66.67,266.67,0.00
0.686,140.00,666.68,400.00,5300.79,1066.70,21262.89,37140.65,0.00,200.00,20.00
1.024,220.00,333.34,400.00,6401.15,1600.07,19160.47,39846.78,0.00,100.00,0.00
1.362,120.00,533.34,325.00,4800.65,1300.05,19060.36,36672.96,0.00,200.00,0.00
1.700,100.00,466.67,325.00,8101.85,1400.06,20512.00,37508.12,0.00,0.00,20.00
2.038,120.00,333.34,350.00,8201.89,1400.06,18810.09,40748.92,33.33,66.67,40.00
2.376,80.00,566.68,300.00,6401.15,1500.06,21763.50,37975.82,0.00,66.67,0.00
2.714,100.00,400.00,400.00,6601.23,1266.71,19460.80,37741.97,133.33,133.33,40.00
3.052,200.00,766.68,500.01,8001.80,1200.04,18509.77,38744.23,33.33,0.00,0.00
3.390,140.00,733.35,300.00,6401.15,833.35,22564.51,36973.61,0.00,0.00,0.00
3.728,160.00,533.34,475.01,7801.71,1566.74,19560.91,37741.97,66.67,0.00,0.00
4.066,120.00,700.01,525.01,6901.34,1833.43,18910.19,35470.41,166.67,66.67,0.00
4.404,100.00,400.00,475.01,8602.08,1633.41,20512.00,36272.10,33.33,133.33,0.00
4.742,240.00,433.34,550.01,7201.46,2033.45,21863.63,40147.49,0.00,66.67,0.00
5.080,80.00,633.34,550.01,8702.13,2000.11,19661.02,41851.60,66.67,100.00,0.00
5.418,200.00,433.34,100.00,7501.58,1600.07,19610.96,37107.24,0.00,66.67,0.00
5.756,140.00,633.34,750.02,7201.46,1666.75,18559.82,38376.73,66.67,0.00,20.00
6.094,160.00,366.67,500.01,8902.23,1233.38,19510.86,36572.74,233.33,166.67,40.00
6.432,100.00,466.67,350.00,9402.49,1500.06,20912.47,38877.87,0.00,133.33,0.00
6.770,180.00,533.34,250.00,8502.03,1866.77,19310.63,36773.17,0.00,33.33,0.00
7.109,60.00,533.34,525.01,9402.49,1200.04,19410.75,37474.72,33.33,0.00,0.00
7.447,60.00,366.67,275.00,6801.30,1800.09,20411.88,39111.73,100.00,66.67,60.00
7.785,120.00,600.01,475.01,7901.76,1800.09,18960.25,36338.91,166.67,33.33,0.00
8.123,140.00,566.68,525.01,8001.80,1233.38,21262.89,39713.13,66.67,33.33,40.00
8.461,100.00,333.34,450.01,7401.54,1366.72,19410.75,37474.72,166.67,233.33,0.00
8.799,120.00,600.01,475.01,8301.94,833.35,21312.95,37675.15,66.67,133.33,0.00
9.137,120.00,600.01,400.00,6301.12,1233.38,18109.35,36839.99,0.00,133.33,0.00
9.475,140.00,233.33,425.01,8902.23,1766.76,20361.82,36806.58,0.00,0.00,60.00
