C:\ICPMH\1\METHODS\103015JF.M.B\B3-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  03:16:36 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,80.00,333.34,425.01,7201.46,1433.39,18810.09,37541.53,100.00,33.33,0.00
0.687,200.00,566.68,475.01,5200.76,966.69,20862.41,34935.96,0.00,66.67,0.00
1.025,20.00,1033.36,425.01,6701.26,1233.38,15757.08,39345.61,100.00,166.67,0.00
1.363,60.00,466.67,600.01,5400.82,533.34,20261.70,38811.05,0.00,0.00,0.00
1.701,60.00,433.34,575.01,6801.30,1366.72,19160.47,35938.05,33.33,100.00,0.00
2.039,220.00,700.01,550.01,8702.13,1033.36,19961.36,36639.56,66.67,33.33,0.00
2.377,40.00,466.67,625.01,4300.52,733.35,17558.79,37975.82,33.33,0.00,0.00
2.715,240.00,366.67,475.01,6301.12,933.36,21513.19,38610.59,66.67,133.33,0.00
3.053,140.00,500.01,525.01,8101.85,1633.41,18709.98,37508.12,66.67,100.00,40.00
3.391,60.00,933.36,125.00,6601.23,1000.03,19711.08,37174.05,0.00,100.00,40.00
3.729,200.00,300.00,325.00,7701.67,733.35,16307.58,37508.12,133.33,100.00,0.00
4.067,80.00,600.01,475.01,6201.08,1300.05,18910.19,35771.03,100.00,66.67,40.00
4.405,160.00,433.34,250.00,5400.82,900.02,17708.94,39546.07,0.00,33.33,60.00
4.743,140.00,200.00,550.01,7101.42,1066.70,20962.53,37441.30,0.00,66.67,0.00
5.081,100.00,566.68,525.01,7301.50,1433.39,21162.77,36472.53,33.33,0.00,0.00
5.418,140.00,133.33,400.00,8401.99,1166.71,19360.69,37407.90,0.00,66.67,0.00
5.757,80.00,600.01,250.00,7701.67,1233.38,18409.66,37407.90,66.67,66.67,0.00
6.095,80.00,633.34,275.00,6501.19,1733.42,19560.91,36238.69,33.33,166.67,40.00
6.433,40.00,766.68,275.00,5300.79,1400.06,17658.89,37140.65,166.67,100.00,40.00
6.771,200.00,566.68,500.01,6001.01,1166.71,19260.58,38243.09,0.00,100.00,60.00
7.109,80.00,633.34,375.00,7401.54,1366.72,18810.09,36906.80,0.00,200.00,0.00
7.447,120.00,600.01,600.01,8502.03,1500.06,20411.88,39612.90,0.00,0.00,20.00
7.785,160.00,700.01,400.00,3900.43,1533.40,19460.80,37107.24,66.67,66.67,0.00
8.123,140.00,500.01,400.00,6401.15,1666.75,19010.31,37140.65,33.33,0.00,0.00
8.461,80.00,700.01,525.01,5200.76,966.69,17909.14,37007.02,166.67,66.67,0.00
8.799,100.00,333.34,550.01,5300.79,1066.70,18409.66,34368.14,66.67,0.00,0.00
9.137,140.00,333.34,325.00,8101.85,766.68,18409.66,37641.75,0.00,66.67,0.00
