C:\ICPMH\1\METHODS\103015JF.M.B\B4-F_A.D
Intensity Vs Time,CPS
Acquired      : Oct 30 2015  03:26:21 pm using AcqMethod 103015JF.m
Time [Sec],B11,Mg24,Mg25,Al27,Ca43,Ca44,Sr86,Sr87,Sr88,Ba138
0.348,140.00,800.02,375.00,7601.63,1133.37,16707.96,37675.15,66.67,166.67,0.00
0.686,100.00,633.34,225.00,5900.98,1233.38,18559.82,40481.61,0.00,66.67,0.00
1.024,160.00,233.33,225.00,9202.38,900.02,19360.69,36639.56,66.67,100.00,0.00
1.362,200.00,800.02,475.01,8502.03,1100.03,19160.47,36672.96,0.00,233.33,40.00
1.700,120.00,766.68,450.01,9102.33,2033.45,19310.63,38644.00,0.00,100.00,0.00
2.038,120.00,500.01,550.01,5800.95,1166.71,19761.13,36940.21,0.00,66.67,40.00
2.376,20.00,900.02,600.01,6101.05,866.69,18409.66,38076.05,0.00,133.33,0.00
2.714,140.00,800.02,250.00,7701.67,1633.41,20011.42,39078.33,0.00,66.67,0.00
3.052,160.00,766.68,450.01,5600.88,1333.38,18709.98,35136.38,0.00,33.33,0.00
3.390,40.00,500.01,325.00,6401.15,1033.36,19911.30,35938.05,66.67,33.33,0.00
3.728,220.00,333.34,400.00,5400.82,1000.03,18209.45,37140.65,66.67,66.67,0.00
4.066,220.00,533.34,675.01,7801.71,1066.70,18109.35,37574.93,0.00,0.00,60.00
4.404,100.00,600.01,375.00,6601.23,1033.36,18359.61,36940.21,0.00,0.00,0.00
4.742,100.00,133.33,425.01,6901.34,1133.37,17558.79,39846.78,0.00,133.33,0.00
5.080,120.00,400.00,475.01,7101.42,1466.73,18459.71,38109.46,33.33,66.67,40.00
5.418,120.00,233.33,325.00,6701.26,1300.05,17158.40,39846.78,0.00,0.00,0.00
5.757,260.00,733.35,450.01,6301.12,1666.75,19711.08,36238.69,33.33,0.00,20.00
6.095,160.00,466.67,700.01,6501.19,1133.37,18359.61,36873.39,66.67,33.33,0.00
6.433,40.00,566.68,200.00,8602.08,1400.06,18910.19,37775.38,66.67,0.00,0.00
6.771,80.00,600.01,625.01,5800.95,1400.06,19010.31,36973.61,100.00,166.67,0.00
7.109,160.00,533.34,575.01,7701.67,933.36,17258.49,37073.83,0.00,200.00,60.00
7.447,160.00,466.67,375.00,7001.38,1133.37,18259.51,37341.08,0.00,33.33,0.00
7.785,100.00,766.68,300.00,3500.34,900.02,19861.25,40281.14,0.00,66.67,0.00
8.123,180.00,500.01,625.01,6101.05,1600.07,18659.93,36672.96,100.00,100.00,40.00
8.461,120.00,400.00,400.00,7101.42,1233.38,18009.25,35236.59,33.33,133.33,40.00
8.799,140.00,433.34,550.01,5400.82,1566.74,17859.09,36338.91,0.00,0.00,40.00
9.137,60.00,233.33,625.01,6901.34,1100.03,16707.96,35637.43,0.00,66.67,40.00
9.475,220.00,400.00,225.00,7001.38,1366.72,18860.14,40949.40,66.67,100.00,0.00
9.813,100.00,800.02,575.01,5300.79,1400.06,17608.84,39078.33,0.00,0.00,0.00
10.151,240.00,400.00,300.00,6501.19,966.69,17508.74,39880.19,66.67,66.67,0.00
10.489,20.00,466.67,200.00,6901.34,1400.06,18559.82,37474.72,0.00,133.33,40.00
10.827,100.00,266.67,400.00,6701.26,1600.07,19410.75,35303.39,0.00,66.67,0.00
11.165,100.00,366.67,200.00,5600.88,1033.36,19911.30,37374.48,66.67,100.00,0.00
11.503,40.00,400.00,400.00,5000.70,900.02,19911.30,38476.95,100.00,0.00,0.00
11.841,80.00,433.34,325.00,4400.55,1600.07,20311.76,38142.87,33.33,133.33,0.00
12.179,20.00,333.34,325.00,6801.30,1366.72,18209.45,37274.27,100.00,100.00,20.00
12.517,160.00,366.67,225.00,5400.82,966.69,18860.14,38076.05,100.00,0.00,0.00
12.855,100.00,400.00,375.00,6201.08,1366.72,19060.36,39345.61,66.67,233.33,40.00
13.193,180.00,500.01,400.00,7001.38,1433.39,21262.89,36105.07,33.33,0.00,20.00
13.531,220.00,700.01,800.02,9202.38,1000.03,19110.41,36105.07,66.67,100.00,20.00
13.869,160.00,566.68,200.00,5700.91,1533.40,18459.71,37240.87,0.00,66.67,60.00
14.207,240.00,633.34,450.01,8401.99,833.35,19160.47,38076.05,66.67,33.33,20.00
14.545,40.00,333.34,275.00,5500.85,1166.71,19360.69,35670.83,0.00,66.67,40.00
14.883,200.00,433.34,300.00,7801.71,1066.70,16307.58,38978.10,100.00,66.67,60.00
15.221,160.00,466.67,525.01,6801.30,1333.38,18559.82,37407.90,33.33,66.67,0.00
15.560,260.00,533.34,300.00,6701.26,633.34,18059.30,35737.63,66.67,66.67,0.00
15.898,60.00,400.00,275.00,7601.63,633.34,16657.91,40915.99,66.67,233.33,0.00
16.236,80.00,566.68,600.01,5900.98,1100.03,17959.20,39011.51,0.00,133.33,20.00
16.574,220.00,233.33,575.01,8502.03,1166.71,19210.52,38376.73,66.67,166.67,0.00
16.912,120.00,733.35,200.00,7101.42,1033.36,17258.49,37775.38,66.67,33.33,20.00
