C:\ICPMH\1\DATA\12G13l01.B\412_17.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:07:59 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,100.00,300.00,266.67,17008.25,2900.24,0.00,0.00
0.482,100.00,0.00,200.00,500.01,18509.77,3200.29,0.00,0.00
0.718,50.00,0.00,400.00,366.67,18159.40,2050.12,0.00,0.00
0.954,250.00,0.00,0.00,333.34,17408.64,2450.17,0.00,0.00
1.190,150.00,0.00,200.00,500.01,17258.49,3300.31,0.00,0.00
1.426,0.00,0.00,400.00,633.34,19010.31,1800.09,0.00,33.33
1.662,250.00,33.33,600.01,533.34,19060.36,1350.05,0.00,0.00
1.898,250.00,0.00,700.01,266.67,16107.40,2400.17,0.00,0.00
2.134,300.00,0.00,200.00,300.00,19610.96,2500.18,0.00,0.00
2.370,100.00,33.33,300.00,200.00,18159.40,1800.09,0.00,0.00
2.606,150.00,0.00,700.01,400.00,17909.14,2500.18,0.00,0.00
2.842,250.00,100.00,200.00,366.67,17608.84,2850.23,0.00,0.00
3.078,150.00,0.00,900.02,666.68,18459.71,3150.29,0.00,0.00
3.314,250.00,33.33,300.00,466.67,18659.93,2950.25,0.00,0.00
3.550,300.00,0.00,300.00,366.67,18459.71,2400.17,0.00,0.00
3.786,50.00,0.00,1200.04,300.00,16307.58,2300.15,0.00,0.00
4.022,50.00,0.00,200.00,366.67,15456.81,2650.20,0.00,0.00
4.258,100.00,66.67,900.02,300.00,18609.88,2300.15,0.00,0.00
4.494,250.00,0.00,500.01,133.33,17008.25,2200.14,0.00,0.00
4.730,50.00,0.00,500.01,266.67,20962.53,11553.84,1700.09,550.01
4.966,38040.57,7735.01,164558.33,6767.97,163206.31,152617.41,32030.28,3133.64
5.202,167534.01,29891.74,270442.17,31795.46,528808.41,205305.96,125060.34,13255.39
5.438,244161.70,33999.11,178087.83,56490.81,953708.81,176542.46,155914.85,1733.43
5.674,260744.22,35669.04,282934.43,76566.73,1182825.22,140415.14,213504.84,2033.46
5.910,282065.31,33765.33,88318.90,89293.35,1477873.76,99182.31,236237.23,1433.40
6.147,308243.66,43452.97,61405.90,102263.89,1535278.65,74459.21,218737.67,633.35
6.383,295835.97,40412.48,20011.26,110111.18,1583188.80,55087.20,258187.70,533.34
6.619,318013.14,37305.72,41448.27,100755.19,1672328.94,43354.03,258729.21,400.00
6.855,305446.08,38441.46,6501.19,92409.43,1664821.52,35836.92,253348.72,433.34
7.091,323358.04,40980.45,5500.85,99548.33,1831895.35,34233.70,258627.68,333.34
7.327,311652.18,40679.76,3100.27,103571.52,1521343.88,22965.17,269800.05,416.67
7.563,294158.50,40579.53,3900.43,99816.51,1693185.19,21813.69,246312.68,433.34
7.799,318827.47,43386.14,8502.03,109976.99,1605883.14,14456.01,248984.67,316.67
8.035,303920.32,43920.78,1500.06,114304.54,1560488.80,15807.19,255480.41,283.34
8.271,325496.49,41080.69,4300.52,94989.81,1757476.99,17008.32,245703.91,200.00
8.507,333492.34,46794.76,176774.81,98542.68,1538116.15,14506.05,270172.58,350.00
8.743,394366.93,50204.03,4000.45,96162.85,1561476.79,12904.79,283521.65,266.67
8.979,419532.14,57325.49,3600.37,90667.04,1680066.05,11403.74,255751.11,283.34
9.215,381848.62,55921.03,3600.37,92711.02,1663173.08,13505.25,253010.36,300.00
9.450,379448.18,53313.05,1900.10,96129.36,1586083.73,12354.39,250709.89,466.67
9.687,405973.28,56623.24,2900.24,95660.12,1655424.45,12804.72,255345.07,533.34
9.923,397536.21,49836.33,3100.27,92811.54,1575336.85,10303.05,215699.09,250.00
10.159,367654.77,47496.62,3700.39,87886.27,1444788.80,10853.39,217961.09,316.67
10.395,372401.84,49769.48,1900.10,90667.04,1599880.70,10553.20,243877.77,283.34
10.631,333696.10,43452.97,1900.10,84670.52,1586169.96,11003.48,236913.22,266.67
10.867,320863.56,43787.12,1800.09,83766.19,1566341.83,8902.28,250608.37,300.00
11.103,300157.33,41013.86,1700.08,90633.54,1508804.92,9352.52,237690.71,183.33
