C:\ICPMH\1\DATA\12G13l01.B\414_13.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:32:30 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,0.00,400.00,233.33,19060.36,2000.11,233.33,0.00
0.482,100.00,66.67,700.01,266.67,17408.64,3050.27,0.00,0.00
0.718,500.01,0.00,800.02,500.01,16157.44,2900.24,0.00,0.00
0.954,100.00,0.00,200.00,233.33,16257.54,3400.33,0.00,0.00
1.190,200.00,0.00,500.01,566.68,18910.19,1850.10,0.00,0.00
1.426,200.00,0.00,200.00,300.00,17658.89,3050.27,0.00,0.00
1.663,250.00,0.00,600.01,466.67,16808.06,3050.27,0.00,0.00
1.898,50.00,133.33,1200.04,266.67,16657.91,2750.22,0.00,0.00
2.135,100.00,0.00,700.01,366.67,17758.99,3200.29,0.00,0.00
2.371,150.00,33.33,900.02,566.68,16307.58,3000.26,0.00,0.00
2.607,400.00,133.33,500.01,266.67,18760.03,2500.18,0.00,0.00
2.843,400.00,0.00,100.00,466.67,18009.25,2550.19,0.00,0.00
3.079,200.00,33.33,700.01,433.34,17458.69,2550.19,0.00,0.00
3.315,300.00,66.67,600.01,333.34,18509.77,3050.27,0.00,33.33
3.551,0.00,0.00,600.01,366.67,15707.04,2200.14,0.00,0.00
3.787,50.00,100.00,0.00,333.34,15757.08,2450.17,0.00,0.00
4.023,150.00,0.00,200.00,633.34,16707.96,2050.12,0.00,0.00
4.259,100.00,0.00,200.00,466.67,20712.23,2600.19,0.00,0.00
4.495,50.00,0.00,1100.03,533.34,18860.14,3100.28,0.00,0.00
4.731,400.00,0.00,700.01,400.00,17859.09,2250.15,0.00,0.00
4.967,450.01,0.00,1000.03,433.34,18459.71,2500.18,0.00,0.00
5.203,150.00,0.00,0.00,200.00,17358.59,2500.18,0.00,0.00
5.439,400.00,66.67,300.00,633.34,18910.19,3000.26,0.00,0.00
5.674,100.00,0.00,200.00,166.67,19060.36,2350.16,0.00,0.00
5.911,100.00,0.00,400.00,133.33,16908.15,2700.21,0.00,0.00
6.147,200.00,0.00,300.00,300.00,16657.91,1850.10,0.00,0.00
6.383,100.00,0.00,300.00,533.34,16707.96,3000.26,0.00,0.00
6.619,150.00,66.67,300.00,300.00,16858.10,2450.17,0.00,0.00
6.855,200.00,166.67,500.01,433.34,18259.51,2350.16,0.00,0.00
7.091,350.00,0.00,1200.04,533.34,16607.86,3350.32,0.00,0.00
7.327,250.00,0.00,800.02,700.01,17208.44,2300.15,0.00,0.00
7.563,150.00,233.33,700.01,266.67,22814.84,6801.33,1366.72,2016.79
7.799,239093.66,16574.38,349911.04,6101.06,97520.53,197010.76,35437.06,10536.74
8.035,461654.70,55887.59,702411.64,25818.99,434776.18,349735.12,102408.89,8785.70
8.271,404132.19,71008.02,643233.41,46093.82,970176.88,267849.01,187364.70,9519.45
8.507,428952.40,51006.31,1210435.96,74658.54,1308852.86,225504.06,256833.96,7368.33
8.743,398047.45,51842.05,1181997.19,90197.97,1376303.84,162809.32,224309.95,1966.79
8.979,291312.31,45725.32,465488.34,92074.34,1376275.13,98076.05,265397.92,2366.84
9.215,243097.27,36136.64,129872.79,102498.58,1474220.64,64720.33,272340.24,1300.05
9.450,212358.11,31761.65,57091.56,107327.33,1486110.58,50523.36,300375.27,633.35
9.687,204921.78,35435.23,31427.76,112224.50,1760314.49,43704.90,278133.34,483.34
