C:\ICPMH\1\DATA\12G13l01.B\412_1.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  01:40:14 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.247,0.00,66.67,0.00,400.00,19510.86,3200.29,0.00,0.00
0.483,300.00,33.33,300.00,300.00,17558.79,3050.27,0.00,0.00
0.719,400.00,100.00,500.01,566.68,17658.89,2250.15,0.00,0.00
0.955,200.00,66.67,200.00,533.34,18109.35,2800.23,0.00,0.00
1.191,150.00,0.00,400.00,700.01,17158.40,3100.28,0.00,0.00
1.427,250.00,66.67,300.00,366.67,19360.69,3000.26,0.00,33.33
1.663,200.00,0.00,1000.03,200.00,20161.59,1800.09,0.00,0.00
1.898,50.00,100.00,600.01,366.67,17809.04,3050.27,0.00,0.00
2.135,50.00,0.00,300.00,400.00,19911.30,3850.43,0.00,0.00
2.371,100.00,33.33,600.01,333.34,19160.47,3450.34,0.00,0.00
2.607,200.00,0.00,600.01,300.00,18659.93,2550.19,0.00,0.00
2.843,550.01,0.00,800.02,233.33,18659.93,2000.11,0.00,0.00
3.079,150.00,33.33,900.02,300.00,17158.40,2800.23,0.00,0.00
3.315,100.00,33.33,200.00,366.67,17909.14,2500.18,0.00,0.00
3.551,200.00,0.00,600.01,500.01,17909.14,2950.25,0.00,0.00
3.787,150.00,0.00,400.00,466.67,16908.15,2300.15,0.00,0.00
4.023,250.00,0.00,500.01,533.34,18359.61,3000.26,0.00,0.00
4.259,250.00,33.33,300.00,533.34,18910.19,2250.15,0.00,0.00
4.495,300.00,0.00,800.02,400.00,18659.93,2650.20,0.00,0.00
4.731,350.00,0.00,100.00,200.00,18359.61,2150.13,0.00,0.00
4.967,50.00,0.00,700.01,466.67,20261.70,2850.23,0.00,0.00
5.203,0.00,33.33,1100.03,433.34,17508.74,2350.16,0.00,0.00
5.439,50.00,0.00,200.00,400.00,17458.69,2100.13,0.00,0.00
5.674,200.00,33.33,200.00,300.00,16808.06,3000.26,0.00,0.00
5.911,200.00,0.00,600.01,266.67,20111.53,2850.23,0.00,0.00
6.147,100.00,0.00,1000.03,333.34,19610.96,1950.11,0.00,0.00
6.383,0.00,0.00,300.00,400.00,20111.53,2100.13,0.00,0.00
6.619,50.00,33.33,600.01,333.34,17408.64,2500.18,0.00,0.00
6.855,100.00,66.67,900.02,633.34,19160.47,2450.17,0.00,0.00
7.091,150.00,0.00,700.01,400.00,18509.77,3150.29,0.00,0.00
7.327,350.00,133.33,0.00,500.01,19010.31,1900.10,0.00,0.00
7.563,300.00,33.33,700.01,466.67,17658.89,2550.19,0.00,0.00
7.799,150.00,0.00,300.00,433.34,17809.04,2300.15,0.00,0.00
8.035,0.00,33.33,700.01,266.67,18409.66,2650.20,0.00,0.00
8.271,150.00,0.00,900.02,500.01,19260.58,2350.16,0.00,0.00
8.507,250.00,66.67,500.01,600.01,19160.47,3200.29,0.00,0.00
8.743,100.00,33.33,100.00,466.67,18209.45,1850.10,0.00,0.00
8.979,50.00,66.67,200.00,200.00,17108.35,3650.38,0.00,0.00
9.216,250.00,0.00,0.00,733.35,18109.35,2350.16,0.00,0.00
9.452,150.00,33.33,800.02,700.01,19110.41,2450.17,0.00,0.00
9.688,50.00,0.00,1000.03,100.00,19961.36,3350.32,0.00,0.00
9.924,0.00,166.67,9102.33,600.01,17508.74,6951.39,666.68,1066.70
10.160,39092.84,5534.19,167485.48,3300.31,131995.14,117445.64,12070.97,3216.98
10.396,108982.31,16340.83,242138.31,22414.31,364041.56,313350.57,64623.14,2183.48
10.632,126849.99,17308.41,142670.38,46494.87,799423.85,226213.24,109654.06,2050.13
10.868,119902.14,16040.56,366541.24,61474.20,1053856.66,183261.50,186488.43,1650.08
