C:\ICPMH\1\DATA\12G13l01.B\424_2.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:41:33 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,350.00,0.00,200.00,233.33,19711.08,2850.23,0.00,0.00
0.482,100.00,66.67,200.00,566.68,18609.88,3050.27,0.00,0.00
0.718,50.00,0.00,0.00,366.67,16407.67,2750.22,0.00,0.00
0.954,50.00,0.00,400.00,233.33,16808.06,1800.09,0.00,0.00
1.190,0.00,66.67,800.02,366.67,18159.40,3100.28,0.00,0.00
1.426,200.00,0.00,600.01,400.00,18459.71,2600.19,0.00,0.00
1.662,0.00,0.00,0.00,500.01,16607.86,3800.42,0.00,0.00
1.898,400.00,33.33,200.00,600.01,15656.99,1950.11,0.00,0.00
2.134,100.00,0.00,600.01,566.68,19310.63,2550.19,0.00,0.00
2.371,200.00,0.00,200.00,600.01,17458.69,1800.09,0.00,0.00
2.607,50.00,33.33,300.00,366.67,17358.59,2900.24,0.00,0.00
2.843,200.00,33.33,900.02,300.00,16257.54,1500.06,0.00,0.00
3.079,0.00,0.00,400.00,200.00,15757.08,2600.19,0.00,0.00
3.315,150.00,0.00,600.01,133.33,16457.72,3200.29,0.00,0.00
3.551,150.00,0.00,900.02,366.67,16057.35,3200.29,0.00,0.00
3.787,150.00,66.67,500.01,566.68,19260.58,2300.15,0.00,0.00
4.023,100.00,0.00,600.01,366.67,17758.99,1900.10,0.00,0.00
4.259,50.00,0.00,1200.04,400.00,17508.74,2550.19,0.00,0.00
4.495,150.00,0.00,800.02,200.00,19010.31,2250.15,0.00,0.00
4.731,100.00,66.67,200.00,333.34,19260.58,2600.19,0.00,0.00
4.967,250.00,0.00,500.01,200.00,15456.81,2650.20,0.00,0.00
5.203,200.00,66.67,200.00,333.34,16557.82,2300.15,166.67,50.00
5.439,8001.80,1433.39,62208.69,2066.79,55036.27,60455.00,9302.56,6834.77
5.674,46961.82,5834.29,127153.24,13305.04,235217.75,133007.21,37608.40,4300.57
5.911,76915.68,13505.12,162943.57,24850.92,508675.50,152113.00,82969.53,3233.65
6.147,103449.47,16240.74,158705.47,43320.09,679625.26,132049.94,119654.80,2966.94
6.383,125389.70,16307.47,40846.89,56089.53,874588.59,109493.97,136515.00,1550.07
6.619,116630.51,15473.39,31828.47,59768.31,960832.54,79180.02,144010.06,1516.74
6.855,126245.72,16941.39,63212.21,66291.70,1081570.82,66727.90,154165.60,1116.71
7.091,111044.99,15339.94,17708.82,71311.32,1037206.27,52679.75,154804.74,1200.04
7.327,111900.32,14572.63,18809.95,67061.27,1076895.73,51827.19,168366.61,800.02
7.563,119600.11,16240.74,17008.14,69135.97,1130039.67,36538.38,162307.85,683.35
7.799,122922.60,15073.05,46260.13,71913.77,1180665.46,38893.49,170992.74,783.35
8.035,110541.88,16274.10,8902.23,72850.97,1148677.47,36989.34,171060.08,666.68
8.271,108227.74,14572.63,11903.99,78307.73,1175030.69,30576.89,163654.06,566.68
8.507,112755.68,14739.43,10603.16,69403.70,1186305.98,28022.59,182680.57,750.02
8.743,114718.14,16874.66,14105.60,71344.80,1227708.33,26370.00,178199.84,500.01
8.979,109082.95,14272.39,10102.87,69169.44,1143249.54,25919.32,181097.04,566.68
9.215,115825.28,17308.41,7101.42,70876.23,1261132.25,24317.00,182512.11,900.03
9.450,111548.12,14672.71,11203.53,73587.36,1180315.07,22865.03,174494.86,333.34
9.687,107070.78,16274.10,7201.46,74089.47,1251453.74,23315.63,164327.18,550.01
9.923,120908.90,14672.71,9602.59,82125.13,1307388.12,22364.39,186319.91,266.67
10.159,105461.22,14405.83,5700.91,75930.64,1241528.15,19611.06,191342.16,450.01
10.395,113711.75,16040.56,11503.72,80919.54,1274762.63,20662.28,180995.97,566.68
10.631,117385.44,15273.22,7601.63,85206.45,1304412.72,15256.70,197512.44,333.34
10.867,101287.09,15406.67,8301.94,76968.48,1352340.17,17608.92,185039.33,350.00
11.103,107523.50,13571.84,9402.49,74892.87,1277870.05,18409.75,184129.48,266.67
11.340,112956.95,15807.01,8301.94,80584.67,1404983.33,16657.98,201897.03,333.34
11.576,115020.11,15106.41,8001.80,85239.93,1363184.70,16007.37,197141.49,483.34
11.812,120707.53,15173.13,5900.98,77370.25,1244256.57,18409.75,185174.13,433.34
12.048,117788.10,15640.20,6901.34,80316.77,1282160.77,14706.22,200750.18,333.34
12.284,123275.01,17108.22,8802.18,78207.29,1269259.89,18009.33,187128.78,450.01
12.520,113510.48,15540.11,7001.38,79278.73,1341759.80,17759.07,198119.45,333.34
12.756,121865.38,15540.11,8702.13,77102.41,1355505.01,17959.28,184668.64,600.01
12.992,123426.08,18576.36,7401.54,77403.74,1384023.66,15707.10,199502.23,650.01
13.228,140905.01,18743.20,5800.95,83096.36,1428625.32,14806.31,194679.87,366.67
13.464,134707.35,19577.43,7301.50,76533.26,1290587.14,12854.75,213842.42,450.01
13.700,125188.30,16574.38,5800.95,73989.05,1364103.74,13255.05,212458.45,250.00
13.936,108479.25,16274.10,6501.19,77838.98,1352793.88,11653.91,202403.05,366.67
14.172,123627.44,15039.69,5900.98,77872.47,1205657.35,14456.01,204022.27,266.67
14.408,119398.76,16340.83,7801.71,79513.14,1322385.58,12504.50,194949.63,333.34
14.644,117586.77,14739.43,5700.91,83163.33,1239173.17,15306.74,192825.53,383.34
14.880,126195.35,17675.44,6001.01,78441.66,1227805.89,15857.23,203583.71,316.67
15.116,122368.80,17241.68,5600.88,79144.80,1244095.73,14956.44,205540.52,533.34
15.352,130727.86,19243.73,6701.26,75562.40,1257484.79,13605.33,194410.16,400.00
15.588,121764.68,16140.65,3800.41,75796.74,1194600.22,12004.15,196231.01,700.02
15.824,121764.68,16974.76,4800.65,78575.59,1240557.45,11453.77,195489.13,250.00
16.060,135563.82,19510.69,5200.76,77738.54,1212699.34,11603.87,198422.99,283.34
16.296,143979.45,18876.67,3900.43,78274.26,1228345.83,12704.64,199940.69,366.67
16.532,139443.58,19777.65,6501.19,73855.14,1258834.70,14155.77,200176.78,266.67
