C:\ICPMH\1\DATA\12G13l01.B\412_5.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:07:32 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,350.00,66.67,900.02,466.67,19811.19,3000.26,0.00,0.00
0.482,0.00,0.00,700.01,166.67,19460.80,2850.23,0.00,0.00
0.718,100.00,133.33,0.00,266.67,17959.20,2450.17,0.00,0.00
0.954,150.00,66.67,500.01,533.34,19360.69,2000.11,0.00,0.00
1.190,300.00,33.33,800.02,500.01,16157.44,2750.22,0.00,0.00
1.426,250.00,66.67,200.00,366.67,16858.10,2450.17,0.00,0.00
1.662,100.00,66.67,600.01,533.34,18960.25,3150.29,0.00,0.00
1.898,150.00,66.67,600.01,266.67,19811.19,2600.19,0.00,0.00
2.134,50.00,0.00,300.00,633.34,18910.19,2450.17,0.00,0.00
2.370,100.00,66.67,700.01,366.67,20011.42,3100.28,0.00,0.00
2.606,50.00,0.00,800.02,300.00,18559.82,1850.10,0.00,0.00
2.843,0.00,66.67,400.00,666.68,17058.30,3200.29,0.00,0.00
3.079,200.00,0.00,300.00,333.34,15907.21,2550.19,0.00,33.33
3.315,200.00,33.33,700.01,533.34,19811.19,3050.27,0.00,0.00
3.551,200.00,33.33,400.00,633.34,19661.02,3400.33,0.00,0.00
3.787,150.00,33.33,100.00,500.01,17408.64,2200.14,0.00,0.00
4.023,350.00,100.00,300.00,166.67,18009.25,2900.24,0.00,0.00
4.259,100.00,66.67,400.00,233.33,17758.99,2400.17,0.00,0.00
4.495,250.00,33.33,500.01,466.67,17708.94,2050.12,0.00,0.00
4.731,150.00,33.33,700.01,233.33,19610.96,2050.12,0.00,0.00
4.967,100.00,0.00,300.00,433.34,19661.02,2050.12,0.00,0.00
5.203,50.00,0.00,500.01,433.34,19010.31,3250.30,0.00,0.00
5.439,200.00,33.33,500.01,333.34,22063.88,6901.37,1000.03,1283.38
5.674,49518.72,6834.65,181421.28,5367.49,91638.94,124796.61,15707.28,7718.49
5.911,149323.16,18509.62,289132.94,18843.45,473459.34,217047.42,63485.52,4150.53
6.147,156282.46,31861.82,206593.83,46561.71,711243.38,218059.97,141388.09,4000.49
6.383,348220.10,26419.59,170514.09,59768.31,1420480.40,163414.96,145758.27,2650.22
6.619,189906.77,22313.98,90529.99,75696.31,1159022.29,127516.26,167491.31,2450.18
6.855,154567.61,22013.60,49669.31,83431.27,1249856.86,92193.98,210500.92,566.68
7.091,186420.22,22847.99,28923.52,79981.93,1370933.23,69087.10,221033.91,616.68
7.327,213167.68,26519.74,374811.07,91906.80,1410847.88,53732.97,227620.33,816.69
7.563,213521.90,26286.06,9402.49,94487.13,1552073.96,39444.72,257307.79,216.67
7.799,204365.45,26953.72,4100.47,96665.60,1649043.01,25819.17,267327.95,366.67
8.035,241171.37,29057.03,11303.60,91873.29,1609662.63,23565.97,255683.45,233.33
8.271,220303.72,33230.99,2700.21,93347.72,1726097.89,17408.72,227079.84,366.67
8.507,243604.16,33865.51,2200.14,98576.21,1512038.71,10403.11,269698.43,233.33
8.743,234027.06,32830.25,4500.57,91169.63,1544216.25,10002.88,250980.49,200.00
8.979,228759.23,35301.64,1600.07,107193.19,1606945.74,10002.88,286877.45,283.34
9.215,247558.06,30860.06,1200.04,105013.40,1561390.56,9902.82,255784.95,250.00
9.450,319081.97,36604.27,700.01,92644.00,1617526.01,7101.45,249931.83,200.00
9.687,280287.58,39944.77,2100.12,101023.40,1535583.14,6151.09,282775.98,300.00
9.923,312110.09,37005.10,1000.03,95760.66,1645700.04,6201.11,266142.83,250.00
10.159,295073.47,39777.73,900.02,95593.08,1746643.98,4850.68,240428.96,250.00
10.395,271147.71,37773.37,700.01,99079.01,1715913.91,4950.71,261132.40,416.67
10.631,318572.98,40913.63,900.02,105650.53,1570942.81,5100.75,243302.92,283.34
10.867,300767.46,37639.76,1600.07,89460.87,1613493.79,5700.94,258356.91,333.34
11.103,288720.64,38040.60,800.02,91136.13,1538052.96,3400.33,261843.20,250.00
11.339,272721.51,37071.90,1000.03,101760.97,1602218.49,3550.36,250980.49,33.33
11.575,288314.12,33431.36,200.00,102297.41,1576887.73,4250.52,276134.35,166.67
11.811,269066.58,38508.28,100.00,99112.54,1647905.70,4450.57,251420.27,166.67
12.048,301886.19,40612.94,700.01,98877.89,1565014.98,4800.66,221675.54,233.33
12.284,285468.88,47396.35,700.01,85407.42,1493778.74,4600.61,233499.63,250.00
12.520,303666.02,34466.67,600.01,95928.25,1414058.72,4650.62,258255.38,216.67
12.756,292938.65,35134.64,500.01,91839.78,1484766.54,4550.60,260523.04,466.67
12.992,271198.47,34232.88,800.02,93314.19,1741026.41,4000.46,258086.14,150.00
13.228,277240.44,39677.50,800.02,101693.92,1450567.12,3900.44,238637.20,283.34
13.464,248065.07,38040.60,600.01,100755.19,1558541.64,4600.61,250608.37,433.34
13.700,243502.76,33230.99,200.00,95090.37,1668721.72,3700.39,252232.22,300.00
13.936,205781.60,31227.37,800.02,93481.76,1635079.53,4000.46,244249.78,300.00
14.172,208361.31,27788.34,800.02,92711.02,1552636.85,4400.56,256563.25,266.67
14.408,177732.12,26419.59,1300.05,97403.00,1517931.97,4100.48,231438.27,233.33
14.644,194253.28,28022.04,800.02,94017.94,1472043.69,5650.92,248917.01,266.67
14.880,177479.62,23582.28,0.00,95660.12,1597267.22,3950.45,234378.29,333.34
15.116,174500.42,22280.60,1000.03,98140.43,1445696.32,3750.40,238366.75,383.34
15.352,185864.48,20878.90,900.02,95224.42,1433978.65,3750.40,271493.48,350.00
15.588,147558.54,21179.26,600.01,89092.34,1747298.67,3050.27,251454.11,316.67
15.824,161781.24,20111.36,600.01,100755.19,1680008.63,4250.52,246042.10,133.33
16.060,156786.86,19811.02,400.00,98576.21,1473249.94,4850.68,235257.02,250.00
16.296,165818.08,20578.56,400.00,85641.89,1550402.48,4800.66,212323.47,100.00
16.532,133246.43,18542.99,200.00,83163.33,1596474.55,3650.38,227316.31,166.67
16.768,137730.33,18442.88,300.00,92610.48,1461245.15,2950.25,216880.70,266.67
17.004,130073.11,15473.39,400.00,101828.02,1624861.07,3700.39,222215.94,300.00
17.240,126849.99,18709.83,600.01,97805.23,1663173.08,4350.54,217184.56,266.67
17.476,126598.21,17208.31,900.02,96498.02,1445937.53,4100.48,210804.68,500.01
17.712,122771.56,16407.56,300.00,88388.80,1621489.39,3100.28,215462.77,316.67
17.948,107171.38,13104.82,400.00,89862.93,1391910.09,3050.27,205000.69,366.67
