C:\ICPMH\1\DATA\12G13l01.B\412_15.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:52:33 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.247,100.00,0.00,700.01,266.67,20211.65,2600.19,0.00,0.00
0.483,200.00,33.33,600.01,466.67,17508.74,2050.12,0.00,0.00
0.719,150.00,0.00,0.00,666.68,17859.09,1950.11,0.00,0.00
0.955,100.00,0.00,400.00,333.34,19560.91,3300.31,0.00,0.00
1.191,150.00,66.67,900.02,333.34,17708.94,2650.20,0.00,0.00
1.427,200.00,0.00,100.00,433.34,18760.03,2650.20,0.00,0.00
1.663,150.00,33.33,1600.07,700.01,15957.26,2200.14,0.00,0.00
1.898,250.00,66.67,600.01,466.67,18259.51,1850.10,0.00,0.00
2.135,300.00,0.00,600.01,233.33,15907.21,2400.17,0.00,0.00
2.371,0.00,66.67,100.00,300.00,18009.25,3450.34,0.00,0.00
2.607,400.00,0.00,800.02,266.67,18159.40,2800.23,0.00,0.00
2.843,200.00,0.00,400.00,500.01,16958.20,2600.19,0.00,0.00
3.079,350.00,0.00,500.01,533.34,18059.30,3100.28,0.00,0.00
3.315,50.00,66.67,400.00,200.00,17809.04,2950.25,0.00,0.00
3.551,0.00,0.00,300.00,466.67,15857.17,2500.18,0.00,0.00
3.787,150.00,0.00,800.02,866.69,19160.47,2800.23,0.00,0.00
4.023,200.00,0.00,500.01,233.33,17208.44,2000.11,0.00,0.00
4.259,50.00,0.00,400.00,366.67,15506.86,2400.17,0.00,0.00
4.495,100.00,0.00,500.01,766.68,16657.91,2850.23,100.00,0.00
4.731,300.00,0.00,0.00,500.01,18059.30,1700.08,0.00,0.00
4.967,50.00,0.00,600.01,333.34,20461.94,2700.21,0.00,0.00
5.203,250.00,0.00,400.00,300.00,16557.82,3800.42,0.00,0.00
5.439,1650.08,500.01,9802.70,666.68,27221.12,23816.31,5767.65,3767.10
5.674,85755.89,10002.81,354704.67,22914.96,182899.31,149036.53,38243.16,6451.28
5.911,143324.17,26586.51,475579.21,25418.40,474537.90,235839.97,73023.87,4217.21
6.147,252019.95,32429.51,242138.31,39577.93,801777.75,242480.47,109050.18,2483.52
6.383,258968.56,31427.72,145795.58,60571.06,968645.43,192763.49,151003.97,1633.42
6.619,252679.23,32062.18,120205.14,82460.03,1156047.00,177754.72,177020.90,1433.40
6.855,244161.70,35168.04,134708.60,81321.39,1288243.58,137340.73,188780.29,900.03
7.091,231139.70,28856.71,42651.12,84268.59,1429498.37,88776.24,202639.16,566.68
7.327,209474.27,30092.08,23715.81,83565.24,1288013.80,61107.28,212964.78,650.01
7.563,229721.56,31728.25,49067.65,82560.49,1559489.39,50924.53,248646.41,433.34
7.799,250093.12,30192.25,4900.68,90130.96,1381743.39,41950.59,230120.48,483.34
8.035,211801.57,31394.33,3200.29,92074.34,1442577.38,30727.15,234040.37,216.67
8.271,201786.27,28289.13,3800.41,100386.41,1644413.32,28873.98,231100.36,433.34
8.507,204264.29,25518.28,1100.03,85139.44,1490200.33,23365.71,226201.54,283.34
8.743,197286.33,27921.88,800.02,91705.76,1588576.60,21813.69,226640.68,100.00
8.979,209170.73,25585.04,1400.06,97067.82,1433323.86,20161.69,224715.24,100.00
9.216,218177.79,26920.34,1700.08,85407.42,1531700.23,15807.19,227316.31,266.67
9.452,190715.35,25284.61,900.02,93381.23,1605590.17,13755.44,223060.26,233.33
9.688,182631.29,23014.87,2400.16,86110.83,1452410.97,13154.98,219953.29,200.00
9.924,168493.01,22647.73,5000.70,99179.58,1563630.70,10102.94,231708.62,216.67
10.160,174197.44,22914.74,1400.06,106891.34,1565296.52,9752.74,224276.13,416.67
10.396,172935.23,21279.38,1400.06,91404.18,1479677.38,7551.64,220527.38,300.00
10.632,152802.47,18943.41,700.01,91672.25,1481366.15,9102.38,221371.62,166.67
10.868,148970.24,21012.39,400.00,94889.28,1598622.79,7601.66,234750.07,166.67
11.104,154870.21,20812.16,1500.06,96330.43,1602907.75,7551.64,226573.12,200.00
11.340,135009.62,16174.01,700.01,91605.23,1570787.63,7451.60,222925.15,283.34
11.576,135009.62,15273.22,800.02,100889.30,1634809.51,6401.18,229512.31,200.00
11.812,147508.15,16941.39,800.02,87685.26,1399704.62,3850.43,236676.63,216.67
12.048,117888.75,16641.11,1500.06,101660.39,1503411.36,3550.36,231505.86,200.00
12.284,116982.79,15239.86,800.02,91806.28,1572775.04,6051.05,229951.54,200.00
12.520,114013.65,15606.84,900.02,101392.18,1587531.29,7101.45,232114.12,333.34
12.756,122318.46,13838.71,700.01,96799.68,1483830.31,5600.90,230931.43,266.67
12.992,117989.41,14138.95,800.02,101291.60,1551482.36,5150.76,215125.17,100.00
13.228,110541.88,12637.82,300.00,92409.43,1487529.33,4350.54,220831.29,400.00
13.464,98672.51,14806.16,700.01,95090.37,1644413.32,4400.56,211074.66,150.00
13.700,104907.96,13605.20,800.02,95224.42,1585360.00,4100.48,216408.03,216.67
13.936,97013.42,15573.48,1800.09,90231.46,1541562.53,4500.58,216779.42,166.67
14.172,97817.81,13738.64,400.00,92778.04,1489895.83,3550.36,229140.65,333.34
14.408,88418.86,13705.27,700.01,100822.24,1541855.50,5150.76,239854.22,183.33
14.644,77568.50,11670.49,900.02,93046.12,1643517.42,4700.64,225694.81,133.33
14.880,89725.38,10970.05,500.01,92845.05,1493813.22,4550.60,221776.88,350.00
15.116,89524.37,13771.99,500.01,90801.05,1683219.37,4000.46,230424.60,300.00
15.352,114617.52,12871.32,500.01,94453.62,1548765.46,5800.97,223938.40,333.34
15.588,102544.25,12704.53,700.01,91002.09,1462434.11,5100.75,220696.21,283.34
15.824,100080.31,13371.69,600.01,89628.39,1361898.08,3700.39,219345.51,183.33
16.060,99326.11,12504.39,400.00,90968.59,1526226.21,3750.40,222249.71,566.68
16.296,107523.50,14372.47,800.02,87752.28,1644654.72,2750.22,212796.02,83.33
16.532,105913.89,14138.95,1200.04,91772.76,1457138.22,4150.50,231303.10,400.00
16.768,101437.95,16541.02,300.00,97604.12,1656383.83,5450.85,230221.86,300.00
17.004,101940.81,14839.52,500.01,95023.35,1514118.00,4900.69,245501.00,366.67
17.240,95907.45,13171.54,300.00,94554.14,1618301.50,4150.50,246346.51,400.00
17.476,96460.43,10636.51,200.00,95157.39,1581212.93,5050.73,249187.62,316.67
17.712,98873.61,13271.61,100.00,88857.82,1524388.22,4300.53,226100.22,183.33
