C:\ICPMH\1\DATA\12G13l01.B\424_14.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:41:15 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,0.00,0.00,600.01,166.67,17758.99,1950.11,0.00,0.00
0.482,100.00,33.33,500.01,433.34,19711.08,2600.19,66.67,0.00
0.718,0.00,0.00,600.01,300.00,17008.25,2300.15,0.00,0.00
0.954,300.00,0.00,400.00,700.01,15406.77,2650.20,0.00,0.00
1.190,100.00,0.00,400.00,300.00,17058.30,2700.21,0.00,33.33
1.426,100.00,0.00,600.01,100.00,17608.84,2250.15,0.00,33.33
1.662,200.00,0.00,400.00,233.33,16407.67,2550.19,0.00,0.00
1.898,300.00,66.67,400.00,500.01,17458.69,2000.11,0.00,0.00
2.134,200.00,33.33,1000.03,433.34,18910.19,2400.17,0.00,0.00
2.370,250.00,66.67,300.00,166.67,15456.81,3000.26,0.00,0.00
2.606,100.00,0.00,300.00,400.00,16107.40,2500.18,0.00,0.00
2.842,150.00,100.00,1100.03,133.33,15857.17,2800.23,0.00,0.00
3.078,150.00,0.00,800.02,500.01,16457.72,2550.19,0.00,0.00
3.314,0.00,33.33,200.00,433.34,16007.30,1950.11,0.00,0.00
3.550,200.00,0.00,400.00,466.67,18810.09,3100.28,0.00,0.00
3.786,200.00,100.00,600.01,533.34,16407.67,2000.11,0.00,0.00
4.022,300.00,0.00,500.01,400.00,18459.71,3350.32,0.00,0.00
4.258,100.00,0.00,200.00,266.67,14756.21,2550.19,0.00,0.00
4.494,250.00,0.00,500.01,200.00,15106.51,1800.09,0.00,0.00
4.730,50.00,0.00,200.00,433.34,15106.51,2200.14,0.00,0.00
4.966,150.00,66.67,600.01,533.34,16007.30,2200.14,0.00,0.00
5.202,300.00,0.00,0.00,866.69,16958.20,2350.16,0.00,0.00
5.438,100.00,0.00,700.01,800.02,18509.77,2100.13,0.00,0.00
5.674,0.00,33.33,100.00,666.68,16007.30,2550.19,0.00,233.33
5.910,1050.03,800.02,7701.67,1733.42,25919.15,19961.46,4133.84,8352.14
6.146,43753.66,5967.67,354704.67,7168.13,95861.43,112966.08,32297.45,14406.37
6.382,214129.11,19777.65,682871.84,13571.92,415773.45,244001.54,66999.01,16892.09
6.618,208664.87,48231.92,438442.29,46026.98,520927.55,349582.11,98351.60,9686.21
6.854,232659.28,29724.80,246801.86,53849.20,875954.22,203585.91,145590.16,6301.22
7.090,234128.35,27788.34,166980.79,67496.27,1208150.22,167049.30,224647.68,5784.36
7.326,198853.58,32128.97,83998.04,83364.28,1342541.05,110198.39,171901.88,2966.94
7.562,290346.78,24683.77,88017.42,88958.33,1395787.24,69538.90,198085.71,1450.06
7.798,174954.84,22914.74,24817.32,95693.65,1372719.66,80586.46,199333.58,933.36
8.034,147256.07,22547.60,11803.92,89025.33,1556973.47,40948.20,211547.17,983.36
8.271,372146.54,23415.39,44054.54,95224.42,1511326.50,58749.17,241308.01,533.34
8.507,175207.29,23215.13,5200.76,102632.70,1521510.48,26219.77,239279.51,966.70
8.743,165868.55,23181.75,109134.07,103739.17,1408510.09,23916.45,244486.46,350.00
8.979,158451.48,22447.48,4300.52,86579.80,1588662.83,20211.75,199603.41,383.34
9.215,160620.78,19844.39,3800.41,97235.41,1616842.52,17759.07,241882.79,616.68
9.450,178035.12,19510.69,3700.39,99514.81,1546697.59,15056.52,228498.74,500.01
9.687,177681.64,23682.41,3000.25,101828.02,1735351.41,11353.71,232350.67,283.34
9.923,150886.23,20211.47,3500.34,103839.77,1692610.78,12604.57,215901.63,333.34
10.159,157745.28,23348.64,1800.09,107025.51,1401640.36,7051.43,234614.90,400.00
10.395,147054.42,18175.94,2400.16,84101.11,1441106.87,8402.03,222047.06,500.01
10.631,135966.86,20778.79,1700.08,92208.38,1605234.02,9452.57,219885.80,366.67
10.867,133548.66,17742.17,1400.06,100755.19,1506840.46,7001.41,258729.21,216.67
11.103,144634.72,18476.25,800.02,100017.66,1655154.53,9352.52,220662.44,583.34
11.339,142971.38,17575.34,1800.09,96397.46,1685855.90,8151.91,215597.79,383.34
11.575,124533.73,18209.31,1000.03,88489.29,1634281.09,7601.66,214517.55,333.34
11.811,127756.42,19610.80,1300.05,96833.20,1581368.00,6701.29,231911.35,500.01
12.047,133951.68,15807.01,1300.05,97403.00,1677251.40,7651.69,230019.13,383.34
12.283,120204.14,17174.95,600.01,98710.28,1677079.14,4600.61,217285.83,516.67
