C:\ICPMH\1\DATA\12G13l01.B\412_20.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:20:48 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,200.00,0.00,300.00,500.01,18059.30,3350.32,0.00,0.00
0.482,100.00,0.00,0.00,333.34,16307.58,3100.28,0.00,0.00
0.718,100.00,0.00,700.01,433.34,18509.77,1650.08,0.00,16.67
0.954,0.00,0.00,200.00,433.34,17158.40,2350.16,0.00,0.00
1.190,100.00,0.00,700.01,266.67,18109.35,2250.15,0.00,0.00
1.426,150.00,0.00,900.02,333.34,16607.86,3150.29,0.00,0.00
1.662,0.00,0.00,300.00,700.01,16557.82,2600.19,0.00,0.00
1.898,250.00,33.33,800.02,433.34,20211.65,3150.29,0.00,0.00
2.134,100.00,0.00,900.02,233.33,19060.36,2050.12,0.00,0.00
2.370,150.00,0.00,500.01,200.00,17658.89,2350.16,0.00,0.00
2.606,100.00,0.00,100.00,200.00,17809.04,2400.17,0.00,0.00
2.842,250.00,0.00,1000.03,333.34,19210.52,1800.09,0.00,0.00
3.078,0.00,66.67,500.01,333.34,18109.35,1900.10,0.00,0.00
3.314,50.00,0.00,100.00,433.34,17208.44,2800.23,0.00,0.00
3.550,400.00,0.00,900.02,166.67,15006.42,2350.16,0.00,0.00
3.786,0.00,0.00,900.02,233.33,19160.47,2750.22,0.00,50.00
4.022,6851.32,1600.07,30926.89,1066.70,53782.39,85761.15,10903.51,2716.89
4.258,109938.17,21246.01,187483.72,13538.56,255803.11,278108.31,54019.40,2383.51
4.494,183338.51,28522.84,125843.98,47230.17,613916.18,365913.27,170891.74,1050.03
4.731,180105.79,23482.15,55386.16,61541.09,1067867.70,222971.68,140514.20,1333.39
4.967,174096.48,24349.98,78071.11,74357.27,1218845.44,209202.03,186151.42,3817.11
5.203,159157.76,22814.61,30826.71,77872.47,1272258.23,155290.96,242220.90,833.35
5.439,156988.64,22847.99,32329.38,87551.28,1794094.57,102199.73,220594.91,300.00
5.674,144836.33,22247.23,14105.60,98710.28,1761876.80,79883.24,262147.86,766.68
5.911,152953.76,21412.87,7801.71,104543.93,1519046.32,66426.75,253382.54,516.67
6.147,161125.32,23215.13,9102.33,107360.88,1658244.76,55588.79,241578.49,250.00
6.383,177378.61,19977.87,1700.08,94084.96,1663437.34,34834.89,244621.73,350.00
6.619,169048.22,25484.90,1800.09,102900.92,1612592.03,32430.24,273017.71,183.33
6.855,172531.36,23215.13,1400.06,111889.04,1805059.81,27321.47,264348.36,266.67
7.091,186723.38,25184.47,500.01,112056.76,1972340.28,29224.56,270240.32,183.33
7.327,173187.67,24783.91,1300.05,111855.50,1653293.59,19010.40,281318.66,166.67
7.563,187228.64,24783.91,300.00,105784.68,1653758.83,22464.52,283148.80,233.33
7.799,218582.72,29925.13,700.01,105348.72,1567559.61,16758.08,296474.03,333.34
8.035,174702.38,27287.57,4800.65,104476.87,1692300.62,16307.65,262926.44,266.67
8.271,176368.67,23148.38,1100.03,103739.17,1591994.27,15156.61,278573.83,200.00
8.507,178742.14,23715.79,400.00,106086.49,1725517.81,10052.91,299052.16,300.00
8.743,162487.60,23749.17,800.02,102163.31,1712415.86,9052.36,271019.31,233.33
8.979,180913.91,26119.15,600.01,113499.32,1735115.86,9552.63,288403.03,216.67
9.215,213623.08,26252.68,800.02,105315.20,1723559.02,8802.23,284369.02,300.00
9.450,217216.19,26920.34,400.00,110278.87,1825352.97,8051.87,276134.35,150.00
9.687,196578.56,23815.92,400.00,101995.66,1730773.48,7201.49,252773.54,216.67
9.923,201179.46,22414.10,200.00,112828.36,1714185.00,6351.16,268648.59,233.33
10.159,185561.32,24516.87,700.01,101526.29,1607887.73,6101.07,273762.90,316.67
10.395,149978.62,20311.58,200.00,101492.76,1716775.43,4800.66,281149.23,200.00
10.631,143223.38,20011.24,0.00,101291.60,1682616.25,7001.41,269190.47,166.67
10.867,129015.46,19644.17,700.01,106354.77,1819534.42,6951.39,281555.87,133.33
11.103,122821.91,18876.67,300.00,112459.33,1686596.91,6651.27,270104.86,333.34
11.339,138234.19,19110.25,600.01,104577.46,1696464.88,4050.47,238468.19,166.67
11.575,132087.83,19010.15,800.02,101861.55,1712008.05,4500.58,253044.21,183.33
11.811,128108.95,16774.57,600.01,100520.52,1674517.42,4750.65,281047.53,150.00
12.047,125339.36,16974.76,700.01,102766.81,1779579.73,4900.69,246278.85,183.33
12.283,128461.44,16908.03,200.00,100419.94,1672294.37,4550.60,260116.88,216.67
12.519,129922.01,19076.88,400.00,102900.92,1789867.03,5400.84,257037.05,183.33
12.755,124080.59,16340.83,600.01,101392.18,1819712.54,4300.53,259473.79,250.00
12.991,101739.67,15339.94,1000.03,112190.95,1538627.38,6451.20,265194.78,216.67
13.226,112806.01,13471.76,500.01,100017.66,1682064.88,5050.73,251893.93,150.00
13.463,95354.49,12337.61,700.01,105918.82,1636871.62,6251.12,260083.06,166.67
13.699,98923.88,12771.25,700.01,113063.19,1651432.46,5951.02,247327.30,100.00
13.936,86861.23,12037.40,300.00,101358.65,1683460.58,5500.87,230998.98,233.33
14.172,86358.80,10736.57,700.01,97101.34,1663029.53,4900.69,244723.18,416.67
14.408,74656.09,11136.82,300.00,97905.78,1726942.23,7401.58,273898.41,316.67
14.644,75007.56,11803.91,600.01,96866.72,1721250.04,7101.45,258153.85,333.34
14.880,81686.84,8602.08,300.00,108534.73,1632741.74,6951.39,259575.35,216.67
15.116,84098.01,10302.98,400.00,106790.74,1569725.04,6001.04,267802.01,183.33
15.352,67728.50,9702.64,600.01,97671.15,1510235.09,5800.97,249695.01,266.67
15.588,67929.26,9469.18,1000.03,104275.68,1720870.94,6751.31,271019.31,250.00
15.824,66273.04,9002.28,900.02,106254.16,1643804.53,7451.60,263502.01,300.00
