C:\ICPMH\1\DATA\12G13l01.B\412_8.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:20:15 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,50.00,0.00,200.00,300.00,17458.69,2350.16,0.00,0.00
0.482,200.00,0.00,1300.05,600.01,18860.14,2200.14,0.00,33.33
0.718,250.00,0.00,300.00,366.67,17909.14,1400.06,0.00,0.00
0.954,50.00,66.67,700.01,400.00,17058.30,1950.11,0.00,0.00
1.190,150.00,0.00,400.00,300.00,19060.36,3600.37,0.00,0.00
1.426,100.00,33.33,600.01,666.68,20912.47,2600.19,0.00,0.00
1.662,100.00,0.00,300.00,566.68,16808.06,3150.29,0.00,0.00
1.898,100.00,66.67,300.00,200.00,18509.77,2400.17,0.00,0.00
2.134,100.00,0.00,800.02,600.01,18459.71,2350.16,0.00,0.00
2.370,250.00,66.67,600.01,400.00,19160.47,2950.25,0.00,0.00
2.606,200.00,0.00,600.01,433.34,17308.54,3450.34,0.00,0.00
2.842,200.00,0.00,100.00,166.67,17809.04,2150.13,0.00,0.00
3.078,200.00,0.00,400.00,666.68,19060.36,2800.23,0.00,0.00
3.314,50.00,0.00,1000.03,200.00,14956.38,3050.27,0.00,0.00
3.550,100.00,0.00,200.00,333.34,18860.14,3450.34,0.00,0.00
3.786,100.00,0.00,200.00,300.00,18459.71,3800.42,0.00,0.00
4.022,250.00,0.00,100.00,733.35,18659.93,3250.30,0.00,0.00
4.258,400.00,0.00,300.00,533.34,18309.56,1850.10,0.00,0.00
4.494,150.00,0.00,600.01,400.00,17608.84,2800.23,0.00,0.00
4.730,100.00,0.00,0.00,500.01,18009.25,2650.20,0.00,0.00
4.966,200.00,0.00,2500.18,866.69,23866.24,14155.77,3033.61,1983.45
5.202,39543.84,6834.65,157595.66,9802.74,278596.64,146817.75,27488.98,2433.52
5.438,136974.54,15239.86,276026.98,30326.19,720302.36,327457.16,87827.29,3367.01
5.674,184449.91,25217.85,205784.53,70976.64,1058260.47,268407.50,128385.09,1366.72
5.910,164859.24,17475.24,81385.93,88991.82,1465949.45,190640.25,150129.56,1166.71
6.146,144937.15,20845.53,60201.80,99146.06,1568495.84,145103.46,181568.71,1216.71
6.382,152550.32,18809.94,15606.85,117223.70,1826547.70,99584.59,186387.34,1000.03
6.618,136571.46,17108.22,18709.84,119069.40,1654942.03,70091.11,214956.37,500.01
6.854,133498.29,15673.56,18910.06,107763.32,1797856.88,44156.04,214179.99,183.33
7.090,110793.44,16774.57,13004.75,108065.18,2041927.98,37640.74,193331.24,183.33
7.326,113611.10,16874.66,3800.41,116519.03,1741037.93,28873.98,188645.45,116.67
7.562,124231.63,16941.39,2000.11,114874.90,1954356.10,24617.43,201627.20,183.33
7.798,119600.11,17441.88,1800.09,106656.59,1890558.25,17358.67,187870.27,283.34
8.034,105511.51,17341.78,2200.14,120646.80,1818058.24,15306.74,216408.03,216.67
8.271,104505.62,14972.96,2400.16,118633.12,2064559.23,16107.46,199873.26,216.67
8.507,102946.56,13605.20,1700.08,123130.63,1917922.31,14305.89,213774.91,266.67
8.743,117536.45,15339.94,1400.06,116821.02,1925412.35,11703.94,208881.01,250.00
8.979,103902.10,13805.35,1800.09,112023.21,2073927.59,13555.29,215023.93,166.67
9.215,108227.74,15239.86,800.02,127830.76,1991760.59,10002.88,215428.99,333.34
9.450,100784.29,11937.33,1000.03,118163.31,1854744.77,10152.97,246819.98,400.00
9.687,89725.38,11603.78,400.00,116317.71,1757948.09,9752.74,223668.20,400.00
9.923,94952.36,13438.40,1000.03,121687.28,1832785.78,9452.57,236473.82,466.67
