C:\ICPMH\1\DATA\12G13l01.B\412_16.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:56:49 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,300.00,0.00,100.00,466.67,17758.99,2350.16,0.00,33.33
0.482,0.00,0.00,400.00,466.67,17408.64,2800.23,0.00,0.00
0.718,150.00,0.00,400.00,133.33,16958.20,2450.17,0.00,0.00
0.954,100.00,0.00,200.00,400.00,16758.01,2600.19,0.00,0.00
1.190,200.00,0.00,1200.04,166.67,17258.49,3050.27,0.00,0.00
1.426,100.00,0.00,200.00,400.00,18209.45,2450.17,0.00,0.00
1.662,50.00,0.00,300.00,266.67,18509.77,2100.13,0.00,0.00
1.898,150.00,66.67,800.02,500.01,18009.25,3650.38,0.00,0.00
2.134,50.00,0.00,200.00,333.34,18309.56,2900.24,0.00,0.00
2.370,400.00,0.00,800.02,433.34,18910.19,1950.11,0.00,0.00
2.606,250.00,66.67,200.00,333.34,16207.49,3250.30,0.00,0.00
2.842,300.00,0.00,0.00,233.33,18910.19,2050.12,0.00,0.00
3.078,200.00,133.33,700.01,133.33,19260.58,2150.13,0.00,0.00
3.314,200.00,0.00,200.00,266.67,16858.10,3050.27,0.00,0.00
3.550,150.00,33.33,0.00,266.67,17658.89,1950.11,0.00,0.00
3.786,200.00,0.00,200.00,366.67,17058.30,3950.45,0.00,0.00
4.022,150.00,0.00,500.01,333.34,15606.95,2950.25,0.00,0.00
4.258,100.00,0.00,1000.03,300.00,17358.59,2550.19,0.00,0.00
4.494,100.00,0.00,1000.03,300.00,19911.30,2600.19,0.00,0.00
4.730,500.01,0.00,500.01,366.67,17258.49,2300.15,0.00,0.00
4.966,200.00,0.00,600.01,466.67,17558.79,3300.31,0.00,0.00
5.203,100.00,0.00,100.00,433.34,17308.54,3350.32,0.00,0.00
5.439,50.00,0.00,700.01,533.34,18860.14,3600.37,0.00,0.00
5.674,5800.94,1833.43,117990.38,933.36,26369.82,59050.18,4467.26,2533.53
5.911,106316.27,12871.32,369297.42,6134.41,152107.16,104915.86,19878.33,18593.94
6.147,165212.49,26219.29,392895.42,16441.04,404616.85,275517.51,63552.43,4417.27
6.383,204011.43,37071.90,629245.81,34032.98,524326.72,232647.34,84610.96,4817.38
6.619,229873.52,31895.22,352562.68,47430.70,824286.64,174875.74,122407.72,2500.19
6.855,230582.55,29157.19,175057.94,61373.85,935885.67,162102.75,158774.58,3400.35
7.091,242235.67,26452.97,124836.92,70842.76,1123275.12,119408.95,178536.69,966.70
7.327,225011.99,32295.94,33231.04,73319.57,1331799.83,88022.43,226066.41,683.35
7.563,195112.58,27521.26,73652.31,84637.02,1460791.34,69840.10,220324.76,966.70
7.799,193697.26,25651.80,16607.76,85072.45,1376648.47,53231.43,232384.45,483.34
8.035,205174.64,25518.28,17008.14,101358.65,1282557.06,45309.01,236169.63,583.34
8.271,203657.38,27721.57,7001.38,91270.17,1445816.93,35937.13,226539.31,533.34
8.507,191776.60,28589.61,5500.85,89192.85,1641478.36,27421.63,280437.51,433.34
8.743,226379.16,28456.06,4500.57,101660.39,1769654.14,28974.14,272577.35,383.34
8.979,211093.19,28789.93,3200.29,98207.48,1575698.77,23315.63,244858.45,183.33
9.215,217975.30,27721.57,4700.62,106589.52,1662052.97,18810.18,254093.10,300.00
9.450,234989.58,26987.11,1000.03,100855.76,1582844.18,18459.80,267057.07,216.67
9.687,217823.49,30359.20,1800.09,99648.90,1629398.77,17508.82,268648.59,200.00
9.923,204112.59,25518.28,1000.03,91337.18,1655321.13,13855.53,272949.94,283.34
10.159,200522.12,27320.95,1000.03,99749.47,1708486.95,12204.28,262181.73,300.00
10.395,201937.99,27053.87,1000.03,107293.78,1625119.57,13705.41,267497.24,266.67
10.631,208462.53,25585.04,1300.05,98710.28,1649422.11,9402.54,245873.02,450.01
10.867,181216.96,22981.49,1000.03,106723.65,1597565.86,9102.38,268750.23,166.67
11.103,187228.64,24349.98,700.01,102599.17,1576313.32,7201.49,289013.35,283.34
11.339,200673.83,23682.41,700.01,104376.26,1806736.95,6451.20,265262.47,250.00
11.575,181014.93,27287.57,800.02,104778.66,1744300.43,6551.24,279658.11,400.00
11.811,174500.42,25418.13,300.00,103370.34,1674712.73,6151.09,272069.26,233.33
12.047,187279.15,22380.73,1000.03,96799.68,1573079.53,5250.79,269495.22,250.00
12.283,218582.72,26286.06,900.02,103973.88,1529327.96,6601.25,262587.96,216.67
12.519,193040.17,24450.11,1000.03,100419.94,1753060.00,6001.04,292777.22,200.00
12.755,208563.68,24750.53,200.00,101023.40,1722289.69,4250.52,276032.69,233.33
12.991,198550.22,24817.29,600.01,98777.32,1487420.25,4450.57,274169.44,383.34
