C:\ICPMH\1\DATA\12G13l01.B\412_11.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:33:53 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,150.00,0.00,600.01,333.34,19260.58,3800.42,0.00,0.00
0.482,100.00,66.67,400.00,166.67,16707.96,2550.19,0.00,0.00
0.718,200.00,0.00,600.01,333.34,16958.20,2650.20,0.00,0.00
0.954,250.00,0.00,100.00,266.67,18359.61,1600.07,0.00,0.00
1.190,300.00,66.67,100.00,200.00,19310.63,2600.19,0.00,0.00
1.426,0.00,0.00,500.01,733.35,16457.72,2400.17,0.00,0.00
1.662,200.00,0.00,200.00,166.67,17508.74,1750.09,0.00,0.00
1.898,200.00,0.00,300.00,400.00,19010.31,3100.28,0.00,0.00
2.134,50.00,0.00,200.00,266.67,17708.94,2250.15,0.00,0.00
2.370,200.00,0.00,200.00,300.00,15556.90,2350.16,0.00,0.00
2.606,250.00,0.00,600.01,233.33,17608.84,2900.24,0.00,0.00
2.842,300.00,0.00,400.00,466.67,19310.63,3000.26,0.00,0.00
3.078,0.00,0.00,600.01,466.67,18309.56,3250.30,0.00,0.00
3.314,50.00,33.33,500.01,400.00,18159.40,2300.15,0.00,0.00
3.550,200.00,0.00,600.01,366.67,17859.09,2450.17,0.00,0.00
3.786,400.00,0.00,500.01,166.67,16557.82,3150.29,0.00,0.00
4.022,100.00,66.67,700.01,333.34,17658.89,2350.16,0.00,0.00
4.258,200.00,33.33,600.01,400.00,15606.95,2200.14,0.00,0.00
4.495,0.00,0.00,600.01,400.00,17058.30,2400.17,0.00,0.00
4.731,0.00,0.00,400.00,300.00,19460.80,3050.27,0.00,0.00
4.967,150.00,0.00,700.01,333.34,16908.15,2450.17,0.00,0.00
5.203,250.00,66.67,200.00,400.00,18109.35,2750.22,66.67,400.00
5.439,28522.82,4567.25,292487.16,2133.46,30777.01,25969.40,3667.06,11487.38
5.674,260287.58,22881.36,711669.25,5234.11,112157.71,123537.66,22381.45,13789.17
5.911,402853.72,26853.57,539877.36,22247.43,439286.63,169674.53,65258.90,6234.53
6.147,181873.61,39744.32,423179.01,41482.33,773080.78,187708.61,116264.63,25336.36
6.383,107523.50,53647.38,315170.05,61507.64,1266445.34,168866.73,146800.56,4433.94
6.619,128159.32,18342.78,339104.55,74892.87,1214020.53,134569.16,197883.40,2816.91
6.855,140350.66,14806.16,80381.36,81455.35,1363466.14,97724.07,197512.44,2350.17
7.091,98320.54,15339.94,113662.31,93314.19,1411117.80,52378.84,196972.86,1316.72
7.327,89825.87,15506.75,75660.71,82761.44,1431646.61,48317.09,211614.69,700.02
7.563,75459.47,11403.65,17508.62,88120.79,1390583.23,49821.34,239989.47,583.34
7.799,78472.44,9569.24,5600.88,90063.94,1514359.31,21513.31,210939.65,366.67
8.035,70689.96,10436.39,14706.08,99246.63,1548208.24,19961.46,220628.67,250.00
8.271,69936.99,9535.89,15606.85,92308.90,1621966.15,20862.52,193971.85,233.33
8.507,65670.81,8201.89,7101.42,89862.93,1543406.38,12954.83,245196.62,166.67
8.743,62509.47,8101.84,1200.04,95861.22,1525617.42,12204.28,226910.91,183.33
8.979,64516.61,9202.38,900.02,92476.45,1570471.71,11403.74,212863.50,133.33
9.215,69686.02,9302.43,3000.25,100118.24,1533107.46,10653.26,209690.94,616.68
9.450,70087.59,11170.17,1200.04,99715.95,1548351.89,13154.98,223499.32,366.67
9.687,85454.45,10903.34,1400.06,98341.55,1550614.98,10653.26,230525.93,366.67
9.923,86459.29,13171.54,3200.29,93481.76,1508529.14,9552.63,254160.75,200.00
10.159,86861.23,12471.03,2000.11,88087.29,1466156.19,8352.01,236304.81,166.67
10.395,98018.89,12137.47,1100.03,97369.49,1455610.29,6651.27,218906.56,233.33
10.631,94650.76,12437.68,2600.19,99615.38,1595044.27,7001.41,216678.11,233.33
10.867,86610.01,13104.82,1200.04,96665.60,1502015.56,5650.92,214551.29,316.67
11.103,81938.00,9602.59,2200.14,90868.08,1524227.38,6001.04,209623.46,216.67
11.339,74003.38,7468.23,1400.06,99011.98,1545755.60,7351.56,256597.08,366.67
11.575,64115.17,8135.19,2000.11,100118.24,1916825.24,9052.36,241071.34,366.67
11.811,54483.19,7568.28,1200.04,97134.86,1783715.27,6851.35,230728.70,266.67
12.047,61756.86,8135.19,2100.12,93414.74,1720928.36,6651.27,235865.40,133.33
12.283,59900.53,8735.48,1000.03,94453.62,1675614.49,8151.91,237352.66,233.33
12.519,55436.11,6467.84,1000.03,95492.55,1496989.58,7701.71,220493.58,316.67
12.755,53429.99,7368.19,1100.03,97738.19,1491199.74,6351.16,228566.35,133.33
12.991,48415.70,6067.70,1400.06,95961.76,1564986.27,7601.66,228397.38,550.01
13.226,48666.38,6601.22,1300.05,103202.70,1485283.53,6451.20,217792.31,416.67
13.464,47814.08,5800.95,600.01,95928.25,1575078.36,5951.02,226640.68,366.67
13.700,50371.11,6034.36,1400.06,95928.25,1621397.50,6001.04,208071.16,300.00
13.936,46460.50,6167.73,1700.08,82995.86,1708446.72,7151.47,232215.47,316.67
14.172,52627.61,6067.70,1600.07,100922.81,1565193.10,7251.51,213741.13,283.34
14.408,52727.91,6501.19,700.01,99514.81,1600345.93,8402.03,238535.78,200.00
14.644,46510.63,7468.23,700.01,100755.19,1629783.63,6301.14,242187.08,183.33
14.880,42751.23,6001.01,1400.06,89192.85,1347561.16,6901.37,225323.23,483.34
15.116,47463.14,6968.03,1500.06,92409.43,1545296.13,6651.27,228464.96,383.34
15.352,43653.42,5400.82,400.00,102733.28,1699348.48,6601.25,243235.29,383.34
15.588,45457.92,5167.42,1500.06,96363.97,1534509.02,6701.29,243472.01,216.67
15.824,40445.86,4767.31,1500.06,100185.27,1570040.95,10303.05,257104.71,316.67
16.060,40596.20,6101.05,1900.10,94319.55,1749998.48,7601.66,264957.79,416.67
16.296,40946.99,5834.29,1800.09,89628.39,1602568.88,8952.31,248883.21,466.67
16.532,36186.71,5067.39,1800.09,90466.00,1612264.59,8402.03,254228.41,200.00
16.768,35335.01,4833.99,1900.10,93749.85,1707142.81,9352.52,271087.02,366.67
