C:\ICPMH\1\DATA\12G13l01.B\424_1.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:37:11 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,0.00,700.01,433.34,18259.51,2950.25,0.00,0.00
0.482,150.00,0.00,1100.03,233.33,18810.09,2300.15,0.00,0.00
0.718,300.00,0.00,500.01,400.00,17108.35,2800.23,0.00,0.00
0.954,50.00,33.33,600.01,366.67,18209.45,3100.28,0.00,0.00
1.190,400.00,0.00,600.01,66.67,16257.54,3500.35,0.00,0.00
1.427,100.00,0.00,1100.03,466.67,16607.86,2650.20,0.00,0.00
1.663,0.00,66.67,300.00,100.00,20111.53,2550.19,0.00,0.00
1.898,200.00,0.00,100.00,200.00,16958.20,2450.17,0.00,0.00
2.135,200.00,33.33,300.00,433.34,16758.01,2800.23,0.00,0.00
2.371,0.00,0.00,400.00,300.00,16908.15,2900.24,0.00,0.00
2.607,300.00,100.00,800.02,300.00,16007.30,2050.12,0.00,0.00
2.843,150.00,0.00,500.01,500.01,16908.15,2400.17,0.00,33.33
3.079,200.00,0.00,400.00,433.34,15707.04,2850.23,0.00,0.00
3.315,150.00,100.00,400.00,166.67,18659.93,2750.22,0.00,0.00
3.551,0.00,66.67,500.01,266.67,15606.95,2500.18,0.00,0.00
3.787,100.00,0.00,100.00,166.67,18409.66,2700.21,0.00,0.00
4.023,150.00,66.67,500.01,233.33,16007.30,2350.16,0.00,0.00
4.259,250.00,66.67,0.00,300.00,19460.80,2700.21,0.00,16.67
4.495,0.00,66.67,500.01,500.01,15807.13,2600.19,0.00,0.00
4.731,0.00,0.00,0.00,233.33,18109.35,2450.17,0.00,0.00
4.967,100.00,0.00,300.00,300.00,18109.35,2550.19,0.00,0.00
5.203,150.00,0.00,400.00,400.00,17809.04,2300.15,0.00,0.00
5.439,200.00,66.67,400.00,233.33,16557.82,2350.16,0.00,0.00
5.674,100.00,100.00,400.00,366.67,18509.77,2400.17,0.00,0.00
5.911,100.00,0.00,700.01,633.34,18259.51,2050.12,0.00,0.00
6.147,0.00,0.00,900.02,200.00,17208.44,2550.19,0.00,0.00
6.383,250.00,0.00,800.02,366.67,18259.51,2800.23,0.00,0.00
6.619,100.00,0.00,800.02,333.34,18459.71,3000.26,0.00,0.00
6.855,50.00,66.67,300.00,366.67,19560.91,2600.19,0.00,0.00
7.091,200.00,0.00,800.02,433.34,16457.72,2700.21,0.00,0.00
7.327,50.00,0.00,700.01,500.01,18760.03,2250.15,0.00,0.00
7.563,250.00,66.67,400.00,166.67,16507.77,2700.21,0.00,0.00
7.799,0.00,66.67,400.00,133.33,18259.51,5400.84,700.01,483.34
8.035,35335.01,3733.72,128966.24,3533.69,88472.73,115130.21,14339.41,3333.67
8.271,116831.83,14405.83,231194.05,20311.76,351591.24,279632.48,73090.82,1783.43
8.507,134505.83,17441.88,326267.61,45191.47,729886.88,202220.10,112472.48,1550.07
8.743,132087.83,18109.21,144585.75,57159.64,1100230.01,181594.14,161601.16,1433.40
8.979,126698.93,21212.63,65319.83,72650.13,1169803.74,145809.34,187566.91,516.67
9.215,125993.94,16674.47,30526.20,78240.77,1454610.87,90334.25,212728.50,633.35
9.450,141660.95,17241.68,28923.52,87417.27,1358796.32,59752.58,201154.95,450.01
9.687,122167.43,16941.39,14305.76,79647.07,1359221.42,80737.17,228769.02,816.69
9.923,113913.02,17642.07,1500.06,93515.27,1448723.37,48818.50,226100.22,583.34
10.159,122972.95,16440.92,11203.53,97872.28,1725753.16,37740.95,218670.17,850.02
10.396,133599.04,18943.41,5300.79,94554.14,1346194.17,22114.07,216576.83,383.34
10.632,154920.66,19310.47,2800.22,88187.78,1613970.54,26520.23,217420.90,316.67
10.868,169956.79,23048.24,102796.44,89259.85,1492968.88,25068.07,227079.84,333.34
11.104,173288.68,25418.13,87514.94,93481.76,1783037.54,21062.76,274271.03,483.34
11.340,196932.41,26052.39,2300.15,101459.23,1816829.14,20462.04,264923.93,850.02
11.576,180863.40,24450.11,2900.24,103035.04,1701220.94,17859.18,262080.17,250.00
11.812,183490.04,26753.42,4000.45,101191.03,1603918.69,14906.39,254871.34,566.68
12.048,206388.58,25618.42,28823.36,111989.68,1678578.36,16457.79,261843.20,683.35
12.284,218886.41,24717.15,3800.41,98844.37,1783996.72,13855.53,278946.56,916.69
12.520,187986.56,24016.19,4500.57,100218.79,1606135.88,14255.85,281217.00,500.01
12.756,180307.82,23415.39,3700.39,99045.50,1565669.86,12104.22,245602.46,483.34
12.992,166070.41,22614.36,4500.57,92375.92,1577599.94,9502.60,261606.26,333.34
13.228,149222.33,21980.23,4000.45,105818.20,1618640.37,9952.85,272306.37,500.01
13.464,165313.42,19610.80,5200.76,109909.93,1685212.54,10403.11,258661.51,500.01
13.700,142820.14,19510.69,2800.22,105583.46,1666625.23,11453.77,255142.00,466.67
13.936,134959.23,17742.17,3900.43,96598.57,1712220.55,8402.03,263434.27,766.68
14.172,128864.36,16440.92,1800.09,104040.96,1612115.27,8902.28,250743.71,533.34
14.408,131584.13,16674.47,3200.29,95961.76,1466012.63,8151.91,265465.63,483.34
14.644,127957.88,16574.38,3700.39,104745.13,1693725.04,7601.66,271527.37,316.67
14.880,128411.10,14038.87,2200.14,97369.49,1414523.96,8802.23,238468.19,500.01
15.116,103248.31,13204.90,3700.39,96498.02,1670289.88,6951.39,239414.74,616.68
15.352,103348.89,14339.11,4200.50,105248.12,1701732.07,8051.87,247124.40,483.34
15.588,107523.50,13304.97,4100.47,94956.31,1552562.14,6751.31,246819.98,683.35
15.824,101437.95,13371.69,3400.33,95224.42,1550563.32,6501.22,257341.61,666.68
16.060,109384.77,13304.97,3900.43,97704.67,1687665.27,7501.62,262080.17,650.01
16.296,100281.44,14739.43,4500.57,96397.46,1457678.16,7101.45,246380.33,650.01
16.532,100180.87,13271.61,7101.42,94956.31,1587083.24,7401.58,262554.09,516.67
16.768,96611.24,11837.27,7101.42,95324.96,1477517.71,7201.49,258898.41,483.34
17.004,103198.02,12604.46,5300.79,92107.85,1462600.72,6601.25,255920.30,500.01
17.240,107070.78,14339.11,5700.91,91839.78,1713001.80,6851.35,247259.66,633.35
17.476,95304.23,12938.03,5900.98,95324.96,1597238.51,7801.75,249593.51,800.02
17.712,85303.73,11336.94,6001.01,95257.94,1624556.68,7951.82,268513.16,516.67
17.948,100080.31,13605.20,9402.49,108467.65,1626354.53,10102.94,268817.97,500.01
18.184,92238.15,12904.68,7901.76,97838.76,1661938.12,8952.31,268174.49,750.02
18.420,100784.29,13538.48,7901.76,100218.79,1522963.71,7851.77,261030.77,783.35
18.656,93092.58,13638.55,8301.94,97101.34,1485530.50,8301.98,263806.68,633.35
18.892,106768.97,12938.03,7801.71,92275.40,1494801.21,8902.28,273220.94,700.02
19.128,101085.96,13538.48,6501.19,98006.35,1647153.36,8802.23,276845.81,866.69
19.364,102846.01,13338.33,6901.34,111956.13,1618967.81,8852.26,276032.69,516.67
19.601,117536.45,13805.35,7501.58,94688.20,1608278.36,9152.41,269055.00,566.68
19.837,97063.69,13071.46,6801.30,98039.88,1654218.40,8402.03,278133.34,416.67
20.073,118090.09,13405.05,6001.01,91069.11,1751285.00,8952.31,269224.31,633.35
20.309,115875.63,16474.29,5500.85,93649.31,1575302.38,9752.74,273220.94,716.68
20.545,107674.40,15673.56,6601.23,90097.45,1643195.74,9702.71,261910.89,583.34
20.781,111598.44,15740.29,8902.23,95056.85,1496576.01,9202.44,252841.22,516.67
21.017,128310.39,16174.01,7901.76,98877.89,1618341.74,8702.18,262012.46,433.34
21.253,137881.49,14839.52,6601.23,97939.31,1578852.18,9752.74,283725.01,533.34
21.489,131130.81,18910.04,6701.26,98643.25,1673184.80,8852.26,274914.72,550.01
21.725,136924.15,16274.10,4700.62,93146.65,1446655.50,8602.13,272001.50,516.67
21.961,125137.94,15406.67,6801.30,92007.32,1621328.55,8752.20,257070.89,633.35
22.197,122368.80,18976.78,6801.30,97939.31,1718205.70,9052.36,251623.26,683.35
22.433,133750.17,16807.93,5600.88,99548.33,1604877.97,7601.66,256901.68,600.01
22.669,203151.66,17375.14,7701.67,97034.31,1573269.08,7451.60,266989.31,716.68
22.905,127605.35,19777.65,11203.53,103336.82,1571568.88,8652.16,266786.17,450.01
23.141,128713.27,16507.65,6401.15,96632.10,1638158.24,7851.77,292980.67,566.68
23.377,122519.84,17074.85,7601.63,95861.22,1533676.11,8051.87,257240.09,433.34
23.613,144735.55,18976.78,7901.76,93582.29,1478844.56,7001.41,267226.37,616.68
23.849,150382.00,20478.44,7801.71,96699.13,1663868.20,6451.20,268140.65,566.68
24.085,134707.35,18643.09,8602.08,88991.82,1538610.19,6951.39,276303.68,483.34
24.321,128058.57,15106.41,7401.54,89695.40,1562843.78,7601.66,285623.18,283.34
24.557,132641.95,18476.25,6401.15,93213.67,1373891.34,6401.18,282945.38,383.34
24.793,132843.44,18776.57,7301.50,89795.91,1567967.42,6301.14,277997.79,500.01
25.029,119751.11,18509.62,7001.38,90466.00,1486116.34,6601.25,257883.08,433.34
25.265,127454.28,18843.30,8301.94,87551.28,1465782.85,8101.89,264483.79,700.02
25.501,129519.09,15606.84,6901.34,92878.56,1472210.29,6401.18,260218.41,700.02
25.737,128108.95,16507.65,7801.71,87149.28,1620972.40,5250.79,271527.37,283.34
25.973,137478.38,18009.10,10503.10,95123.88,1487339.78,5600.90,255142.00,633.35
26.209,128914.72,16440.92,14105.60,95995.27,1484864.19,6501.22,244351.18,566.68
26.445,133951.68,17008.12,6201.08,95559.56,1557892.52,7251.51,230019.13,516.67
26.681,130778.24,14972.96,7501.58,78876.95,1434846.03,6351.16,249965.65,383.34
26.917,134959.23,18709.83,8702.13,87283.28,1487230.70,6201.11,267531.13,500.01
27.153,125087.60,17942.37,6601.23,89293.35,1495536.36,5700.94,253010.36,583.34
27.389,144433.08,18776.57,7301.50,84704.01,1479935.87,4550.60,256427.89,583.34
27.625,124634.41,15473.39,6501.19,84369.08,1443536.56,32931.19,266379.86,216.67
27.861,118895.40,17842.27,12504.40,84268.59,1556703.55,5350.82,243032.44,650.01
28.097,127001.04,16274.10,10503.10,87618.27,1403983.82,6251.12,240395.16,400.00
28.333,113913.02,18309.41,7301.50,86847.79,1402702.96,4250.52,254905.17,483.34
28.570,119801.46,15973.83,8902.23,92409.43,1394960.09,5150.76,244114.47,316.67
28.806,129468.73,15039.69,7301.50,91102.63,1326325.91,5300.81,281081.45,583.34
29.042,127353.57,13938.79,10703.22,86412.32,1516312.24,5200.78,244114.47,566.68
29.278,121110.26,15506.75,9802.70,85239.93,1375407.75,4050.47,248308.16,483.34
29.514,113862.69,15206.49,6601.23,78006.40,1579340.37,4600.61,235392.23,700.02
29.750,105109.13,16841.30,6501.19,86814.28,1483732.65,5550.89,251115.81,466.67
29.986,119600.11,16407.56,8301.94,81488.84,1483227.18,4050.47,239955.65,666.68
30.222,116982.79,15373.30,7801.71,82962.40,1416046.13,4450.57,243776.32,350.00
30.458,111799.70,15873.74,9902.76,90399.00,1405839.19,5400.84,234040.37,600.01
30.694,115976.26,14005.51,8902.23,81220.94,1371961.46,5300.81,255987.96,333.34
30.930,106869.58,13038.11,9602.59,91538.21,1513893.98,5400.84,234513.51,550.01
31.166,100935.11,15773.65,7601.63,92308.90,1543544.18,4850.68,253010.36,550.01
31.402,109284.16,24116.32,44355.28,91772.76,1503014.98,4950.71,251183.47,716.68
31.638,113560.77,14806.16,9402.49,81857.22,1527036.17,4450.57,222418.56,566.68
31.874,102192.24,15973.83,8502.03,83397.78,1356768.68,3800.42,251183.47,633.35
32.110,108479.25,14172.31,8502.03,83531.74,1341576.01,4100.48,244317.39,500.01
32.346,98270.28,14605.99,6701.26,80216.33,1351294.76,5050.73,221506.68,333.34
32.582,113007.27,12837.96,9702.65,81622.80,1508374.06,5750.95,248375.79,566.68
32.818,103902.10,16107.28,11603.79,85440.91,1329450.62,5300.81,224715.24,483.34
33.054,123778.49,15406.67,10603.16,79446.17,1314321.03,4600.61,224951.70,633.35
33.290,98018.89,15473.39,9302.43,77638.10,1590339.98,4050.47,222553.62,700.02
33.526,105461.22,15840.38,13304.98,77370.25,1357302.86,4400.56,227519.02,533.34
33.762,106668.37,13671.92,11703.85,81991.16,1263177.08,5750.95,254397.61,633.35
33.998,102443.70,14072.23,14906.25,79948.45,1344637.53,3900.44,234141.72,650.01
34.234,121764.68,15907.11,11303.60,81020.01,1194847.29,6001.04,221067.70,366.67
34.470,115020.11,14405.83,9602.59,89829.41,1276721.32,4900.69,230965.21,550.01
34.706,116328.54,16007.19,7901.76,84402.57,1282114.77,4300.53,227079.84,616.68
34.942,111397.21,18843.30,9702.65,83598.72,1347308.43,6351.16,242660.47,683.35
35.178,133951.68,16774.57,11103.47,87082.29,1449194.37,4950.71,243167.68,666.68
35.414,131130.81,19210.36,11303.60,83330.80,1302896.42,3800.42,210635.93,516.67
35.650,138788.49,17341.78,14706.08,82326.06,1263142.61,6501.22,228228.46,333.34
35.886,125591.12,18175.94,10903.34,78843.45,1263889.29,4550.60,246887.62,683.35
36.122,155576.33,18442.88,7501.58,86881.29,1351622.20,6951.39,256630.95,416.67
36.358,158653.26,19877.76,9002.28,88187.78,1460613.31,5100.75,252469.03,550.01
36.594,142971.38,18976.78,11803.92,86278.33,1420377.08,7701.71,237048.43,416.67
36.830,144937.15,19443.95,15606.85,92275.40,1222521.51,5100.75,247530.21,633.35
37.066,152046.04,17808.91,11503.72,77336.77,1335039.39,7201.49,229782.61,516.67
37.302,167382.61,19343.84,12604.47,79914.95,1397567.90,3950.45,246447.94,550.01
37.538,154264.99,20278.21,10002.81,81421.85,1316589.87,4700.64,231978.94,466.67
37.775,165767.62,21012.39,11203.53,72215.01,1290880.11,5350.82,234209.32,633.35
38.011,153004.19,25818.71,9102.33,66325.15,1261677.86,4750.65,213741.13,533.34
38.247,159611.80,22147.11,12704.54,81153.95,1126833.33,4450.57,203583.71,500.01
