C:\ICPMH\1\DATA\12G13l01.B\414_6.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:47:48 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,7301.50,833.35,300.00,4633.95,86814.46,12554.54,10436.55,0.00
0.482,6301.11,733.35,800.02,2400.16,49720.43,2350.16,8902.34,0.00
0.718,11653.81,366.67,1000.03,2233.48,50773.43,2050.12,2766.89,0.00
0.954,950.03,266.67,800.02,1300.05,33682.33,2150.13,2800.23,0.00
1.190,1350.05,466.67,700.01,1433.39,40496.73,2700.21,1033.36,0.00
1.426,850.02,166.67,400.00,766.68,20512.00,2700.21,333.34,0.00
1.662,750.02,100.00,400.00,266.67,22564.51,2900.24,466.67,0.00
1.898,300.00,100.00,400.00,233.33,18960.25,2150.13,1000.03,0.00
2.134,350.00,33.33,1000.03,1033.36,22764.77,2650.20,366.67,0.00
2.370,200.00,133.33,600.01,666.68,17108.35,2950.25,66.67,0.00
2.606,100.00,33.33,200.00,633.34,21963.75,2900.24,33.33,0.00
2.842,100.00,100.00,900.02,433.34,19060.36,3400.33,66.67,0.00
3.078,0.00,0.00,300.00,600.01,21413.07,3000.26,0.00,0.00
3.314,450.01,0.00,100.00,433.34,17008.25,3150.29,466.67,0.00
3.550,0.00,66.67,900.02,466.67,16407.67,1900.10,0.00,0.00
3.786,350.00,66.67,500.01,233.33,20061.48,3800.42,0.00,0.00
4.022,100.00,133.33,100.00,433.34,16557.82,2700.21,233.33,0.00
4.258,300.00,100.00,0.00,233.33,19310.63,1650.08,66.67,0.00
4.494,250.00,0.00,400.00,233.33,17208.44,2500.18,0.00,0.00
4.731,0.00,33.33,300.00,633.34,18559.82,3650.38,133.33,0.00
4.967,100.00,0.00,200.00,600.01,18810.09,1850.10,0.00,0.00
5.203,0.00,0.00,400.00,433.34,15006.42,1900.10,0.00,0.00
5.439,150.00,66.67,300.00,333.34,18760.03,1550.07,200.00,0.00
5.674,100.00,0.00,500.01,266.67,17458.69,2050.12,0.00,0.00
5.911,100.00,66.67,600.01,466.67,19410.75,2500.18,0.00,0.00
6.147,500.01,200.00,2400.16,700.01,23716.03,7151.47,2400.17,750.02
