C:\ICPMH\1\DATA\12G13l01.B\424_7.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:03:50 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,150.00,33.33,800.02,300.00,16808.06,2000.11,0.00,0.00
0.483,50.00,0.00,600.01,300.00,17008.25,2850.23,0.00,0.00
0.719,150.00,0.00,500.01,566.68,17208.44,2550.19,0.00,0.00
0.955,100.00,0.00,300.00,366.67,17658.89,2950.25,0.00,0.00
1.191,0.00,66.67,100.00,400.00,16707.96,2600.19,0.00,0.00
1.427,200.00,0.00,600.01,500.01,15857.17,2050.12,0.00,0.00
1.663,150.00,0.00,400.00,300.00,19110.41,2200.14,0.00,0.00
1.898,250.00,0.00,500.01,400.00,16858.10,3300.31,0.00,0.00
2.135,450.01,0.00,400.00,366.67,16007.30,2300.15,0.00,0.00
2.371,0.00,0.00,700.01,1000.03,17358.59,2600.19,0.00,0.00
2.607,100.00,0.00,700.01,166.67,18359.61,2450.17,0.00,0.00
2.843,0.00,66.67,100.00,266.67,17608.84,2350.16,0.00,0.00
3.079,50.00,0.00,1100.03,200.00,18159.40,3200.29,0.00,33.33
3.315,0.00,0.00,300.00,66.67,17058.30,3150.29,0.00,0.00
3.551,200.00,0.00,300.00,466.67,16507.77,1850.10,0.00,0.00
3.787,50.00,0.00,300.00,466.67,15406.77,2100.13,0.00,0.00
4.023,150.00,0.00,0.00,366.67,16557.82,2650.20,0.00,0.00
4.259,150.00,66.67,400.00,266.67,15807.13,1950.11,0.00,0.00
4.495,100.00,0.00,0.00,433.34,17308.54,3200.29,0.00,0.00
4.731,250.00,0.00,200.00,166.67,16657.91,2250.15,0.00,0.00
4.967,100.00,0.00,900.02,400.00,15707.04,2200.14,0.00,0.00
5.203,0.00,33.33,600.01,333.34,16507.77,1700.08,0.00,0.00
5.439,300.00,66.67,200.00,300.00,16307.58,2600.19,0.00,0.00
5.674,150.00,133.33,700.01,800.02,20211.65,28473.32,4167.18,350.00
5.911,35836.01,5067.39,28623.03,7801.73,127562.50,153777.58,35403.66,966.70
6.147,92137.62,12037.40,27320.98,30025.68,473562.02,215224.91,72622.13,716.68
6.383,105511.51,16240.74,14205.68,45191.47,708172.77,147674.97,112438.92,816.69
6.619,111296.57,16340.83,15807.03,56056.09,816902.85,114224.27,136246.18,466.67
6.855,124584.08,15406.67,10102.87,57393.74,1289955.30,79079.58,138968.18,300.00
7.091,132238.96,17942.37,5200.76,75127.20,1208868.19,37791.06,155847.58,266.67
7.327,130073.11,19644.17,1200.04,72951.37,1133766.24,55388.15,198659.07,266.67
7.563,146096.56,22614.36,2000.11,83297.31,1207730.89,31177.95,203921.08,333.34
7.799,157644.38,23982.81,3400.33,80417.25,1234066.82,19160.56,207396.26,183.33
8.035,166776.97,20611.93,1700.08,82527.00,1280960.28,20762.40,225390.83,266.67
8.271,165767.62,22781.23,1600.07,83330.80,1375511.16,16357.70,196804.24,150.00
8.507,154214.57,19677.54,1400.06,84168.12,1283344.07,18409.75,221540.47,400.00
8.743,156635.55,19944.50,1600.07,84704.01,1418734.31,12754.68,198726.52,2533.53
8.979,142064.14,17642.07,1100.03,95827.69,1457155.40,17959.28,208678.54,200.00
9.215,128814.00,18843.30,300.00,104108.02,1471492.32,11403.74,252401.39,366.67
9.450,133347.16,18776.57,800.02,89494.37,1544227.77,10803.36,199232.41,200.00
9.688,126598.21,16007.19,1600.07,92744.53,1612287.63,11603.87,242356.14,283.34
9.924,123627.44,19176.99,800.02,81388.38,1384868.00,8251.96,228904.14,133.33
10.160,129216.90,15373.30,500.01,93448.25,1658928.36,8902.28,220392.29,300.00
10.396,139594.77,16207.38,600.01,93783.36,1617887.93,7701.71,216070.45,133.33
10.632,133095.29,18676.46,800.02,93381.23,1418096.71,31278.13,232249.24,300.00
10.868,99728.35,16507.65,400.00,96464.52,1629571.13,5800.97,197782.23,150.00
11.104,125339.36,16307.47,600.01,92543.47,1548616.05,6301.14,224850.36,150.00
11.340,122519.84,17475.24,900.02,86512.81,1370129.13,4700.64,213234.80,116.67
11.576,115271.71,13738.64,1100.03,86579.80,1591126.99,5050.73,217083.26,250.00
11.812,114214.93,13872.07,1200.04,85842.86,1503911.07,7551.64,212289.73,200.00
12.048,115875.63,13538.48,700.01,84536.55,1466024.06,3900.44,219852.01,116.67
12.284,102393.40,11003.40,900.02,79714.05,1275308.23,4350.54,204697.06,300.00
12.520,108479.25,16274.10,700.01,88790.81,1631742.32,4750.65,220797.53,200.00
12.756,97666.96,14439.19,1200.04,89360.35,1489453.55,5200.78,196365.89,300.00
12.992,95404.76,14472.55,500.01,96866.72,1361651.10,4550.60,215361.48,233.33
13.228,96762.06,14872.88,200.00,87149.28,1511711.36,5200.78,210635.93,100.00
13.464,98018.89,15073.05,1400.06,83330.80,1414075.91,4050.47,208644.78,233.33
13.700,100281.44,12270.89,1400.06,91672.25,1444432.65,5800.97,214888.87,250.00
13.936,108026.53,12671.17,600.01,89125.84,1499097.69,4700.64,233161.66,266.67
14.172,97516.14,16874.66,1400.06,85172.93,1468631.87,5200.78,221000.15,83.33
14.408,100884.83,12137.47,1400.06,93582.29,1609386.95,7451.60,207868.69,250.00
14.644,83394.72,11570.43,1300.05,80517.70,1463473.76,7451.60,194747.32,166.67
14.880,82992.86,11170.17,800.02,87785.78,1400250.32,6851.35,190431.97,283.34
15.116,79326.22,9469.18,1000.03,84335.58,1488896.42,5800.97,196804.24,283.34
15.352,82390.07,9435.83,600.01,89092.34,1451566.63,6551.24,198085.71,166.67
15.588,68682.14,8835.53,1400.06,83431.27,1337629.91,6101.07,202403.05,350.00
15.824,63513.01,7701.67,1000.03,90667.04,1611650.04,6501.22,191072.48,283.34
16.060,69384.85,8068.49,1200.04,87953.28,1396327.18,8251.96,198119.45,250.00
16.296,65971.92,6734.61,800.02,88924.83,1472388.31,10403.11,224816.59,100.00
16.532,52427.02,8802.18,1300.05,93649.31,1660864.10,10903.42,210804.68,233.33
16.768,51173.39,6834.65,1300.05,88924.83,1625303.36,8702.18,221574.27,350.00
17.004,52376.87,8502.03,1000.03,93850.38,1396005.50,10903.42,207801.18,250.00
17.240,44154.65,7468.23,2200.14,97470.05,1467322.20,10403.11,204831.97,283.34
17.476,47413.00,8368.63,1100.03,94487.13,1359468.39,12454.46,201256.12,333.34
