C:\ICPMH\1\DATA\12G13l01.B\424_10.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:16:39 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.247,100.00,66.67,300.00,300.00,18359.61,3200.29,0.00,0.00
0.483,200.00,0.00,400.00,400.00,16357.63,2900.24,0.00,0.00
0.719,350.00,0.00,300.00,166.67,16607.86,2900.24,0.00,0.00
0.955,150.00,100.00,300.00,466.67,17008.25,2400.17,0.00,0.00
1.191,100.00,33.33,300.00,366.67,19060.36,3450.34,0.00,0.00
1.427,200.00,66.67,700.01,233.33,18309.56,2700.21,0.00,0.00
1.663,150.00,0.00,0.00,333.34,17959.20,1500.06,0.00,0.00
1.898,300.00,0.00,300.00,500.01,16607.86,3150.29,0.00,0.00
2.135,300.00,0.00,700.01,233.33,19010.31,2250.15,0.00,0.00
2.371,150.00,0.00,500.01,333.34,17258.49,1950.11,0.00,0.00
2.607,200.00,0.00,500.01,500.01,14756.21,2600.19,0.00,0.00
2.843,100.00,0.00,700.01,600.01,17108.35,2850.23,0.00,0.00
3.079,200.00,0.00,600.01,333.34,17658.89,3800.42,0.00,0.00
3.315,300.00,33.33,1200.04,366.67,17108.35,2400.17,0.00,0.00
3.551,50.00,66.67,500.01,266.67,16307.58,3150.29,0.00,0.00
3.787,250.00,0.00,100.00,166.67,15857.17,2750.22,0.00,0.00
4.023,100.00,0.00,500.01,400.00,16707.96,1950.11,0.00,0.00
4.259,150.00,0.00,400.00,733.35,16657.91,1900.10,0.00,0.00
4.495,100.00,33.33,400.00,333.34,16557.82,2500.18,0.00,0.00
4.731,0.00,0.00,300.00,400.00,16557.82,2500.18,0.00,0.00
4.967,200.00,166.67,1700.08,566.68,31428.15,21263.01,6167.79,150.00
5.203,34333.05,5867.63,42550.88,7901.78,176130.51,128473.27,38777.70,1066.70
5.439,159359.54,21412.87,50070.43,21880.30,477774.08,196049.97,101905.86,1150.04
5.674,257142.36,34399.87,46861.70,40981.15,650500.94,212694.05,160625.25,1483.40
5.911,308345.42,41915.96,24116.35,53615.14,851964.08,206722.61,191645.58,8218.74
6.147,323256.18,41047.27,19310.49,64351.15,1071106.57,167200.74,191274.74,700.02
6.383,279678.11,39209.80,12004.05,69704.89,1159608.23,134418.00,200008.16,966.70
6.619,274752.35,35435.23,21312.77,70809.30,1323379.23,101797.37,211040.91,916.69
6.855,227645.12,31093.80,8201.89,81421.85,1231826.69,93802.55,211884.69,450.01
7.091,233976.37,33130.80,5600.88,79914.95,1309203.25,62110.83,215834.10,433.34
7.327,203505.67,27688.18,4500.57,74491.16,1349606.08,56341.22,214213.73,433.34
7.563,204011.43,25785.33,5100.73,75294.58,1275928.64,45158.62,194308.99,433.34
7.799,185712.93,25718.57,4600.60,80685.13,1240017.51,42000.71,208948.52,333.34
8.035,191018.55,24917.43,4900.68,74792.43,1382179.91,41299.04,211580.91,266.67
8.271,179449.21,20912.28,3800.41,82694.46,1343919.56,35536.31,214585.05,433.34
8.507,172531.36,22681.11,3400.33,77537.66,1334177.86,32680.71,198625.35,366.67
8.743,157745.28,23248.51,3000.25,78207.29,1347727.76,28873.98,212492.26,433.34
8.979,155425.02,22514.23,3700.39,85541.40,1228552.66,28573.48,209016.00,400.00
9.216,165363.87,22180.48,3600.37,84134.62,1395327.77,25819.17,207801.18,383.34
9.452,153306.78,21980.23,5600.88,84771.01,1307434.11,26820.69,216576.83,466.67
9.688,173440.13,22714.48,1700.08,79379.20,1227197.10,18359.70,218906.56,200.00
9.924,169603.46,20611.93,2800.22,87819.28,1345252.18,17158.47,187937.65,316.67
10.160,166474.16,22447.48,2600.19,83967.16,1492773.57,21212.94,214551.29,216.67
10.396,146701.52,22480.85,1900.10,84335.58,1532423.96,20462.04,218467.58,250.00
10.632,164606.91,21479.62,1700.08,83029.36,1330880.79,17358.67,210602.17,283.34
10.868,134656.99,22480.85,2100.12,77035.46,1301414.48,12504.50,203887.36,383.34
11.104,138486.16,21145.89,2000.11,86278.33,1467488.80,16257.60,205405.57,283.34
11.340,158300.15,22647.73,1100.03,92241.88,1377176.89,15056.52,212222.21,250.00
11.576,162336.22,19410.58,4200.50,86043.85,1326681.96,13955.60,211682.18,233.33
11.812,156030.28,23649.03,600.01,75830.21,1397183.04,13755.44,222823.82,383.34
12.048,163950.92,21279.38,1300.05,79948.45,1440429.13,13054.90,213437.34,350.00
12.284,155172.84,21045.77,900.02,81991.16,1397809.11,11804.01,214821.36,116.67
12.520,164859.24,18676.46,1100.03,91973.81,1455805.60,9652.68,204089.78,366.67
12.756,152852.91,21613.11,1000.03,80685.13,1286210.28,10553.20,198490.42,316.67
12.992,177328.13,22213.85,1200.04,78508.63,1299903.74,10553.20,209049.76,400.00
13.228,168341.57,21880.11,1600.07,80283.30,1377205.60,10653.26,208779.81,416.67
13.464,167685.44,21713.23,1300.05,78341.21,1498017.81,8452.06,195489.13,250.00
13.700,169653.95,23982.81,1000.03,86278.33,1538598.67,6601.25,216711.92,316.67
