C:\ICPMH\1\DATA\12G13l01.B\424_9.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:12:21 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,50.00,0.00,1600.07,200.00,17558.79,2550.19,0.00,0.00
0.482,0.00,33.33,0.00,400.00,15456.81,2950.25,0.00,0.00
0.718,100.00,0.00,300.00,300.00,16457.72,1700.08,0.00,0.00
0.954,150.00,0.00,300.00,233.33,15506.86,2350.16,0.00,0.00
1.190,400.00,0.00,500.01,366.67,16657.91,1200.04,0.00,0.00
1.426,150.00,0.00,800.02,600.01,18409.66,2950.25,0.00,0.00
1.662,400.00,0.00,600.01,266.67,17258.49,2650.20,0.00,0.00
1.898,50.00,0.00,100.00,466.67,15907.21,2050.12,0.00,0.00
2.134,350.00,100.00,200.00,366.67,17809.04,2500.18,0.00,0.00
2.370,50.00,66.67,600.01,366.67,17008.25,2550.19,0.00,0.00
2.606,50.00,66.67,300.00,366.67,15056.47,3500.35,0.00,0.00
2.842,200.00,0.00,300.00,300.00,18209.45,2700.21,0.00,0.00
3.078,150.00,33.33,400.00,66.67,18659.93,2650.20,0.00,0.00
3.314,500.01,0.00,600.01,466.67,15256.64,1650.08,0.00,0.00
3.551,150.00,133.33,500.01,300.00,16657.91,2850.23,0.00,0.00
3.787,100.00,0.00,700.01,0.00,16657.91,2600.19,0.00,0.00
4.023,150.00,133.33,0.00,333.34,19010.31,1750.09,0.00,0.00
4.259,0.00,0.00,0.00,266.67,16557.82,3000.26,0.00,0.00
4.495,100.00,66.67,200.00,533.34,16007.30,3150.29,0.00,0.00
4.731,200.00,0.00,300.00,166.67,17658.89,2750.22,0.00,0.00
4.967,300.00,0.00,100.00,333.34,18860.14,10703.30,20111.94,8518.89
5.203,22714.47,6234.42,264351.54,4500.58,93599.26,94757.70,20946.29,20980.17
5.439,211953.33,15106.41,511557.92,26720.33,317907.06,159630.02,59470.97,18293.60
5.674,160519.89,20077.99,336047.35,28923.83,496431.94,169674.53,80658.40,11337.28
