C:\ICPMH\1\DATA\12G13l01.B\610_3.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  01:54:58 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,200.00,0.00,800.02,366.67,18009.25,2350.16,0.00,0.00
0.482,100.00,100.00,600.01,433.34,17658.89,2600.19,0.00,0.00
0.718,250.00,33.33,1100.03,366.67,17909.14,2650.20,0.00,0.00
0.954,0.00,0.00,600.01,300.00,20111.53,3350.32,0.00,0.00
1.190,300.00,66.67,800.02,433.34,20111.53,1250.04,0.00,0.00
1.426,50.00,0.00,300.00,366.67,16908.15,3000.26,0.00,0.00
1.662,0.00,0.00,600.01,333.34,18709.98,3750.40,0.00,0.00
1.898,350.00,66.67,600.01,333.34,21613.32,2950.25,0.00,0.00
2.134,250.00,133.33,700.01,633.34,15707.04,2150.13,0.00,0.00
2.371,100.00,0.00,400.00,166.67,18359.61,2600.19,0.00,0.00
2.607,0.00,0.00,900.02,200.00,18860.14,2000.11,0.00,0.00
2.843,300.00,33.33,500.01,400.00,19761.13,2450.17,0.00,0.00
3.079,50.00,0.00,400.00,566.68,21963.75,2550.19,0.00,0.00
3.315,0.00,0.00,400.00,366.67,18810.09,2050.12,0.00,0.00
3.551,200.00,66.67,200.00,333.34,20512.00,2600.19,0.00,0.00
3.787,300.00,0.00,500.01,266.67,18309.56,2650.20,0.00,0.00
4.023,0.00,0.00,1200.04,433.34,18159.40,2900.24,0.00,0.00
4.259,400.00,66.67,500.01,333.34,17959.20,2350.16,66.67,0.00
4.495,300.00,33.33,300.00,266.67,18059.30,3250.30,0.00,0.00
4.731,200.00,0.00,200.00,200.00,18810.09,2300.15,0.00,0.00
4.967,250.00,0.00,500.01,300.00,20812.35,2950.25,0.00,0.00
5.203,0.00,0.00,400.00,400.00,20311.76,2350.16,0.00,0.00
5.439,350.00,66.67,1500.06,266.67,20161.59,2950.25,0.00,33.33
5.674,300.00,66.67,400.00,400.00,18960.25,2500.18,0.00,0.00
5.911,300.00,33.33,200.00,333.34,19260.58,2900.24,0.00,0.00
6.147,200.00,0.00,300.00,233.33,17208.44,2800.23,0.00,0.00
6.383,250.00,33.33,0.00,433.34,19460.80,2900.24,0.00,0.00
6.619,400.00,0.00,300.00,533.34,17308.54,3800.42,0.00,0.00
6.855,300.00,0.00,400.00,433.34,16858.10,2350.16,0.00,0.00
7.091,150.00,0.00,500.01,233.33,19961.36,2500.18,0.00,0.00
7.327,200.00,0.00,200.00,800.02,19110.41,2200.14,0.00,0.00
7.563,150.00,0.00,600.01,433.34,19711.08,3900.44,0.00,0.00
7.799,50.00,66.67,600.01,100.00,16908.15,2650.20,0.00,0.00
8.035,0.00,0.00,700.01,466.67,16557.82,3000.26,0.00,0.00
8.271,200.00,0.00,500.01,466.67,18760.03,2200.14,0.00,0.00
8.507,300.00,0.00,600.01,466.67,17608.84,2650.20,0.00,0.00
8.743,300.00,66.67,1100.03,633.34,18709.98,3800.42,0.00,0.00
8.979,100.00,0.00,300.00,100.00,18509.77,3150.29,0.00,0.00
9.215,100.00,66.67,1300.05,133.33,18810.09,2400.17,0.00,0.00
9.450,200.00,66.67,600.01,433.34,17959.20,2900.24,0.00,0.00
9.687,0.00,0.00,300.00,633.34,18359.61,2750.22,0.00,0.00
9.923,250.00,0.00,700.01,400.00,18359.61,3250.30,0.00,0.00
10.159,100.00,0.00,400.00,333.34,19060.36,2700.21,0.00,0.00
10.395,500.01,0.00,0.00,466.67,18810.09,1650.08,0.00,0.00
10.631,150.00,0.00,200.00,400.00,19010.31,2200.14,0.00,0.00
10.867,0.00,33.33,400.00,433.34,17809.04,1950.11,0.00,0.00
11.103,100.00,100.00,700.01,300.00,16858.10,2550.19,0.00,0.00
11.339,250.00,0.00,600.01,266.67,18159.40,2600.19,0.00,0.00
11.576,50.00,0.00,500.01,466.67,17658.89,2450.17,0.00,0.00
11.812,250.00,66.67,300.00,366.67,18409.66,1800.09,0.00,0.00
12.048,50.00,0.00,500.01,433.34,19310.63,2300.15,0.00,0.00
12.284,150.00,0.00,900.02,100.00,18559.82,2500.18,0.00,0.00
12.520,200.00,0.00,200.00,300.00,19510.86,1900.10,0.00,0.00
12.756,200.00,0.00,100.00,800.02,19060.36,2550.19,0.00,0.00
12.992,0.00,0.00,700.01,633.34,19911.30,2050.12,0.00,0.00
13.228,0.00,0.00,600.01,666.68,21663.38,2500.18,0.00,0.00
13.464,100.00,0.00,300.00,300.00,17708.94,2050.12,0.00,0.00
13.700,0.00,0.00,100.00,200.00,20261.70,2750.22,0.00,0.00
13.936,150.00,0.00,200.00,333.34,19661.02,2550.19,0.00,0.00
14.172,250.00,0.00,1000.03,533.34,16407.67,2700.21,0.00,0.00
14.408,100.00,0.00,400.00,233.33,19761.13,2700.21,0.00,0.00
14.644,250.00,0.00,800.02,766.68,19410.75,2700.21,0.00,0.00
14.880,200.00,0.00,100.00,300.00,19911.30,2300.15,0.00,0.00
15.116,100.00,0.00,400.00,533.34,17358.59,3050.27,0.00,0.00
15.352,250.00,0.00,0.00,400.00,20762.29,2250.15,0.00,0.00
15.588,150.00,0.00,800.02,366.67,18509.77,1950.11,0.00,0.00
15.824,200.00,0.00,0.00,466.67,17758.99,2300.15,0.00,0.00
16.060,200.00,133.33,300.00,200.00,18459.71,3600.37,0.00,0.00
16.296,100.00,0.00,800.02,200.00,17959.20,2000.11,0.00,0.00
16.532,100.00,0.00,200.00,333.34,17058.30,2550.19,0.00,0.00
16.768,100.00,0.00,100.00,400.00,20912.47,1400.06,0.00,0.00
17.004,50.00,66.67,700.01,300.00,19210.52,3450.34,0.00,0.00
17.240,200.00,66.67,400.00,333.34,21513.19,1800.09,0.00,0.00
17.476,100.00,0.00,700.01,233.33,16758.01,2050.12,0.00,0.00
17.712,400.00,66.67,400.00,400.00,19110.41,2250.15,0.00,0.00
17.948,100.00,0.00,400.00,300.00,19060.36,2150.13,0.00,0.00
18.184,150.00,66.67,600.01,433.34,18609.88,2700.21,0.00,0.00
18.420,200.00,0.00,600.01,533.34,18960.25,2500.18,0.00,0.00
18.656,400.00,66.67,500.01,300.00,20361.82,2100.13,0.00,0.00
18.892,250.00,0.00,900.02,66.67,20311.76,2000.11,0.00,0.00
19.128,350.00,33.33,0.00,366.67,17658.89,3200.29,0.00,0.00
19.364,100.00,0.00,0.00,333.34,19310.63,2550.19,66.67,0.00
19.600,0.00,33.33,700.01,200.00,18059.30,2150.13,0.00,0.00
19.836,150.00,0.00,1100.03,333.34,16908.15,2750.22,0.00,0.00
20.072,0.00,33.33,500.01,566.68,17758.99,2800.23,0.00,0.00
20.308,100.00,0.00,900.02,300.00,17658.89,2700.21,0.00,0.00
20.545,150.00,0.00,1200.04,466.67,19961.36,2200.14,0.00,0.00
20.781,350.00,66.67,700.01,500.01,20912.47,3550.36,0.00,0.00
21.017,0.00,0.00,600.01,566.68,19610.96,3300.31,0.00,0.00
21.253,0.00,33.33,500.01,700.01,20161.59,1950.11,0.00,0.00
21.489,100.00,0.00,600.01,166.67,15707.04,2450.17,0.00,0.00
21.725,200.00,200.00,0.00,200.00,19560.91,2250.15,0.00,0.00
