C:\ICPMH\1\DATA\12G13l01.B\412_12.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:39:28 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,0.00,0.00,1100.03,500.01,16657.91,2350.16,66.67,0.00
0.482,0.00,33.33,100.00,400.00,18459.71,2100.13,0.00,0.00
0.718,100.00,0.00,500.01,300.00,17909.14,3100.28,0.00,0.00
0.954,200.00,0.00,200.00,366.67,20912.47,3300.31,0.00,16.67
1.190,50.00,33.33,200.00,266.67,17758.99,2650.20,0.00,0.00
1.426,150.00,33.33,500.01,300.00,17308.54,2250.15,0.00,0.00
1.662,100.00,0.00,700.01,266.67,17909.14,2700.21,0.00,0.00
1.898,50.00,0.00,500.01,533.34,17909.14,2450.17,0.00,0.00
2.134,50.00,0.00,700.01,400.00,17608.84,3300.31,0.00,0.00
2.370,50.00,0.00,500.01,100.00,17959.20,2600.19,0.00,0.00
2.606,0.00,0.00,800.02,433.34,16557.82,2550.19,0.00,0.00
2.842,0.00,0.00,200.00,533.34,16257.54,1950.11,0.00,0.00
3.078,50.00,0.00,700.01,400.00,18409.66,2400.17,0.00,0.00
3.314,0.00,0.00,500.01,433.34,18559.82,2400.17,0.00,0.00
3.550,100.00,0.00,600.01,533.34,16657.91,2400.17,0.00,0.00
3.786,350.00,66.67,300.00,133.33,18810.09,2450.17,0.00,0.00
4.022,100.00,33.33,0.00,400.00,16858.10,2900.24,0.00,0.00
4.258,50.00,0.00,400.00,433.34,17558.79,2700.21,0.00,0.00
4.494,150.00,0.00,1000.03,600.01,20662.17,2450.17,0.00,0.00
4.731,0.00,66.67,200.00,266.67,16908.15,2250.15,0.00,0.00
4.967,50.00,66.67,700.01,366.67,15406.77,2700.21,0.00,0.00
5.203,200.00,0.00,1000.03,266.67,15656.99,2200.14,0.00,0.00
5.439,50.00,66.67,400.00,300.00,20161.59,3150.29,0.00,0.00
5.674,400.00,0.00,500.01,333.34,17108.35,2800.23,0.00,0.00
5.911,50.00,0.00,900.02,466.67,18760.03,3000.26,0.00,0.00
6.147,0.00,66.67,600.01,666.68,16257.54,2550.19,0.00,0.00
6.383,200.00,0.00,300.00,500.01,18109.35,2950.25,0.00,0.00
6.619,300.00,66.67,700.01,533.34,18559.82,3000.26,0.00,0.00
6.855,200.00,33.33,600.01,400.00,19260.58,2750.22,0.00,0.00
7.091,250.00,0.00,400.00,300.00,18209.45,2050.12,0.00,0.00
7.327,450.01,0.00,200.00,333.34,16707.96,2550.19,0.00,0.00
7.563,150.00,33.33,600.01,300.00,19010.31,8301.98,2800.23,316.67
7.799,13555.16,2666.87,110140.24,7068.09,151401.08,110047.44,30560.90,1683.42
8.035,52025.86,9169.03,51775.31,25718.84,563257.00,184777.41,83907.48,1016.70
8.271,80682.28,11170.17,64215.80,47798.37,937361.45,182907.78,131643.31,1633.42
8.507,107372.60,13104.82,39143.06,70106.48,1245750.03,150650.36,166818.05,983.36
8.743,102393.40,13805.35,22213.88,83598.72,1305056.08,75413.32,181804.55,800.02
8.979,108227.74,16007.19,18209.32,87350.27,1451164.49,61207.64,219345.51,716.68
9.215,117184.12,16207.38,6501.19,100118.24,1579748.18,46863.12,219413.03,750.02
9.450,145290.02,17074.85,5700.91,95727.15,1759877.97,31478.49,230627.30,283.34
9.687,125893.23,18242.68,2000.11,98710.28,1712180.31,27621.94,214213.73,666.68
9.923,133145.68,23014.87,2500.18,100721.67,1685643.40,24016.59,239752.82,583.34
10.159,128411.10,18576.36,1200.04,96095.82,1501826.01,15006.48,237251.26,450.01
10.395,121714.35,17241.68,900.02,96699.13,1700882.07,12054.18,229748.80,366.67
10.631,126799.62,16440.92,400.00,104711.60,1608875.72,10303.05,238941.48,416.67
10.867,108932.00,13371.69,700.01,92275.40,1673983.24,9902.82,230255.67,400.00
11.103,101236.81,13605.20,900.02,95123.88,1622465.86,9952.85,221911.95,400.00
11.339,101236.81,10936.69,900.02,89862.93,1585003.94,6751.31,237082.25,383.34
11.575,97616.70,12571.10,100.00,93481.76,1628192.52,7151.47,242288.55,266.67
11.811,85404.20,10069.52,1100.03,101861.55,1639008.44,5500.87,233263.07,300.00
12.047,87011.96,12137.47,500.01,97335.96,1582643.20,5700.94,241612.28,566.68
12.283,78171.11,9902.75,300.00,96397.46,1560460.09,5951.02,237318.84,466.67
12.519,85353.96,11236.88,1100.03,103906.85,1569242.52,5600.90,227282.56,200.00
12.755,87263.19,12237.54,300.00,88321.80,1572631.48,3300.31,235290.86,483.34
12.991,96611.24,14605.99,200.00,97134.86,1539086.95,5250.79,222925.15,233.33
13.226,87363.69,11637.14,600.01,91504.71,1513239.19,5400.84,217724.76,450.01
13.463,91031.98,10436.39,500.01,94051.45,1478028.94,4350.54,241206.58,266.67
13.700,84148.24,11437.01,300.00,94084.96,1571241.44,4700.64,241206.58,366.67
13.936,78321.80,10970.05,200.00,90130.96,1502480.80,3900.44,222891.36,400.00
14.172,76212.67,10169.57,800.02,98173.95,1536410.19,5100.75,241612.28,300.00
14.408,66523.97,8502.03,200.00,89929.93,1601500.52,3200.29,238028.72,250.00
14.644,65219.16,9235.73,400.00,96430.99,1553349.06,3450.34,223870.81,166.67
14.880,65520.27,8135.19,1100.03,90633.54,1361157.06,3250.30,227755.49,300.00
15.116,64817.70,9702.64,900.02,86881.29,1462233.04,2500.18,231032.77,233.33
15.352,60703.24,6701.26,500.01,88187.78,1517570.15,4150.50,224580.13,283.34
15.588,69435.05,8435.33,500.01,89092.34,1540195.44,3700.39,234783.89,266.67
15.824,59148.02,8535.38,100.00,90466.00,1633632.07,3900.44,239854.22,183.33
16.060,58746.70,7801.71,300.00,94118.48,1551901.60,3600.37,229343.36,216.67
16.296,69435.05,7368.19,200.00,97201.89,1543699.25,4950.71,236744.23,183.33
16.532,68029.64,8868.88,600.01,97000.78,1734236.95,4750.65,244283.57,316.67
16.768,72547.41,9669.29,900.02,92040.84,1418682.55,3550.36,220898.83,350.00
17.004,73651.93,9769.35,700.01,91605.23,1392668.29,3700.39,231235.52,350.00
17.240,73049.46,10369.69,300.00,95727.15,1661168.40,5300.81,234648.69,416.67
17.476,74957.35,9836.05,200.00,91739.26,1592867.32,4050.47,233972.73,366.67
17.712,81485.93,9302.43,400.00,97704.67,1460435.19,4700.64,203178.91,250.00
17.948,78823.98,10369.69,1300.05,93615.81,1611489.20,3650.38,211682.18,283.34
18.184,92439.20,11036.75,600.01,100218.79,1412927.18,4350.54,225188.14,450.01
18.420,77417.84,10002.81,700.01,93247.18,1425058.33,3400.33,224715.24,250.00
18.656,78572.88,11470.36,200.00,92040.84,1647222.11,5500.87,227654.11,300.00
18.892,90328.41,11637.14,500.01,95559.56,1446115.56,3750.40,226539.31,416.67
19.128,95857.18,11470.36,400.00,88388.80,1493594.96,4850.68,240530.38,333.34
19.364,89273.10,11470.36,1300.05,85273.43,1462181.38,5000.72,222351.00,333.34
19.600,94851.83,14072.23,900.02,88120.79,1485352.38,5000.72,221472.92,350.00
19.836,95555.57,12837.96,800.02,89963.43,1472405.60,3850.43,217657.26,483.34
20.072,92941.80,14305.75,500.01,88489.29,1423203.06,4250.52,217657.26,450.01
20.308,114315.59,13471.76,500.01,89728.90,1550597.79,4800.66,238096.31,533.34
20.544,100432.27,14439.19,900.02,93515.27,1435753.55,4100.48,243843.95,466.67
20.780,102493.98,14605.99,1200.04,87785.78,1454226.01,4400.56,231404.46,383.34
21.016,111447.49,13038.11,800.02,88924.83,1458712.04,5250.79,227890.63,633.35
