C:\ICPMH\1\DATA\12G13l01.B\610_8.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  06:36:28 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,200.00,0.00,500.01,166.67,16958.20,2650.20,0.00,0.00
0.482,100.00,0.00,500.01,566.68,19460.80,2550.19,0.00,0.00
0.718,150.00,0.00,500.01,400.00,16457.72,2450.17,0.00,0.00
0.954,200.00,0.00,800.02,333.34,14856.29,2150.13,66.67,0.00
1.190,200.00,0.00,200.00,366.67,17108.35,2450.17,0.00,0.00
1.426,0.00,166.67,700.01,166.67,19761.13,2200.14,0.00,0.00
1.662,0.00,33.33,500.01,333.34,17158.40,2200.14,0.00,0.00
1.898,100.00,0.00,200.00,500.01,17508.74,1900.10,0.00,0.00
2.134,450.01,0.00,500.01,633.34,16057.35,2850.23,0.00,0.00
2.370,150.00,0.00,1000.03,133.33,18760.03,2250.15,0.00,0.00
2.606,200.00,0.00,300.00,333.34,14455.96,2600.19,0.00,0.00
2.842,100.00,166.67,500.01,433.34,16007.30,1850.10,0.00,0.00
3.078,50.00,0.00,200.00,366.67,16758.01,2300.15,0.00,0.00
3.314,50.00,0.00,600.01,400.00,15456.81,1650.08,0.00,0.00
3.550,300.00,0.00,200.00,266.67,16407.67,2300.15,0.00,33.33
3.786,300.00,0.00,700.01,266.67,17758.99,2550.19,0.00,0.00
4.022,300.00,0.00,400.00,300.00,15857.17,2750.22,0.00,0.00
4.258,50.00,0.00,300.00,600.01,16557.82,2600.19,0.00,0.00
4.494,50.00,66.67,500.01,600.01,16357.63,2150.13,0.00,16.67
4.730,150.00,0.00,100.00,466.67,17158.40,2100.13,0.00,0.00
4.966,150.00,0.00,500.01,433.34,16407.67,1350.05,0.00,0.00
5.202,300.00,33.33,600.01,700.01,17308.54,3000.26,0.00,0.00
5.438,100.00,0.00,400.00,433.34,19410.75,2950.25,0.00,0.00
5.674,50.00,133.33,600.01,433.34,16107.40,2700.21,0.00,0.00
