C:\ICPMH\1\DATA\12G13l01.B\424_6.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:59:36 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,300.00,0.00,400.00,400.00,18810.09,2000.11,0.00,0.00
0.482,200.00,0.00,800.02,333.34,16207.49,2850.23,0.00,0.00
0.718,100.00,66.67,600.01,500.01,17959.20,2950.25,0.00,0.00
0.954,450.01,33.33,800.02,400.00,14656.13,3550.36,0.00,0.00
1.190,300.00,0.00,500.01,366.67,19761.13,2350.16,0.00,0.00
1.426,600.01,0.00,500.01,166.67,15606.95,2650.20,0.00,0.00
1.662,200.00,0.00,300.00,233.33,17208.44,2000.11,0.00,0.00
1.898,200.00,0.00,400.00,233.33,18309.56,2200.14,0.00,0.00
2.135,0.00,0.00,600.01,466.67,17708.94,1850.10,0.00,0.00
2.371,100.00,0.00,1200.04,66.67,15556.90,3250.30,0.00,0.00
2.607,50.00,33.33,300.00,166.67,18960.25,2500.18,0.00,0.00
2.843,0.00,0.00,700.01,333.34,15456.81,2150.13,0.00,0.00
3.079,100.00,0.00,500.01,233.33,15056.47,2150.13,0.00,0.00
3.315,400.00,0.00,400.00,333.34,17308.54,2700.21,0.00,0.00
3.551,0.00,0.00,500.01,466.67,17809.04,3750.40,0.00,0.00
3.787,200.00,0.00,600.01,433.34,15256.64,3100.28,0.00,0.00
4.023,100.00,0.00,100.00,466.67,17758.99,2050.12,66.67,0.00
4.259,0.00,33.33,100.00,433.34,16707.96,2400.17,0.00,0.00
4.495,300.00,0.00,700.01,300.00,14756.21,2700.21,0.00,0.00
4.731,400.00,0.00,300.00,233.33,15807.13,2050.12,0.00,0.00
4.967,150.00,33.33,500.01,266.67,16257.54,2750.22,0.00,0.00
5.203,50.00,0.00,500.01,133.33,16057.35,1900.10,0.00,0.00
5.439,50.00,0.00,100.00,300.00,16908.15,2000.11,0.00,0.00
5.674,100.00,0.00,900.02,433.34,19360.69,2900.24,0.00,0.00
5.911,150.00,0.00,300.00,233.33,18109.35,2200.14,0.00,0.00
6.147,100.00,0.00,600.01,266.67,16908.15,2100.13,0.00,0.00
6.383,3700.38,366.67,13004.75,1400.06,40847.54,70693.53,11637.33,4033.83
6.619,87514.41,10903.34,295537.04,13938.87,284591.78,219325.74,51311.00,4150.53
6.855,182580.77,23348.64,398927.60,43754.50,657453.19,271911.33,96977.04,3850.46
7.091,139040.45,16274.10,481022.72,65421.77,1295101.88,226314.53,130971.45,3250.32
7.327,144785.95,18809.94,216612.04,73821.67,1168735.28,154231.58,168467.61,1950.12
7.563,130476.03,17008.12,61205.21,95190.91,1393926.20,271708.21,198119.45,1666.75
7.799,106718.67,14672.71,1877327.00,99280.15,1640386.95,96668.20,199131.24,950.03
8.035,95253.96,15706.93,74790.22,103001.52,1555503.06,59150.53,213471.08,433.34
8.271,94851.83,10403.04,22914.76,112761.27,1646814.29,36989.34,227485.23,550.01
8.507,104203.86,13738.64,8401.99,99011.98,1504261.46,24417.15,230965.21,300.00
8.743,98421.11,12871.32,4200.50,104040.96,1482727.47,28473.32,234310.71,416.67
8.979,104505.62,13438.40,1500.06,99347.19,1426138.22,16657.98,249492.06,233.33
9.215,99527.24,18075.84,3200.29,107059.03,1456133.04,17508.82,246109.75,166.67
9.450,99074.71,13771.99,2200.14,97872.28,1770906.29,12254.32,211850.95,116.67
9.687,112453.80,12337.61,1400.06,98408.60,1753260.98,12104.22,257815.40,266.67
9.923,125037.23,15606.84,600.01,115042.66,1944367.43,9702.71,245027.54,266.67
10.159,127454.28,16207.38,800.02,92778.04,1739774.26,9552.63,242592.86,633.35
10.395,122670.88,17441.88,300.00,101123.98,1594125.23,7151.47,253044.21,250.00
10.631,121009.57,19877.76,700.01,119337.89,1792348.48,6501.22,259981.48,466.67
10.867,122268.12,16741.20,500.01,103336.82,1819655.12,6001.04,243133.86,250.00
11.104,112453.80,16707.84,1400.06,114572.94,1719773.87,6201.11,231843.77,350.00
11.340,130274.56,15239.86,1000.03,180153.68,1690232.85,5300.81,241544.65,600.01
11.576,130929.35,16507.65,2300.15,106086.49,1617066.54,5100.75,265127.06,183.33
11.812,125238.66,14572.63,4700.62,105147.52,1746236.17,5500.87,253010.36,633.35
12.048,136269.17,15406.67,1200.04,114002.58,1730067.03,4550.60,255548.05,466.67
12.284,113611.10,16774.57,900.02,123835.56,1921024.07,5500.87,245129.01,383.34
12.520,164606.91,14605.99,600.01,115311.09,1813601.02,9202.44,240733.22,416.67
12.756,138284.60,16240.74,1200.04,99414.25,1711697.89,4500.58,244317.39,683.35
12.992,132339.70,18309.41,1400.06,102565.65,1501894.96,3500.35,257206.22,183.33
13.228,114164.63,15373.30,1800.09,108266.41,1754938.13,4750.65,229681.24,416.67
13.464,127051.42,16974.76,1800.09,103169.17,1667136.37,30626.98,215631.55,383.34
13.700,117586.77,18509.62,2300.15,100688.15,1789832.66,4500.58,241308.01,283.34
13.936,130375.30,18609.72,1500.06,100352.90,1736310.59,5350.82,223566.87,316.67
14.172,102745.41,15807.01,800.02,104175.08,1565991.54,4500.58,233769.98,250.00
