C:\ICPMH\1\DATA\12G13l01.B\610_5.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:04:17 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,0.00,0.00,100.00,400.00,16607.86,3150.29,0.00,0.00
0.482,0.00,100.00,300.00,500.01,16758.01,2400.17,0.00,0.00
0.718,450.01,0.00,900.02,466.67,16557.82,2600.19,0.00,0.00
0.954,100.00,0.00,800.02,500.01,16908.15,2100.13,0.00,0.00
1.190,150.00,66.67,200.00,400.00,15156.55,1950.11,0.00,0.00
1.426,100.00,33.33,500.01,433.34,19210.52,2850.23,0.00,0.00
1.662,200.00,33.33,500.01,433.34,19560.91,2200.14,0.00,0.00
1.898,250.00,33.33,300.00,833.35,19510.86,2450.17,0.00,0.00
2.134,350.00,133.33,700.01,333.34,19761.13,2350.16,0.00,0.00
2.370,100.00,0.00,200.00,433.34,17208.44,2450.17,0.00,0.00
2.606,200.00,0.00,1200.04,133.33,18209.45,2350.16,0.00,0.00
2.842,100.00,133.33,600.01,400.00,16207.49,2650.20,0.00,0.00
3.078,550.01,0.00,400.00,266.67,19010.31,2500.18,0.00,0.00
3.314,200.00,0.00,300.00,300.00,18960.25,1600.07,0.00,0.00
3.550,250.00,133.33,1100.03,433.34,18309.56,2600.19,0.00,0.00
3.786,150.00,0.00,500.01,566.68,18309.56,2150.13,0.00,0.00
4.022,0.00,0.00,400.00,600.01,17108.35,2350.16,0.00,0.00
4.258,100.00,0.00,200.00,466.67,18259.51,3700.39,0.00,0.00
4.494,200.00,100.00,0.00,466.67,16607.86,2650.20,66.67,0.00
4.730,50.00,100.00,300.00,333.34,20712.23,1650.08,0.00,0.00
4.966,200.00,0.00,1100.03,566.68,17758.99,2650.20,0.00,0.00
5.202,50.00,0.00,700.01,100.00,17358.59,2600.19,0.00,0.00
5.438,0.00,0.00,400.00,400.00,19661.02,2000.11,0.00,0.00
5.674,100.00,100.00,600.01,366.67,16908.15,2550.19,0.00,33.33
5.910,50.00,33.33,500.01,400.00,18409.66,2950.25,0.00,0.00
6.146,100.00,0.00,400.00,500.01,20161.59,2800.23,0.00,0.00
6.382,200.00,66.67,100.00,266.67,16758.01,2400.17,0.00,0.00
6.618,100.00,33.33,500.01,500.01,16707.96,2100.13,0.00,0.00
6.854,0.00,0.00,300.00,433.34,17558.79,3250.30,0.00,0.00
7.090,150.00,0.00,800.02,333.34,20862.41,2150.13,0.00,0.00
7.326,0.00,0.00,500.01,400.00,17758.99,2900.24,0.00,0.00
7.563,200.00,0.00,800.02,200.00,20361.82,2650.20,0.00,0.00
7.799,350.00,33.33,600.01,333.34,16707.96,2200.14,0.00,0.00
8.035,50.00,66.67,700.01,133.33,21262.89,2000.11,0.00,0.00
8.271,200.00,0.00,600.01,466.67,16758.01,1850.10,0.00,0.00
8.507,100.00,0.00,600.01,566.68,17909.14,2950.25,0.00,0.00
8.743,100.00,200.00,600.01,500.01,16307.58,2600.19,0.00,0.00
8.979,300.00,0.00,300.00,266.67,16707.96,3600.37,0.00,0.00
9.215,200.00,0.00,300.00,500.01,16407.67,2450.17,0.00,0.00
9.450,50.00,0.00,200.00,33.33,18760.03,2500.18,0.00,0.00
