C:\ICPMH\1\DATA\12G13l01.B\414_7.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:52:20 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,50.00,0.00,900.02,133.33,18459.71,2750.22,0.00,0.00
0.482,200.00,0.00,600.01,333.34,17308.54,2100.13,0.00,0.00
0.718,0.00,0.00,0.00,466.67,16607.86,1850.10,0.00,16.67
0.954,100.00,33.33,900.02,500.01,16357.63,3150.29,0.00,0.00
1.190,150.00,0.00,300.00,300.00,18910.19,2500.18,0.00,0.00
1.426,300.00,0.00,300.00,333.34,18309.56,2900.24,0.00,0.00
1.662,400.00,0.00,600.01,366.67,19460.80,2900.24,0.00,0.00
1.898,100.00,0.00,400.00,233.33,18009.25,3150.29,0.00,0.00
2.134,50.00,100.00,200.00,233.33,15256.64,2300.15,0.00,0.00
2.370,150.00,0.00,400.00,133.33,19510.86,2850.23,0.00,0.00
2.606,50.00,0.00,100.00,500.01,15807.13,2300.15,0.00,0.00
2.842,150.00,0.00,700.01,366.67,18159.40,2600.19,166.67,0.00
3.078,50.00,0.00,500.01,466.67,17108.35,2650.20,0.00,0.00
3.314,250.00,0.00,200.00,633.34,18259.51,2200.14,0.00,0.00
3.550,50.00,0.00,100.00,400.00,17959.20,2050.12,0.00,0.00
3.786,350.00,0.00,700.01,233.33,17258.49,1600.07,0.00,0.00
4.022,300.00,0.00,700.01,433.34,17308.54,2850.23,0.00,0.00
4.259,450.01,0.00,1000.03,166.67,18810.09,2200.14,0.00,0.00
4.495,250.00,0.00,300.00,333.34,18760.03,2850.23,0.00,0.00
4.731,100.00,0.00,100.00,133.33,17959.20,2950.25,0.00,0.00
4.967,300.00,0.00,900.02,233.33,16057.35,1600.07,0.00,0.00
5.203,150.00,0.00,600.01,400.00,17959.20,1800.09,0.00,0.00
5.439,0.00,0.00,300.00,433.34,17358.59,3200.29,0.00,0.00
5.674,100.00,33.33,200.00,533.34,19010.31,1900.10,0.00,0.00
5.911,100.00,100.00,400.00,666.68,16357.63,2650.20,0.00,0.00
6.147,100.00,0.00,600.01,133.33,18359.61,2500.18,0.00,0.00
6.383,2600.19,366.67,2500.18,1600.07,151300.21,35636.52,9435.96,1400.06
6.619,53129.10,9602.59,95455.66,14139.03,261029.30,159428.19,45193.59,2066.80
6.855,98421.11,16874.66,141057.57,41014.56,566302.80,269067.56,77008.13,2466.85
7.091,127001.04,21746.61,69234.59,53280.79,1167081.08,245015.65,133726.22,1550.07
7.327,243553.45,21412.87,37639.82,71746.42,1233687.72,195139.80,183219.70,1433.40
7.563,161377.60,24817.29,178592.86,82259.08,1273119.85,261351.10,205979.12,3450.37
7.799,175611.26,24116.32,20111.38,95526.06,1452255.89,150751.22,199974.42,1150.04
8.035,156938.19,21946.85,43854.04,95324.96,1490728.74,101445.31,210500.92,816.69
8.271,132087.83,17541.97,77368.04,89561.38,1403805.79,74911.15,199097.51,750.02
8.507,138586.95,17241.68,17108.23,89762.41,1582011.36,68785.90,225120.56,450.01
8.743,147709.79,19844.39,3200.29,93012.60,1717143.01,57344.48,277625.07,466.67
8.979,148667.70,24183.08,2300.15,104074.49,1810028.17,66075.42,250236.27,716.68
9.215,157795.69,19877.76,8101.85,108601.81,1685907.65,55087.20,228532.54,366.67
9.450,165313.42,19310.47,3600.37,104376.26,1829701.21,44406.68,238941.48,316.67
9.687,151995.62,20611.93,1900.10,102129.79,2024627.39,46462.05,238062.52,366.67
9.923,143273.79,21346.12,2000.11,107763.32,1705167.03,44557.07,247394.96,416.67
10.159,147356.88,21613.11,1500.06,108803.05,1767293.40,38793.26,251352.61,366.67
10.395,168694.89,17108.22,1900.10,110748.49,1796753.95,33883.01,238772.43,250.00
10.631,165666.68,19744.28,1500.06,106790.74,1718332.07,26920.84,256698.62,266.67
10.867,151037.52,18943.41,1000.03,107059.03,1883280.71,25568.80,254363.78,250.00
11.103,148768.55,22914.74,2700.21,107830.41,1882585.59,24417.15,266312.12,216.67
11.339,153155.47,21946.85,3800.41,111452.95,1773583.05,23415.77,264145.24,233.33
11.575,171824.60,25084.33,1800.09,112492.87,1906698.68,22814.97,259913.81,4067.17
11.811,163042.64,20912.28,1500.06,107897.48,1733312.34,20812.46,266718.43,216.67
12.047,146399.05,19710.91,2200.14,116586.14,1809999.45,17658.97,286775.76,233.33
12.283,148516.47,20244.84,1200.04,106857.81,1743381.29,17108.42,239380.93,250.00
12.519,166524.61,19777.65,800.02,108367.04,1791595.94,16357.70,252875.04,266.67
12.755,164758.33,18476.25,1600.07,100654.62,1819138.13,12254.32,250709.89,483.34
12.991,147155.23,21079.14,900.02,108534.73,1744156.87,11453.77,248917.01,250.00
13.228,145995.77,20845.53,2100.12,110681.41,1815433.24,9702.71,271019.31,300.00
13.464,152046.04,19043.51,1100.03,110211.81,1925171.14,10453.14,266820.03,150.00
13.700,160368.52,20278.21,400.00,103537.99,1629226.40,8502.08,249322.91,383.34
13.936,150129.87,20745.41,1200.04,103906.85,1724943.40,8452.06,261538.58,283.34
14.172,154971.10,19310.47,500.01,106354.77,1704690.27,7901.80,260963.09,216.67
14.408,148264.37,19577.43,1000.03,98375.08,1763175.04,7301.53,248172.91,133.33
14.644,153205.91,21346.12,1000.03,96397.46,1762399.45,6151.09,240733.22,283.34
14.880,145844.52,20678.67,400.00,100889.30,1651208.44,6651.27,270680.59,250.00
15.116,152701.61,20378.32,800.02,105516.40,1707947.11,5450.85,243911.58,116.67
15.352,145894.94,21079.14,800.02,100654.62,1690922.11,5350.82,255987.96,300.00
15.588,167382.61,20511.81,600.01,106790.74,1704569.57,5150.76,255480.41,216.67
15.824,159611.80,21846.73,800.02,101660.39,1746563.52,4550.60,249627.33,133.33
16.060,167433.07,21412.87,600.01,100956.34,1745805.31,5901.00,244148.31,133.33
16.296,165414.36,21546.37,300.00,103739.17,1641392.03,4800.66,218366.28,250.00
16.532,191422.88,23582.28,1000.03,100654.62,1674540.27,5100.75,236304.81,300.00
16.768,202544.82,24950.81,400.00,101090.44,1695482.66,4650.62,238163.94,133.33
17.004,177732.12,25585.04,200.00,99011.98,1653144.18,4450.57,245839.18,300.00
17.240,169048.22,23348.64,200.00,95492.55,1649715.08,5450.85,230323.21,300.00
17.476,174348.94,25585.04,800.02,100822.24,1592608.92,4800.66,241815.16,216.67
17.712,184854.04,25618.42,300.00,97302.45,1609777.48,3600.37,244554.07,116.67
17.948,192736.93,26486.36,300.00,95257.94,1609139.88,3950.45,245365.73,216.67
18.184,201786.27,24049.57,800.02,95693.65,1723007.66,3950.45,235696.42,300.00
18.420,183237.47,21946.85,500.01,103001.52,1558639.29,3600.37,250337.77,116.67
18.656,160217.18,24650.39,300.00,96565.04,1681754.73,3850.43,237487.88,300.00
18.892,176873.66,24316.60,300.00,97067.82,1664229.92,3000.26,241984.22,316.67
19.128,173288.68,22747.86,900.02,103202.70,1728504.53,3900.44,240733.22,150.00
19.364,184803.52,21880.11,1200.04,95224.42,1564320.05,2650.20,225661.06,250.00
19.600,165616.21,20845.53,200.00,99112.54,1614544.96,3700.39,225897.48,233.33
19.836,162639.01,21546.37,600.01,98777.32,1556950.52,3250.30,221776.88,316.67
20.072,138939.66,21779.98,200.00,94219.02,1579277.18,3150.29,212661.01,433.34
20.308,142164.97,21579.74,900.02,96866.72,1653724.26,4000.46,230154.27,283.34
20.544,137276.85,20778.79,400.00,90566.52,1601879.63,3200.29,237048.43,300.00
20.780,133699.80,20211.47,800.02,97067.82,1486081.87,3950.45,217252.07,266.67
21.016,144937.15,17642.07,300.00,97168.37,1598370.06,3850.43,234175.53,150.00
21.252,125893.23,17174.95,600.01,92141.37,1579914.78,3750.40,225593.49,383.34
21.488,121966.07,17308.41,0.00,97470.05,1615492.71,4500.58,233769.98,216.67
21.724,110189.70,15473.39,100.00,98609.73,1634177.77,3450.34,208341.10,266.67
21.960,108378.65,14639.35,200.00,89125.84,1520275.52,2750.22,231505.86,300.00
22.197,106215.68,14839.52,500.01,89058.84,1529908.14,3900.44,212964.78,283.34
