C:\ICPMH\1\DATA\12G13l01.B\610_7.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:28:17 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,0.00,66.67,900.02,300.00,16307.58,2200.14,0.00,0.00
0.482,0.00,0.00,600.01,433.34,18309.56,1550.07,0.00,0.00
0.718,100.00,0.00,600.01,466.67,17608.84,2950.25,66.67,16.67
0.954,300.00,66.67,300.00,333.34,18209.45,3200.29,0.00,0.00
1.190,0.00,0.00,400.00,300.00,14455.96,2000.11,0.00,0.00
1.426,250.00,0.00,600.01,66.67,14956.38,3000.26,0.00,0.00
1.662,450.01,0.00,400.00,100.00,15807.13,2350.16,0.00,0.00
1.898,100.00,66.67,1000.03,233.33,16858.10,2500.18,0.00,0.00
2.135,100.00,0.00,0.00,333.34,17358.59,2150.13,0.00,0.00
2.371,150.00,33.33,200.00,266.67,17558.79,2750.22,0.00,0.00
2.607,200.00,200.00,400.00,366.67,17058.30,1550.07,0.00,0.00
2.843,250.00,0.00,100.00,400.00,17708.94,2400.17,0.00,0.00
3.079,150.00,100.00,500.01,366.67,15957.26,2100.13,0.00,0.00
3.315,100.00,66.67,200.00,166.67,20261.70,1800.09,0.00,0.00
3.551,300.00,33.33,500.01,266.67,19410.75,2050.12,0.00,0.00
3.787,50.00,0.00,800.02,466.67,15907.21,2150.13,100.00,0.00
4.023,50.00,0.00,200.00,466.67,15406.77,2550.19,0.00,0.00
4.259,300.00,66.67,0.00,400.00,16657.91,3300.31,0.00,0.00
4.495,250.00,0.00,300.00,433.34,17208.44,2400.17,0.00,0.00
4.731,150.00,0.00,300.00,366.67,15056.47,2700.21,0.00,0.00
4.967,100.00,0.00,700.01,100.00,18459.71,2950.25,0.00,0.00
5.203,250.00,0.00,500.01,266.67,18659.93,1900.10,0.00,0.00
5.439,100.00,0.00,0.00,233.33,15406.77,2600.19,0.00,0.00
5.674,150.00,0.00,600.01,433.34,16758.01,2850.23,0.00,0.00
5.911,350.00,0.00,700.01,433.34,16758.01,2450.17,0.00,0.00
6.147,100.00,0.00,200.00,366.67,16307.58,1900.10,0.00,0.00
6.383,400.00,66.67,600.01,533.34,18960.25,1950.11,0.00,0.00
6.619,300.00,33.33,300.00,400.00,19310.63,2500.18,0.00,0.00
6.855,500.01,33.33,100.00,333.34,18659.93,2300.15,0.00,0.00
7.091,250.00,0.00,100.00,500.01,16257.54,2800.23,0.00,0.00
7.327,0.00,0.00,400.00,500.01,17508.74,2400.17,0.00,0.00
7.563,0.00,0.00,300.00,533.34,16457.72,2100.13,0.00,0.00
7.799,550.01,0.00,500.01,600.01,87367.21,2650.20,0.00,0.00
8.035,200.00,0.00,400.00,666.68,15807.13,2000.11,0.00,0.00
8.271,350.00,33.33,600.01,233.33,16457.72,1800.09,0.00,0.00
8.507,300.00,0.00,1900.10,233.33,17658.89,2400.17,0.00,0.00
8.743,0.00,66.67,300.00,300.00,15656.99,2700.21,0.00,0.00
8.979,150.00,33.33,300.00,200.00,18259.51,2300.15,0.00,0.00
9.215,300.00,0.00,400.00,333.34,16507.77,2400.17,33.33,0.00
9.450,0.00,66.67,700.01,200.00,17208.44,1900.10,0.00,0.00
9.687,100.00,66.67,0.00,566.68,17208.44,2150.13,0.00,0.00
9.923,300.00,0.00,0.00,533.34,15606.95,2200.14,0.00,0.00
10.159,100.00,33.33,1100.03,466.67,15957.26,3250.30,0.00,0.00
10.395,0.00,0.00,400.00,300.00,16207.49,2200.14,0.00,0.00
10.631,0.00,0.00,400.00,433.34,16607.86,2650.20,0.00,0.00
10.867,300.00,0.00,100.00,533.34,15256.64,3350.32,0.00,0.00
11.104,200.00,0.00,500.01,300.00,17358.59,2650.20,0.00,0.00
11.340,100.00,0.00,400.00,400.00,16808.06,2700.21,0.00,0.00
11.576,50.00,0.00,200.00,500.01,15606.95,1600.07,0.00,0.00
11.812,50.00,33.33,300.00,466.67,17058.30,3100.28,0.00,0.00
12.048,300.00,66.67,300.00,566.68,18810.09,2700.21,33.33,0.00
