C:\ICPMH\1\DATA\12G13l01.B\414_9.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:00:53 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,66.67,1000.03,200.00,16858.10,2900.24,0.00,0.00
0.482,50.00,33.33,1000.03,400.00,16107.40,2050.12,0.00,0.00
0.718,0.00,0.00,600.01,400.00,16908.15,2250.15,0.00,0.00
0.954,100.00,0.00,0.00,333.34,19360.69,2400.17,0.00,0.00
1.190,200.00,0.00,200.00,366.67,17258.49,2150.13,0.00,0.00
1.426,0.00,0.00,0.00,366.67,16657.91,2400.17,0.00,0.00
1.662,100.00,0.00,1000.03,400.00,17258.49,2300.15,0.00,0.00
1.898,0.00,133.33,500.01,666.68,18960.25,1850.10,0.00,0.00
2.134,0.00,0.00,600.01,400.00,17258.49,2700.21,0.00,0.00
2.370,50.00,0.00,200.00,333.34,15957.26,2300.15,0.00,0.00
2.606,0.00,66.67,700.01,566.68,16557.82,1800.09,0.00,0.00
2.842,250.00,33.33,0.00,266.67,14606.08,2950.25,0.00,0.00
3.078,200.00,0.00,400.00,400.00,19761.13,3050.27,466.67,3917.14
3.314,62108.07,12671.17,480817.30,2333.49,58597.79,60505.18,13972.43,102873.83
3.550,196477.45,23315.26,409463.22,15206.59,329722.40,130135.59,53317.18,166833.34
3.786,133498.29,24617.01,503636.34,34366.97,537775.16,132301.86,93591.39,7868.57
4.022,184096.26,22347.35,462439.12,49803.93,769216.18,116992.59,137254.28,5184.16
4.258,150230.73,17975.74,2282359.82,59032.50,974031.96,74860.95,150600.39,3533.72
4.494,127957.88,18709.83,102478.76,69872.22,1104645.14,65924.85,177155.65,2666.88
4.730,127957.88,16507.65,174250.05,67195.11,1061338.50,38392.37,192488.38,2250.16
4.966,122771.56,15006.32,125038.33,78910.42,1041553.05,30677.05,214922.61,1383.39
5.202,141812.17,19911.13,21312.77,79345.72,1289300.52,21613.44,235730.25,1433.40
5.439,150079.46,22347.35,79678.22,80551.21,1349697.98,25518.73,215732.83,433.34
5.674,181014.93,24016.19,3400.33,87886.27,1283682.94,19260.67,226539.31,366.67
5.911,196578.56,29057.03,2700.21,91236.65,1527742.61,17658.97,232992.73,416.67
6.147,196123.58,25284.61,4100.47,91370.67,1427505.31,15657.05,258221.56,350.00
6.383,191978.81,24850.67,11503.72,89494.37,1444530.31,8101.89,235730.25,366.67
6.619,163446.33,23315.26,1200.04,90868.08,1447959.41,8852.26,256969.36,300.00
6.855,152449.48,18442.88,7901.76,80316.77,1483244.37,7651.69,235290.86,200.00
7.091,154113.70,18709.83,2200.14,86311.82,1539247.69,6401.18,227417.65,83.33
7.327,156332.89,17174.95,21112.53,80316.77,1606026.70,6251.12,249458.24,283.34
7.563,181520.02,21779.98,2400.16,89829.41,1842424.06,5450.85,256563.25,266.67
