C:\ICPMH\1\DATA\12G13l01.B\424_12.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:32:27 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,0.00,400.00,300.00,16858.10,2750.22,0.00,0.00
0.482,100.00,0.00,400.00,533.34,15707.04,2800.23,0.00,0.00
0.718,200.00,66.67,200.00,166.67,16707.96,2400.17,0.00,0.00
0.954,0.00,66.67,1000.03,333.34,17308.54,2150.13,0.00,0.00
1.190,0.00,0.00,500.01,300.00,16207.49,2350.16,0.00,0.00
1.426,150.00,0.00,700.01,300.00,17809.04,3100.28,0.00,0.00
1.662,100.00,66.67,700.01,566.68,18459.71,2000.11,0.00,0.00
1.898,200.00,0.00,300.00,266.67,16507.77,2350.16,0.00,0.00
2.134,250.00,66.67,200.00,500.01,15406.77,3050.27,0.00,0.00
2.370,150.00,66.67,200.00,233.33,17708.94,2300.15,0.00,0.00
2.606,50.00,0.00,300.00,500.01,17758.99,3100.28,0.00,0.00
2.842,0.00,66.67,1100.03,333.34,17708.94,2650.20,0.00,0.00
3.078,200.00,33.33,300.00,466.67,16357.63,2750.22,0.00,0.00
3.314,200.00,0.00,500.01,500.01,16257.54,1650.08,0.00,0.00
3.550,250.00,133.33,800.02,333.34,19510.86,2400.17,0.00,0.00
3.786,150.00,66.67,200.00,666.68,16858.10,2400.17,0.00,0.00
4.022,200.00,0.00,900.02,333.34,17358.59,3050.27,0.00,0.00
4.258,50.00,33.33,300.00,466.67,18459.71,2900.24,0.00,0.00
4.494,100.00,0.00,100.00,333.34,18609.88,2300.15,0.00,0.00
4.730,2950.24,4067.13,45458.07,2833.56,31979.15,38993.71,9035.75,4667.34
4.966,234533.62,33498.16,928749.53,10903.39,198214.47,184575.27,66798.22,13121.95
5.202,382257.26,54416.37,1204041.82,31595.10,669859.93,574907.43,161331.94,9519.45
5.438,548618.81,78740.44,1017158.62,59132.83,858732.64,236245.44,233161.66,10286.58
5.674,642427.50,103600.59,590447.91,67563.20,1165001.78,204091.75,302478.95,9869.66
5.911,584534.29,72179.37,463054.84,86847.79,1352432.06,155593.64,287419.86,4450.61
6.147,493388.49,71476.55,230181.01,99615.38,1581235.88,105318.26,344878.26,2633.55
6.383,511539.86,59532.72,135010.88,86512.81,1590391.73,95260.45,307467.55,1666.75
6.619,452012.17,55319.15,194154.78,98039.88,1522722.40,65272.40,299968.17,1266.72
6.855,348373.05,51875.48,169100.68,106790.74,1663977.19,48266.96,299086.11,1866.77
7.091,317300.57,41214.32,56589.95,113365.12,1623580.21,38242.05,279454.82,1433.40
7.327,263433.28,38074.01,59900.78,104242.16,1589484.22,28222.91,310420.78,900.03
7.563,264803.38,31694.86,25718.60,104376.26,1718797.30,37540.52,293116.35,666.68
7.799,230633.16,31561.29,31828.47,110413.05,1756799.26,28924.06,291251.21,1616.75
8.035,217772.91,28890.09,23615.68,120546.10,1620805.80,33832.91,314766.61,816.69
8.271,229417.66,27521.26,24717.17,108467.65,1643189.88,23165.44,277658.93,800.02
8.507,203707.94,28723.16,17508.62,93682.82,1958078.17,27822.26,332670.87,700.02
8.743,197893.01,25618.42,20411.71,108299.94,1989060.98,26370.00,304039.82,350.00
8.979,222075.54,21512.99,17108.23,106958.42,1930024.65,23065.31,292777.22,900.03
9.215,172531.36,24683.77,10503.10,113197.37,1946458.05,22514.58,323563.48,500.01
9.450,147709.79,19110.25,9702.65,115747.27,1874004.14,22564.64,305533.05,833.35
9.687,156181.57,20545.18,9002.28,121519.47,1913608.64,19060.45,298068.37,650.01
9.923,152903.32,21279.38,15907.12,112794.79,1734104.92,18259.59,340660.75,550.01
10.159,160721.70,21479.62,10603.16,105985.87,1952483.44,21363.13,321864.88,400.00
10.395,152298.18,23649.03,21412.89,115780.84,1758631.48,15957.32,314698.67,666.68
10.631,151995.62,22080.35,9602.59,116183.49,1775179.73,15957.32,329034.15,516.67
10.867,163395.87,18309.41,9502.54,104745.13,1889920.55,12404.43,311507.14,533.34
11.103,135815.73,19243.73,10202.93,97972.84,1808075.24,11854.04,306822.76,566.68
11.339,132440.46,21346.12,10202.93,110077.61,1720015.08,13605.33,346340.99,366.67
11.575,162891.26,20011.24,13004.75,110077.61,1770596.13,9502.60,337804.37,616.68
11.811,140199.49,21012.39,7701.67,107327.33,2002576.41,8952.31,311031.88,416.67
12.047,157644.38,21546.37,4800.65,109205.54,1698843.01,8301.98,343211.53,633.35
12.283,170209.22,17942.37,6201.08,97738.19,1693483.83,8502.08,298170.09,450.01
12.519,175106.30,23382.01,5800.95,108299.94,1930650.82,7851.77,310318.92,550.01
12.755,165868.55,24950.81,4200.50,106019.42,1729687.93,7601.66,294574.65,583.34
12.991,176015.21,25518.28,5200.76,108299.94,1792342.62,8201.94,282538.71,500.01
13.226,176065.70,25685.19,5800.95,104711.60,1605940.56,5250.79,326009.77,600.01
13.463,197033.54,25151.09,3700.39,106388.30,1422898.66,6851.35,248443.46,366.67
13.699,217469.19,30559.54,3900.43,104610.99,1540218.49,5800.97,270443.54,500.01
13.935,222632.40,25384.75,4800.65,101727.45,1601672.79,5750.95,295286.92,400.00
14.171,182227.19,27421.10,6101.05,98375.08,1681898.28,5550.89,261843.20,333.34
14.407,185813.94,24817.29,4500.57,110547.24,1716425.04,6401.18,252435.23,583.34
