C:\ICPMH\1\DATA\12G13l01.B\414_10.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:05:21 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,150.00,66.67,600.01,366.67,15857.17,2000.11,0.00,0.00
0.483,150.00,66.67,400.00,366.67,16858.10,3850.43,0.00,0.00
0.719,200.00,0.00,300.00,466.67,17358.59,2550.19,0.00,0.00
0.955,0.00,0.00,200.00,133.33,17008.25,3000.26,0.00,0.00
1.191,200.00,0.00,500.01,233.33,17208.44,2500.18,0.00,0.00
1.427,100.00,0.00,200.00,433.34,16707.96,2600.19,0.00,0.00
1.663,400.00,0.00,600.01,433.34,17809.04,1950.11,0.00,0.00
1.898,250.00,0.00,400.00,366.67,18860.14,3450.34,0.00,0.00
2.135,150.00,33.33,400.00,300.00,20161.59,1400.06,0.00,0.00
2.371,200.00,0.00,1000.03,333.34,19460.80,1900.10,0.00,0.00
2.607,0.00,0.00,0.00,400.00,17508.74,2650.20,0.00,0.00
2.843,50.00,66.67,300.00,366.67,17108.35,2000.11,0.00,0.00
3.079,150.00,0.00,500.01,266.67,17859.09,1900.10,0.00,0.00
3.315,350.00,0.00,100.00,633.34,18760.03,2900.24,0.00,0.00
3.551,100.00,200.00,100.00,500.01,16858.10,2450.17,0.00,0.00
3.787,350.00,66.67,1000.03,333.34,18509.77,2250.15,0.00,0.00
4.023,150.00,0.00,300.00,433.34,18609.88,3350.32,0.00,0.00
4.259,200.00,0.00,600.01,500.01,16958.20,3150.29,0.00,0.00
4.495,300.00,0.00,400.00,733.35,14005.60,3000.26,0.00,0.00
4.731,150.00,0.00,300.00,166.67,17708.94,2350.16,0.00,0.00
4.967,450.01,66.67,500.01,400.00,17959.20,1950.11,0.00,0.00
5.203,150.00,0.00,700.01,233.33,18109.35,2000.11,66.67,0.00
5.439,150.00,0.00,700.01,900.02,18259.51,2300.15,0.00,0.00
5.674,200.00,66.67,300.00,300.00,16657.91,3150.29,0.00,0.00
5.911,200.00,133.33,300.00,333.34,18109.35,2150.13,0.00,0.00
6.147,0.00,0.00,200.00,200.00,19661.02,1950.11,0.00,83.33
