C:\ICPMH\1\DATA\12G13l01.B\412_13.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:43:49 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,33.33,300.00,333.34,18609.88,2550.19,0.00,0.00
0.482,50.00,0.00,200.00,366.67,16808.06,2700.21,0.00,0.00
0.718,100.00,33.33,700.01,533.34,16157.44,2750.22,0.00,0.00
0.954,250.00,0.00,100.00,533.34,17909.14,2150.13,0.00,0.00
1.190,100.00,66.67,500.01,433.34,16207.49,2900.24,0.00,0.00
1.426,250.00,0.00,500.01,333.34,18159.40,2100.13,0.00,0.00
1.662,300.00,0.00,600.01,600.01,18009.25,2500.18,0.00,0.00
1.898,150.00,66.67,700.01,466.67,18459.71,2300.15,0.00,0.00
2.134,0.00,0.00,600.01,466.67,16057.35,2300.15,0.00,0.00
2.370,400.00,0.00,700.01,266.67,17708.94,2500.18,0.00,0.00
2.606,350.00,66.67,300.00,633.34,18509.77,2850.23,0.00,0.00
2.842,50.00,0.00,400.00,200.00,15406.77,2500.18,0.00,0.00
3.078,300.00,66.67,300.00,400.00,18309.56,1900.10,0.00,0.00
3.314,150.00,66.67,800.02,400.00,18960.25,2500.18,0.00,0.00
3.550,250.00,0.00,100.00,566.68,18609.88,3200.29,0.00,0.00
3.786,200.00,0.00,800.02,333.34,17558.79,2150.13,0.00,66.67
4.022,550.01,0.00,500.01,333.34,17058.30,2700.21,0.00,0.00
4.258,200.00,0.00,400.00,400.00,20211.65,2050.12,0.00,0.00
4.494,100.00,33.33,500.01,366.67,18609.88,2300.15,0.00,0.00
4.730,100.00,66.67,200.00,433.34,19160.47,3150.29,0.00,0.00
4.966,150.00,0.00,1000.03,500.01,18459.71,2600.19,0.00,0.00
5.202,250.00,0.00,400.00,300.00,16257.54,3300.31,0.00,0.00
5.438,0.00,0.00,500.01,333.34,14806.25,2200.14,0.00,0.00
5.674,300.00,0.00,0.00,600.01,18409.66,2650.20,0.00,0.00
5.910,300.00,100.00,400.00,100.00,21713.44,5050.73,200.00,350.00
6.147,13605.19,966.69,48165.18,2000.11,47965.54,38041.61,8502.13,816.69
6.383,43703.53,6401.15,100986.11,12671.24,228884.75,153172.26,49204.75,933.36
6.619,97415.61,10903.34,88017.42,28823.66,762481.32,139709.50,114183.86,1283.38
6.855,89323.36,17975.74,73752.72,55052.92,841684.88,154937.80,134566.15,1366.72
7.091,161125.32,20111.36,97164.89,72850.97,1068770.34,147322.00,166750.72,1133.37
