C:\ICPMH\1\DATA\12G13l01.B\414_2.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:29:22 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,150.00,0.00,700.01,433.34,16958.20,2250.15,0.00,0.00
0.482,0.00,0.00,200.00,233.33,19560.91,2500.18,0.00,0.00
0.718,200.00,0.00,800.02,133.33,18810.09,2500.18,0.00,0.00
0.954,650.01,0.00,500.01,366.67,18259.51,2150.13,0.00,0.00
1.190,150.00,0.00,800.02,566.68,16307.58,2400.17,0.00,0.00
1.426,0.00,0.00,400.00,466.67,15957.26,2100.13,0.00,0.00
1.662,200.00,33.33,700.01,233.33,18359.61,3350.32,0.00,0.00
1.898,100.00,0.00,200.00,233.33,18409.66,1900.10,0.00,0.00
2.134,200.00,0.00,700.01,433.34,17458.69,2500.18,0.00,0.00
2.370,450.01,66.67,700.01,466.67,16157.44,3450.34,0.00,0.00
2.606,100.00,33.33,600.01,233.33,16958.20,2900.24,0.00,0.00
2.842,150.00,0.00,800.02,433.34,19410.75,2950.25,0.00,0.00
3.078,50.00,0.00,400.00,233.33,17558.79,2450.17,0.00,0.00
3.314,50.00,33.33,0.00,466.67,16357.63,3150.29,0.00,0.00
3.551,400.00,66.67,800.02,266.67,17158.40,2550.19,0.00,0.00
3.787,550.01,0.00,400.00,366.67,17708.94,2200.14,0.00,0.00
4.023,250.00,0.00,400.00,600.01,17959.20,2800.23,0.00,0.00
4.259,450.01,0.00,600.01,300.00,15256.64,2150.13,0.00,0.00
4.495,0.00,0.00,400.00,233.33,16507.77,5500.87,566.68,816.69
4.731,26018.99,4400.54,175562.89,3233.63,84804.67,74358.79,26287.07,4767.36
4.967,232254.06,31394.33,541835.61,14739.52,357764.31,227834.21,90441.01,5384.22
5.203,450473.98,69535.54,442029.50,40279.53,701252.75,320835.36,169410.27,5334.21
5.439,687358.36,93243.56,330545.59,56323.61,889880.10,294067.90,281826.99,3550.39
5.674,746675.46,106417.13,229674.57,70441.16,1290495.24,281969.78,266278.28,2816.91
5.911,777294.21,100248.15,63613.64,87685.26,1406516.93,196808.48,276710.26,3433.70
6.147,783142.06,89491.05,30025.34,88422.29,1486449.54,151053.86,285351.99,1683.42
6.383,603863.20,83193.96,70238.53,109138.45,1489539.78,111607.35,263197.29,700.02
6.619,513083.17,73116.51,7601.63,89829.41,1574055.99,71195.59,294744.21,1050.03
6.855,456217.34,60636.43,15106.42,103839.77,1711450.82,62462.09,251420.27,550.01
7.091,389818.49,50237.45,5100.73,106857.81,1670444.96,53732.97,249999.45,500.01
7.327,318471.22,42717.86,1300.05,100621.10,1655183.24,41599.75,250405.39,583.34
7.563,256838.04,37806.77,7301.50,103236.22,1685775.43,32730.81,253754.73,350.00
