C:\ICPMH\1\DATA\12G13l01.B\412_18.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:12:16 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,250.00,0.00,100.00,233.33,18960.25,2700.21,0.00,0.00
0.482,150.00,0.00,300.00,266.67,18059.30,2850.23,0.00,0.00
0.718,300.00,0.00,500.01,333.34,18509.77,2900.24,0.00,0.00
0.954,100.00,0.00,200.00,333.34,18159.40,2800.23,0.00,0.00
1.190,100.00,66.67,500.01,333.34,16958.20,2750.22,0.00,33.33
1.426,100.00,66.67,0.00,400.00,16808.06,3150.29,0.00,0.00
1.662,200.00,33.33,1000.03,466.67,18359.61,2950.25,0.00,0.00
1.898,0.00,66.67,300.00,300.00,18810.09,2050.12,0.00,0.00
2.134,0.00,33.33,500.01,300.00,17758.99,3550.36,0.00,0.00
2.370,0.00,0.00,200.00,100.00,18459.71,2450.17,0.00,0.00
2.606,100.00,0.00,300.00,433.34,17208.44,2650.20,0.00,0.00
2.842,200.00,0.00,500.01,333.34,16908.15,2600.19,0.00,0.00
3.078,300.00,0.00,600.01,466.67,20812.35,2800.23,0.00,0.00
3.314,100.00,66.67,1200.04,700.01,18009.25,3000.26,0.00,0.00
3.550,0.00,0.00,0.00,333.34,15757.08,2450.17,0.00,0.00
3.786,300.00,0.00,600.01,566.68,17308.54,1800.09,0.00,0.00
4.022,350.00,100.00,400.00,266.67,17658.89,2050.12,0.00,0.00
4.258,50.00,66.67,800.02,233.33,22264.13,2850.23,0.00,0.00
4.494,250.00,33.33,400.00,433.34,18159.40,2100.13,0.00,0.00
4.730,100.00,0.00,700.01,333.34,18209.45,3100.28,0.00,0.00
4.966,250.00,0.00,400.00,266.67,16808.06,2550.19,0.00,0.00
5.202,200.00,0.00,800.02,533.34,17758.99,3150.29,0.00,0.00
5.439,100.00,66.67,0.00,500.01,17608.84,3700.39,66.67,0.00
5.674,700.01,433.34,6701.26,466.67,22514.45,8652.16,2400.17,1016.70
5.911,31778.32,5867.63,94550.84,6501.20,129325.34,183362.55,43154.95,1866.77
6.147,87665.16,14706.07,85203.76,33331.64,625774.77,233711.50,147742.04,1083.37
6.383,155324.14,22147.11,64015.09,60035.89,801516.33,253333.65,163485.76,1150.04
6.619,198297.43,24116.32,58696.77,68098.59,1049613.01,172148.67,204595.82,900.03
6.855,219341.95,26753.42,19410.59,85608.39,1569862.93,147977.52,255514.23,933.36
7.091,225062.63,31327.54,100583.85,81589.30,1609346.72,125552.03,268445.42,616.68
7.327,220000.00,28689.77,4300.52,106287.69,1805025.24,65272.40,299594.96,416.67
7.563,240563.21,30225.64,6601.23,114572.94,1815105.90,51877.33,287182.56,383.34
7.799,238637.60,29691.41,5400.82,118566.01,1717706.09,43504.40,305193.66,350.00
8.035,274193.83,31494.50,2200.14,131188.72,1847627.97,44005.66,306177.84,266.67
8.271,241070.02,33397.97,5900.98,114908.45,1906980.12,35085.40,311269.44,400.00
8.507,260794.90,34299.68,1200.04,113667.09,1888358.25,37039.44,280674.78,266.67
8.743,270183.28,33164.20,800.02,125547.67,1916790.67,32530.43,295252.94,150.00
8.979,306209.04,42483.97,1000.03,115445.31,2063427.59,24967.93,310930.02,200.00
9.215,329468.46,41581.84,800.02,108568.26,1863590.47,26069.55,283521.65,266.67
9.450,346231.89,43586.63,1700.08,113432.23,1771526.60,28222.91,295286.92,200.00
9.687,357960.31,41849.13,1200.04,108903.66,1835904.73,18810.18,298000.53,433.34
9.923,322747.13,49401.78,800.02,118700.25,1660507.85,15957.32,273559.71,516.67
10.159,353115.02,45324.29,1900.10,112761.27,1781050.04,12404.43,304548.83,283.34
10.395,304378.08,44722.78,1000.03,93012.60,1862866.64,10753.33,295931.39,333.34
10.631,334765.85,39944.77,1100.03,105449.33,1706321.52,9702.71,285013.03,366.67
10.867,269574.13,33397.97,1400.06,110413.05,1719130.51,9202.44,260184.59,233.33
11.103,228556.69,34065.90,600.01,102800.34,1680031.48,7551.64,269664.56,83.33
11.339,216305.16,27387.72,200.00,107427.95,1732605.70,7501.62,257883.08,283.34
11.575,186521.28,31260.76,400.00,109172.00,1786139.30,6601.25,259135.32,266.67
11.811,198904.14,26319.45,400.00,99481.29,1590460.68,6051.05,280098.67,283.34
12.047,191170.17,23348.64,500.01,99615.38,1797782.27,5700.94,256495.59,216.67
12.283,182631.29,24016.19,700.01,100654.62,1709871.33,7251.51,291454.69,283.34
12.519,174399.42,22380.73,500.01,109272.63,1789229.53,6851.35,278709.38,283.34
