C:\ICPMH\1\DATA\12G13l01.B\414_4.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  03:38:21 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,100.00,0.00,100.00,400.00,19761.13,1950.11,0.00,0.00
0.482,450.01,0.00,400.00,600.01,17658.89,3150.29,0.00,0.00
0.718,50.00,0.00,500.01,166.67,19160.47,2250.15,0.00,0.00
0.954,100.00,0.00,800.02,533.34,18760.03,3200.29,0.00,0.00
1.190,50.00,0.00,500.01,466.67,18259.51,3250.30,0.00,0.00
1.426,0.00,33.33,400.00,266.67,19160.47,2400.17,0.00,0.00
1.662,150.00,0.00,500.01,500.01,19761.13,3300.31,0.00,0.00
1.898,100.00,0.00,1000.03,266.67,17708.94,2650.20,0.00,0.00
2.134,150.00,0.00,300.00,533.34,18559.82,2050.12,0.00,0.00
2.370,50.00,0.00,200.00,500.01,15857.17,2300.15,0.00,0.00
2.606,0.00,0.00,900.02,466.67,14956.38,3000.26,0.00,16.67
2.842,100.00,0.00,400.00,400.00,18760.03,2950.25,0.00,0.00
3.078,0.00,0.00,300.00,200.00,16607.86,3150.29,0.00,0.00
3.314,250.00,66.67,300.00,400.00,17608.84,2550.19,0.00,0.00
3.550,50.00,0.00,100.00,533.34,16057.35,3250.30,0.00,0.00
3.786,200.00,33.33,400.00,300.00,17458.69,3350.32,0.00,0.00
4.022,100.00,0.00,200.00,300.00,17909.14,3250.30,0.00,0.00
4.259,300.00,33.33,1300.05,233.33,18910.19,1900.10,0.00,0.00
4.495,150.00,0.00,500.01,600.01,17508.74,1550.07,0.00,0.00
4.731,100.00,66.67,700.01,333.34,16758.01,3400.33,0.00,0.00
4.967,350.00,33.33,400.00,300.00,18059.30,2750.22,0.00,0.00
5.203,0.00,0.00,0.00,433.34,19110.41,2500.18,0.00,0.00
5.439,50.00,266.67,2000.11,633.34,24266.79,12554.54,3800.43,783.35
5.674,32279.22,6667.92,87816.43,7368.21,160329.97,109343.02,35604.07,2216.82
5.911,109183.54,14706.07,203053.36,32329.77,495917.59,265208.97,85884.03,1700.09
6.147,152247.75,20878.90,79979.56,50372.22,880525.02,221351.18,124288.01,1200.04
6.383,177833.11,25985.62,96461.07,59868.66,1089117.31,223224.93,140110.86,1116.71
6.619,225670.24,30526.15,54082.17,81991.16,1227030.50,200196.83,168534.95,950.03
6.855,243147.98,31828.43,98874.28,75830.21,1172876.69,162405.56,178570.38,916.69
7.091,229113.80,25451.51,33030.66,87551.28,1500234.90,132301.86,215125.17,533.34
7.327,241576.76,35368.43,10202.93,100051.18,1523038.32,106173.45,237420.30,600.01
7.563,222885.53,35969.64,6101.05,87517.78,1536502.18,81591.13,217387.13,483.34
7.799,246594.85,29324.13,7601.63,102096.23,1470659.41,60655.70,236000.61,400.00
8.035,250802.96,36036.44,8502.03,86378.83,1414179.33,51074.96,226505.56,300.00
8.271,254758.50,35502.04,2400.16,95123.88,1283889.68,43855.28,225559.69,366.67
8.507,242945.22,33999.11,1300.05,95693.65,1402645.54,30877.42,244080.67,200.00
8.743,242691.80,31828.43,1100.03,93314.19,1614608.14,30076.01,227552.79,333.34
8.979,211902.71,32195.76,1300.05,105616.99,1613407.65,25518.73,241510.86,250.00
