C:\ICPMH\1\DATA\12G13l01.B\412_14.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  02:48:03 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,200.00,0.00,100.00,533.34,19060.36,1950.11,0.00,0.00
0.482,250.00,33.33,0.00,300.00,19460.80,2300.15,0.00,0.00
0.718,150.00,0.00,0.00,600.01,18309.56,2950.25,0.00,0.00
0.954,0.00,100.00,1200.04,333.34,17358.59,2550.19,0.00,0.00
1.190,350.00,0.00,100.00,600.01,19310.63,2650.20,0.00,0.00
1.426,50.00,66.67,500.01,433.34,17859.09,2600.19,0.00,0.00
1.662,200.00,66.67,400.00,400.00,16657.91,2300.15,0.00,0.00
1.898,250.00,0.00,400.00,200.00,17809.04,2700.21,0.00,0.00
2.134,50.00,0.00,600.01,366.67,20211.65,2700.21,0.00,0.00
2.370,50.00,66.67,200.00,266.67,16057.35,2900.24,0.00,0.00
2.606,50.00,0.00,600.01,566.68,16157.44,3200.29,0.00,0.00
2.842,100.00,0.00,600.01,666.68,18159.40,2750.22,0.00,0.00
3.078,50.00,0.00,600.01,300.00,18709.98,2550.19,0.00,0.00
3.314,350.00,33.33,300.00,433.34,18810.09,2800.23,0.00,0.00
3.550,300.00,100.00,700.01,366.67,17308.54,3150.29,0.00,0.00
3.786,150.00,0.00,0.00,166.67,17258.49,3000.26,0.00,0.00
4.022,400.00,66.67,700.01,400.00,17058.30,2350.16,0.00,0.00
4.258,0.00,166.67,600.01,533.34,17258.49,2000.11,0.00,0.00
4.494,0.00,0.00,800.02,200.00,18259.51,2750.22,0.00,0.00
4.730,0.00,0.00,100.00,400.00,17809.04,2550.19,0.00,0.00
4.966,50.00,66.67,300.00,300.00,19160.47,2550.19,0.00,0.00
5.202,50.00,0.00,200.00,500.01,17458.69,2700.21,0.00,0.00
5.438,100.00,0.00,400.00,333.34,18910.19,2100.13,0.00,0.00
5.674,0.00,66.67,500.01,366.67,20161.59,2500.18,0.00,0.00
5.911,100.00,66.67,200.00,466.67,18559.82,2650.20,0.00,0.00
6.147,200.00,0.00,800.02,166.67,18059.30,1800.09,0.00,0.00
6.383,100.00,66.67,100.00,566.68,18810.09,3300.31,0.00,0.00
6.619,0.00,33.33,500.01,333.34,19761.13,2500.18,0.00,0.00
6.855,300.00,0.00,200.00,400.00,16808.06,2500.18,66.67,0.00
7.091,2050.12,1033.36,21513.01,1500.06,33431.85,22965.17,3867.11,1283.38
7.327,51574.55,7201.46,211551.64,6968.05,131088.37,136735.99,17442.32,4517.29
7.563,160015.37,18843.30,356744.91,17842.40,315412.63,206317.85,55089.51,4483.95
7.799,127706.06,19677.54,197996.81,34366.97,534373.40,225656.01,89737.26,2550.20
8.035,143223.38,19510.69,141964.74,40312.94,745264.08,217908.04,109419.22,1766.76
8.271,185258.23,22147.11,70539.72,53013.32,823448.65,175330.27,137455.93,1400.06
8.507,154063.25,22247.23,37740.03,60437.27,904237.72,145859.74,144480.72,700.02
8.743,179701.73,18943.41,65420.19,65388.31,1099804.52,119459.30,151306.63,750.02
8.979,160065.81,21679.86,13905.44,68366.29,1006173.56,86112.89,163317.50,400.00
9.215,148213.94,17608.70,13805.36,68734.40,1161681.76,58949.85,159279.28,383.34
9.450,137629.56,21279.38,8201.89,61240.05,1093099.24,56642.18,163418.46,283.34
9.687,142215.37,19877.76,7601.63,66927.43,1046324.93,36688.70,169241.93,166.67
9.923,135815.73,22380.73,2000.11,61775.25,983858.71,29124.39,151071.23,416.67
10.159,137327.24,19210.36,2700.21,63882.78,1051416.43,26770.61,170992.74,333.34
10.395,161680.31,23448.77,3700.39,64284.24,1097145.43,21313.06,160019.53,200.00
10.631,147608.96,20244.84,2100.12,68399.76,1236393.09,16958.27,162072.29,283.34
10.867,137629.56,17775.54,1700.08,61240.05,1214474.25,13955.60,160759.87,166.67
11.103,130375.30,19477.32,1000.03,67931.28,1273372.59,13205.02,181871.91,283.34
11.339,121663.99,15106.41,1900.10,70976.64,1112059.89,13104.94,167558.65,300.00
11.575,129770.90,16307.47,1600.07,71679.49,1081305.20,13104.94,165740.91,250.00
11.811,116781.48,15673.56,1100.03,67496.27,1132224.24,9602.65,169915.32,316.67
12.047,111548.12,16574.38,2000.11,72415.84,1036623.36,8702.18,148347.27,216.67
12.283,108932.00,15606.84,1400.06,64919.91,1119813.89,8452.06,164327.18,333.34
