C:\ICPMH\1\DATA\12G13l01.B\424_16.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  05:49:54 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.247,150.00,0.00,700.01,500.01,19010.31,2700.21,0.00,0.00
0.483,150.00,66.67,800.02,300.00,16758.01,2900.24,0.00,0.00
0.719,250.00,33.33,200.00,133.33,17608.84,1600.07,0.00,0.00
0.955,100.00,0.00,600.01,300.00,14806.25,2050.12,0.00,0.00
1.191,250.00,0.00,200.00,333.34,18910.19,2250.15,0.00,0.00
1.427,400.00,66.67,900.02,433.34,16758.01,2450.17,0.00,0.00
1.663,0.00,0.00,700.01,300.00,17008.25,3000.26,0.00,0.00
1.898,200.00,66.67,600.01,233.33,16457.72,2800.23,0.00,0.00
2.135,200.00,33.33,400.00,400.00,16307.58,3150.29,0.00,0.00
2.371,50.00,133.33,200.00,366.67,18409.66,2750.22,0.00,0.00
2.607,400.00,33.33,700.01,133.33,15206.60,2200.14,0.00,0.00
2.843,100.00,0.00,500.01,566.68,16307.58,2400.17,0.00,0.00
3.079,100.00,0.00,800.02,266.67,17458.69,2250.15,0.00,0.00
3.315,500.01,33.33,400.00,133.33,16557.82,3450.34,0.00,0.00
3.551,150.00,0.00,500.01,366.67,15707.04,2900.24,0.00,0.00
3.787,150.00,66.67,900.02,233.33,20461.94,2850.23,0.00,0.00
4.023,0.00,133.33,400.00,500.01,18109.35,1850.10,33.33,0.00
4.259,300.00,66.67,500.01,266.67,17058.30,2600.19,0.00,0.00
4.495,250.00,33.33,200.00,333.34,17108.35,3150.29,0.00,0.00
4.731,50.00,66.67,100.00,300.00,18609.88,3250.30,0.00,0.00
4.967,150.00,66.67,400.00,233.33,16057.35,2750.22,0.00,0.00
5.203,250.00,33.33,400.00,266.67,17358.59,2800.23,0.00,0.00
5.439,250.00,0.00,100.00,366.67,15757.08,1900.10,0.00,0.00
5.674,150.00,66.67,200.00,166.67,17608.84,2050.12,0.00,0.00
5.911,200.00,66.67,500.01,400.00,16357.63,2200.14,0.00,0.00
6.147,400.00,0.00,400.00,166.67,15506.86,2950.25,0.00,0.00
6.383,50.00,0.00,700.01,433.34,17258.49,1850.10,0.00,0.00
6.619,100.00,0.00,400.00,333.34,16958.20,2350.16,0.00,0.00
6.855,100.00,0.00,400.00,366.67,34083.11,2650.20,66.67,550.01
7.091,36587.53,7434.89,229168.05,6267.79,122526.77,247500.49,37975.89,10386.64
7.327,367501.64,32262.54,812560.17,23816.16,489079.50,340351.50,144413.46,58538.34
