C:\ICPMH\1\DATA\12G13l01.B\424_20.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  06:07:14 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,200.00,0.00,1000.03,400.00,16207.49,2800.23,0.00,0.00
0.482,100.00,0.00,400.00,366.67,20311.76,2800.23,0.00,0.00
0.718,300.00,0.00,200.00,700.01,17008.25,2100.13,0.00,0.00
0.954,250.00,66.67,800.02,433.34,15406.77,2000.11,0.00,0.00
1.190,0.00,0.00,500.01,300.00,19460.80,2850.23,0.00,0.00
1.426,150.00,0.00,100.00,500.01,16007.30,2650.20,0.00,0.00
1.662,200.00,0.00,400.00,266.67,18459.71,2250.15,0.00,0.00
1.898,250.00,0.00,600.01,533.34,16657.91,2850.23,0.00,0.00
2.134,200.00,0.00,400.00,300.00,16207.49,3000.26,0.00,0.00
2.370,200.00,0.00,300.00,533.34,15456.81,2350.16,0.00,0.00
2.606,100.00,0.00,800.02,266.67,17208.44,2900.24,0.00,0.00
2.842,50.00,33.33,200.00,233.33,17658.89,2800.23,0.00,0.00
3.078,150.00,0.00,300.00,400.00,15807.13,1850.10,0.00,0.00
3.314,100.00,33.33,0.00,200.00,16808.06,2400.17,0.00,0.00
3.550,100.00,33.33,400.00,133.33,14556.04,2750.22,0.00,0.00
3.786,250.00,0.00,500.01,500.01,15256.64,3250.30,0.00,0.00
4.022,50.00,0.00,400.00,333.34,17708.94,3150.29,0.00,0.00
4.258,0.00,0.00,0.00,66.67,15306.68,2850.23,0.00,0.00
4.494,400.00,66.67,600.01,266.67,17608.84,2750.22,0.00,0.00
4.730,100.00,0.00,600.01,433.34,15156.55,3050.27,0.00,0.00
4.966,100.00,66.67,600.01,366.67,16607.86,2750.22,0.00,0.00
5.202,100.00,0.00,500.01,400.00,17408.64,2450.17,0.00,0.00
5.438,250.00,0.00,500.01,433.34,14606.08,2800.23,0.00,0.00
5.674,0.00,66.67,800.02,266.67,17758.99,2800.23,0.00,0.00
5.910,100.00,0.00,500.01,533.34,18760.03,3000.26,0.00,0.00
6.146,150.00,0.00,100.00,166.67,17708.94,2400.17,0.00,0.00
6.382,150.00,0.00,100.00,300.00,17758.99,1800.09,0.00,0.00
6.618,100.00,0.00,900.02,366.67,15256.64,2050.12,0.00,0.00
6.854,300.00,0.00,600.01,333.34,16858.10,6801.33,1033.36,18043.32
7.090,25368.05,4367.20,390340.07,4567.26,116334.79,113268.04,20746.04,1418852.90
7.326,152449.48,18576.36,164558.33,29023.99,475513.78,202473.01,91915.58,150180.54
7.562,179449.21,24884.05,188797.50,51709.43,915658.22,202118.91,141556.17,63674.22
7.798,211649.74,28756.54,83596.16,65689.43,1117577.56,173512.15,225120.56,44644.43
8.034,274092.29,33665.14,39243.28,91605.23,1326366.05,140818.41,202504.24,21931.42
8.270,303310.09,40579.53,44756.28,88790.81,1617623.67,146263.10,271256.40,8969.14
8.506,312110.09,43152.24,23315.29,98408.60,1694242.03,99584.59,229377.17,7785.19
8.743,313025.89,37005.10,21212.65,97168.37,1499867.32,78275.94,231472.04,4217.21
8.979,291312.31,37272.31,2800.22,98207.48,1742088.91,66125.59,244926.11,4917.41
