C:\ICPMH\1\DATA\12G13l01.B\412_2.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  01:44:31 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,200.00,0.00,200.00,266.67,19160.47,2750.22,0.00,0.00
0.482,50.00,0.00,400.00,300.00,17909.14,2300.15,0.00,0.00
0.718,100.00,0.00,400.00,300.00,17959.20,2900.24,0.00,0.00
0.954,200.00,0.00,300.00,433.34,19911.30,2550.19,33.33,0.00
1.190,400.00,100.00,500.01,433.34,16758.01,2400.17,0.00,0.00
1.426,350.00,33.33,300.00,266.67,20361.82,2100.13,0.00,0.00
1.662,150.00,66.67,1100.03,166.67,18559.82,1550.07,0.00,0.00
1.898,200.00,100.00,600.01,400.00,17708.94,2700.21,0.00,0.00
2.134,100.00,0.00,500.01,100.00,17458.69,2400.17,0.00,0.00
2.370,200.00,0.00,300.00,266.67,18810.09,2800.23,0.00,0.00
2.606,200.00,0.00,600.01,500.01,17758.99,2300.15,0.00,0.00
2.842,100.00,0.00,600.01,400.00,19210.52,3000.26,0.00,0.00
3.078,250.00,0.00,200.00,766.68,17308.54,2350.16,0.00,0.00
3.314,500.01,100.00,500.01,466.67,18409.66,2100.13,0.00,0.00
3.550,250.00,66.67,200.00,300.00,19210.52,3750.40,0.00,0.00
3.787,100.00,0.00,200.00,600.01,18409.66,2150.13,0.00,0.00
4.023,200.00,100.00,200.00,366.67,16958.20,2800.23,0.00,0.00
4.259,200.00,0.00,600.01,466.67,18659.93,3350.32,0.00,0.00
4.495,150.00,66.67,800.02,366.67,17308.54,3650.38,0.00,0.00
4.731,0.00,33.33,100.00,200.00,16557.82,2700.21,0.00,0.00
4.967,100.00,0.00,300.00,266.67,17809.04,2950.25,0.00,0.00
5.203,200.00,133.33,800.02,333.34,18810.09,2950.25,266.67,0.00
5.439,150.00,0.00,200.00,366.67,19360.69,2200.14,0.00,0.00
5.674,150.00,0.00,300.00,266.67,19961.36,2550.19,0.00,0.00
5.911,100.00,133.33,800.02,266.67,19410.75,2950.25,0.00,0.00
6.147,150.00,0.00,1200.04,266.67,16758.01,2450.17,0.00,0.00
6.383,200.00,0.00,4500.57,1000.03,28222.71,15156.61,3300.32,416.67
