C:\ICPMH\1\DATA\12G13l01.B\610_6.D
Intensity Vs Time,CPS
Acquired      : Jul 13 2012  04:16:39 pm using AcqMethod Spider3.m
Time [Sec],Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba138
0.246,0.00,0.00,500.01,366.67,17658.89,2500.18,0.00,0.00
0.482,200.00,0.00,300.00,566.68,17809.04,2650.20,0.00,0.00
0.719,100.00,0.00,300.00,66.67,18309.56,1600.07,0.00,0.00
0.955,250.00,66.67,1400.06,266.67,18059.30,2900.24,0.00,0.00
1.191,350.00,33.33,200.00,333.34,17058.30,2400.17,0.00,0.00
1.427,200.00,0.00,1100.03,266.67,18309.56,2550.19,0.00,0.00
1.663,100.00,0.00,900.02,466.67,14756.21,2200.14,0.00,0.00
1.898,0.00,0.00,800.02,533.34,18009.25,2050.12,0.00,0.00
2.135,100.00,0.00,500.01,266.67,16958.20,2750.22,0.00,0.00
2.371,150.00,0.00,100.00,366.67,18109.35,3350.32,0.00,0.00
2.607,0.00,66.67,200.00,333.34,16657.91,2500.18,0.00,0.00
2.843,300.00,0.00,400.00,133.33,15957.26,2050.12,0.00,0.00
3.079,50.00,33.33,900.02,600.01,18409.66,2250.15,0.00,0.00
3.315,0.00,0.00,600.01,533.34,17008.25,2450.17,0.00,0.00
3.551,200.00,100.00,100.00,466.67,14656.13,2800.23,0.00,0.00
3.787,250.00,66.67,200.00,400.00,17809.04,2250.15,0.00,0.00
4.023,0.00,66.67,200.00,366.67,18860.14,1550.07,0.00,0.00
4.259,50.00,100.00,800.02,366.67,17758.99,2600.19,0.00,0.00
4.495,200.00,0.00,200.00,466.67,16507.77,2750.22,0.00,0.00
4.731,50.00,0.00,100.00,300.00,17158.40,2100.13,0.00,0.00
4.967,200.00,66.67,400.00,533.34,18259.51,2950.25,0.00,0.00
5.203,300.00,0.00,1000.03,100.00,16707.96,2700.21,0.00,0.00
5.439,150.00,0.00,100.00,500.01,18760.03,2850.23,0.00,0.00
5.674,350.00,0.00,600.01,266.67,18709.98,3400.33,0.00,0.00
5.911,250.00,0.00,300.00,233.33,16908.15,2200.14,0.00,0.00
6.147,100.00,0.00,1000.03,366.67,18359.61,2750.22,0.00,0.00
6.383,50.00,0.00,700.01,666.68,18659.93,2650.20,0.00,0.00
6.619,200.00,100.00,1000.03,366.67,18309.56,2900.24,0.00,0.00
6.855,200.00,0.00,400.00,233.33,18259.51,2250.15,0.00,0.00
7.091,150.00,66.67,700.01,166.67,17008.25,2750.22,0.00,0.00
7.327,250.00,0.00,400.00,333.34,16657.91,1900.10,0.00,0.00
7.563,150.00,0.00,300.00,433.34,17959.20,3150.29,0.00,0.00
7.799,50.00,0.00,1000.03,366.67,17558.79,2800.23,0.00,0.00
8.035,200.00,66.67,400.00,233.33,17208.44,2200.14,0.00,0.00
8.271,0.00,0.00,400.00,366.67,15707.04,2450.17,0.00,0.00
8.507,150.00,66.67,300.00,366.67,15707.04,1750.09,0.00,0.00
8.743,0.00,66.67,500.01,566.68,17859.09,2450.17,0.00,0.00
8.979,250.00,66.67,700.01,400.00,18409.66,1800.09,0.00,0.00
9.215,300.00,0.00,1000.03,366.67,17208.44,2550.19,0.00,33.33
9.450,0.00,33.33,500.01,600.01,15707.04,2850.23,0.00,33.33
9.688,100.00,0.00,300.00,100.00,17308.54,2450.17,0.00,0.00
9.924,600.01,33.33,0.00,400.00,15556.90,2550.19,0.00,0.00
10.160,200.00,0.00,800.02,400.00,15757.08,2200.14,0.00,0.00
10.396,200.00,0.00,800.02,366.67,18910.19,1950.11,0.00,0.00
10.632,0.00,0.00,200.00,400.00,16707.96,2500.18,0.00,0.00
10.868,100.00,0.00,800.02,366.67,18459.71,1900.10,0.00,0.00
11.104,300.00,66.67,900.02,366.67,16557.82,2350.16,0.00,0.00
11.340,50.00,0.00,0.00,266.67,18559.82,1050.03,0.00,0.00
11.576,150.00,33.33,300.00,233.33,18459.71,2250.15,0.00,33.33
