C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\0131.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 8:11:12 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.541,49,6,13,273.19,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.073,42,4,8,263.17,96.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.604,63,5,3,250.16,98.01,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2.135,49,4,1,236.14,89.01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.666,46,5,1,235.14,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.197,49,0,1,245.15,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.728,48,7,7,263.17,84.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
4.259,39,1,8,254.16,85.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79,39,5,8,280.2,81.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.321,52,2,7,249.16,93.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.852,63,5,3,233.14,80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.383,46,5,3,242.15,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.914,56,1,12,223.13,81.01,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7.445,48,0,7,271.19,83.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.977,55,4,6,291.21,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.508,29,4,8,293.22,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
9.039,40,3,6,264.18,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.57,49,5,7,261.17,79.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.101,44,1,11,259.17,111.01,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.632,50,2,5,265.18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.163,49,4,4,241.15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.694,56,4,3,290.21,80.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.225,54,2,7,265.18,88.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
12.756,41,4,4,240.15,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.287,63,6,3,244.15,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.818,50,10,3,252.16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.349,63,0,7,246.15,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
14.881,75,2,11,293.22,86.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.412,55,9,7,288.21,84.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15.943,53,1,8,223.13,99.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.474,52,4,3,244.15,82.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.005,48,5,4,225.13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.536,44,5,7,254.16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
18.067,52,1,10,266.18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.598,47,3,9,259.17,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.129,38,3,13,248.16,90.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.66,57,7,5,251.16,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.191,38,2,2,239.14,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.722,68,5,10,248.16,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21.253,58,0,12,284.2,79.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.785,31,8,2,261.17,93.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.316,45,4,9,220.12,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.847,61,19,4,243.15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.378,41,4,9,270.18,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.909,54,1,4,219.12,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.44,44,0,11,287.21,78.01,4,0,0,0,0,0,0,0,0,0,2,6,5,26,18,54.01,68.01,645.19,46,153.02,1546.8
24.971,53,6,21,1043.74,187.03,3,2,3467.75,3,4,11,0,2,0,42,63.01,238.16,474.64,936.49,599.02,1258.51,1077.31,12463.04,655.31,1788.39,14139.79
25.502,79,16,83.02,5652.57,860.62,2,2,17554.39,10,16,2,2,8,0,126.02,195.11,753.61,1233.3,2268.53,1560.91,3675.18,2917.16,32279.82,1520.69,3178.55,26976.43
26.033,127.01,14,91.02,9373.83,1219.25,3,0,26176.72,12,23,2,2,9,5,120.02,246.17,926.43,1642.63,2991.22,2135.92,4127.08,3450.76,43616.88,1740.22,3971.77,32883.63
26.564,155.01,6,89.02,10710.12,1501.9,0,0,30719.15,4,33,2,9,18,8,149.03,286.23,1097.4,1885.04,3336.34,2618.39,4550.38,3984.95,51315.48,1888.61,4332,36225.79
27.095,144.01,12,89.02,11483.73,1588.12,2,2,35961.49,1,16,0,2,16,0,156.03,325.3,1084.32,1938.61,3427.06,2447.96,4983.95,4216.29,50653.34,1929.73,4386.36,36837.04
27.626,117.01,4,57.01,11516.56,1539,2,0,34311.01,2,26,4,2,8,6,158.04,262.19,1126.59,1870.89,3507.62,2284.78,4984.98,4011.55,47332.66,1838.48,3978.82,34584.77
28.157,136.01,8,69.01,11386.34,1500.9,0,1,32730.46,0,35,6,8,10,6,135.03,233.15,1135.64,1952.77,3495.38,2274.65,5723.04,4002.34,50430.5,1819.43,4356.16,33802.01
28.689,131.01,6,65.01,11810.12,1440.75,0,0,33497.85,0,23,0,6,12,1,168.04,262.19,1045.09,1914.35,3422.98,2352.66,4619.14,4000.29,49844.41,1894.63,4116.65,34441.61
29.22,122.01,3,60.01,11315.44,1639.26,2,0,34313.39,0,15,0,4,8,5,150.03,305.26,1137.66,1954.79,3472.95,2393.21,5266.03,3944.04,52871.71,1781.32,4245.45,33982.89
29.751,156.02,7,59.01,11625.67,1594.14,0,5,33817.26,1,10,3,6,13,3,144.03,264.2,1134.64,1966.93,3376.09,2590.99,4941.78,4282.88,48585.22,1733.2,4438.7,33570.72
30.282,162.02,9,59.01,11577.99,1666.34,0,5,34426.59,1,24,1,3,17,3,156.03,267.2,950.55,1874.93,3176.42,2188.56,4860.55,3872.46,47457.82,1805.39,4149.85,31982.21
30.813,108.01,5,76.01,11716.82,1460.8,3,4,34392.03,0,21,4,8,26,4,177.04,288.23,1084.32,1887.06,3363.86,2432.75,4955.15,4065.78,51048.53,1738.21,4514.2,34835.35
31.344,141.01,7,45.01,11813.3,1402.66,0,5,34511.23,0,20,1,11,19,5,179.05,278.22,1148.73,2118.67,3620.88,2488.52,4885.22,4066.81,49824.81,1893.63,4379.31,33382.59
31.875,135.01,6,50.01,11084.93,1508.92,0,7,35221.92,0,22,4,0,15,0,126.02,304.26,1100.42,1903.23,3145.88,2556.49,4888.31,3839.75,48197.48,1768.29,4195.13,32388.17
32.406,136.01,4,65.01,12104.11,1459.8,2,0,33495.47,1,19,1,8,15,0,154.03,242.17,1071.24,1839.56,3417.88,2270.59,4748.54,3802.96,47862.22,1759.27,4283.69,33004.39
32.937,131.01,54.01,73.01,11357.77,1522.95,1,2,33180.12,0,15,1,0,20,2,133.02,274.21,1081.3,1865.83,3247.7,2468.24,4621.2,3839.75,46304.72,1816.42,4349.11,32679.94
33.468,154.01,3,45.01,11189.58,1504.91,2,3,33504.96,2,30,0,7,17,5,169.04,276.22,1146.72,1985.13,3437.26,2385.1,4918.13,4077.04,50583.84,1863.54,4411.52,33008.6
