C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\0140.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 8:37:29 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.541,50,3,0,281.2,83.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.072,39,2,7,271.19,106.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1.604,42,0,7,265.18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.135,41,4,4,243.15,80.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.666,40,5,4,224.13,83.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.197,60,2,3,301.23,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.728,49,3,1,266.18,79.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.259,49,3,0,246.15,95.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4.79,41,0,7,249.16,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.321,46,4,3,219.12,80.01,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
5.852,38,8,8,243.15,89.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.383,42,2,0,196.1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.914,66,0,6,282.2,90.01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7.445,35,4,4,262.17,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.976,48,1,1,238.14,80.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8.508,46,3,5,264.18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.039,72,4,4,278.2,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.57,41,2,6,253.16,80.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10.101,53,2,3,268.18,83.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
