C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\NIST610z-05.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 9:13:14 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.541,46,0,9,250.16,115.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.072,52,3,4,259.17,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1.603,53,1,1,240.15,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.134,52,5,11,210.11,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.665,35,1,4,221.12,72,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3.196,41,2,11,234.14,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.727,47,5,3,243.15,81.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.258,40,11,4,236.14,87.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.789,46,3,8,237.14,87.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.321,58,1,2,210.11,93.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5.852,50,3,5,219.12,88.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.383,76,1,11,221.12,99.01,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6.914,52,8,7,257.17,78.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.445,64,2,3,239.14,90.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.976,45,0,3,265.18,111.01,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
8.507,33,1,7,246.15,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.038,50,4,11,234.14,90.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9.569,39,2,11,248.16,79.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,62,3,4,250.16,79.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.631,44,2,4,238.14,82.01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.162,49,3,3,239.14,95.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11.693,48,5,9,238.14,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.225,47,4,2,215.12,81.01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.756,55,3,11,223.13,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.287,54,2,9,231.13,82.01,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
13.818,58,3,11,227.13,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14.349,62,3,4,195.1,79.01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14.88,53,4,4,234.14,68,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
15.411,54,0,8,262.17,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.942,56,1,1,214.12,79.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.473,60,1,10,248.16,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
17.004,36,1,7,239.14,92.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.535,34,2,0,250.16,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.066,48,4,7,258.17,81.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.597,64,2,3,236.14,92.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.129,41,0,13,255.16,81.01,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
19.66,60,4,7,233.14,85.01,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
20.191,46,3,2,248.16,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
20.722,34,3,3,276.19,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21.253,43,5,5,231.13,94.01,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21.784,42,3,5,252.16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22.314,40,2,5,267.18,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.846,54,2,8,245.15,95.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.377,47,3,6,200.1,104.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
23.908,57,7,8,245.15,97.01,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
24.439,53,0,6,224.13,87.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.97,48,2,7,214.12,99.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.501,38,6,3,216.12,87.01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.033,56,0,6,244.15,87.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.564,61,0,6,236.14,76,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
27.095,49,2,0,255.16,78.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.626,53,4,8,252.16,78.01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.157,45,2,3,240.15,60,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
28.688,53,3,4,261.17,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.219,35,6,7,236.14,116.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.75,34,6,9,253.16,73,0,0,0,1,2,14,8,4,63.01,10,68.01,23,111.04,30,121.04,51.01,206.12,31,176.02,1215.1,1537.78
30.281,367.08,97.02,2101.07,2233.53,110.01,89.02,31,487.63,2612.31,789.73,2290.28,439.27,432.26,1520.24,450.29,1760.72,422.51,1836.53,660.24,1988.2,445.57,2139.02,386.43,2097.22,9341.88,11172.09
30.812,2213.03,446.5,12084.31,9257.54,238.05,279.2,149.03,2652.62,9351.34,3074.07,8009.33,1390.7,1186.97,4784.98,1395.74,4451.3,1145.71,4811.87,1562.91,4800.78,1219.23,4909.04,946.56,4101.3,19417.21,22137.54
31.343,3974.75,904.05,19387.58,16467.66,311.08,514.68,224.06,3623.65,13511.06,4920.45,10972.09,1938.24,1725.15,6759.64,1798.55,5972.12,1481.19,6327.7,2012.45,6336.36,1593.22,6433.35,1116.56,5419.46,24025.49,25265.12
31.874,4159.68,1010.56,24266.11,18058.85,427.15,601.93,249.08,4115.64,15966.79,5604.03,12852.95,2229.93,1972.43,7815.96,2030.8,7146.47,1810.24,7128.44,2465.15,7333.07,1630.56,7392.2,1385.48,5725.95,27428.89,30463.31
32.405,5094.01,1115.12,27133.46,19843.15,385.13,637.04,318.13,4397.94,17469.28,6330.57,13691.09,2258.11,2157.49,8040.9,2359.83,7757.41,1848.64,8073.98,2659.96,7765.07,1997.33,7826.52,1460.09,5917.58,28117.66,30300.1
32.937,5151.37,1173.45,28198.87,20008.63,456.18,1651.95,287.11,4835.51,18350.83,6057.39,15074.89,2495.68,2301.39,8674.53,2160.57,7664.49,1999.27,8077.12,2668.08,8101.79,1890.15,8012.69,1432.86,6090.09,29806.58,32344.1
33.468,5191.63,1135.23,28699.67,21104.11,463.18,682.19,269.09,4698.08,18963.47,6316.07,14790.42,2583.3,2152.46,8730.88,2397.08,8072.03,1781.96,7830.34,2799.09,8090.28,1996.32,7826.52,1609.39,6174.85,29249.76,31733.72
33.999,5363.74,1110.09,28216.08,20162.09,418.15,610.95,326.14,4598.67,18335.31,6099.79,14491.6,2481.58,2167.55,8480.94,2411.17,7960.13,1836.51,7772.87,2608.19,7877.94,1948.79,8072.34,1471.18,6045.7,28835.31,31603.74
34.53,5244.97,1156.35,28167.9,20416.27,394.13,658.11,306.12,4505.45,19217.21,6048.09,14682.11,2528.91,2197.74,8181.04,2345.74,7763.68,1887.04,7816.75,2652.85,8170.89,1864.88,7834.89,1605.36,6402.94,29756.42,30653.77
35.061,5254.03,1103.05,30201.05,21313.9,420.15,682.19,363.17,4595.59,18296.01,6455.91,14809.17,2536.97,2199.75,8656.09,2544.1,7932.95,1921.41,8184.93,2665.03,8515.71,1762.83,7780.54,1526.65,6357.51,29574.61,31611.07
35.592,5279.19,1253.94,28532.99,20362.09,470.19,619.98,310.12,4417.39,18099.55,6193.93,13981.98,2580.27,2187.68,8446.13,2271.25,7726.09,1827.42,7695.59,2680.26,8240.01,1659.83,7554.95,1417.74,5870.17,28661.04,31438.16
36.123,5346.63,1091.99,27305.9,21996.91,396.13,637.04,284.1,4506.47,18529.79,6177.37,14392.74,2545.02,2286.29,8306.91,2421.24,7543.45,1832.47,7474.35,2683.31,8046.33,1964.97,7677.11,1496.39,6165.76,29036.76,30597.25
36.654,5291.27,1049.76,28149.55,20079.27,429.16,686.2,337.15,4537.2,17812.22,6378.21,14570.7,2472.52,2114.24,8176.95,2195.78,7658.23,1825.4,7529.64,2535.14,7824.63,1904.3,8132.02,1586.18,6052.76,27949.83,29444.94
37.185,5224.84,1600.41,27501.34,20288.04,394.13,610.95,304.12,4142.22,17578.75,5960.22,13582.07,2459.43,2064.95,8368.32,2321.58,7378.72,1876.94,7168,2565.57,7725.38,1731.52,7545.56,1390.52,5863.11,27010.34,29483.59
37.716,4902.83,1069.87,25338.65,19094.62,456.18,542.75,285.1,4305.84,16566.46,5945.76,13567.53,2307.42,2100.15,7591.17,2087.13,7196.44,1786,7301.32,2366.82,7085.2,1760.81,6668.94,1409.68,5973.06,25828.96,28478.15
38.247,4940.06,993.48,24757.67,19651.36,416.15,545.76,241.07,4306.86,16220.18,5761.91,13453.35,2178.62,2138.38,7290.99,2154.53,6710.9,1684,7104.5,2469.21,6927.07,1639.64,7246.27,1332.07,5724.94,25822.72,28302.9
38.778,4835.43,945.24,25207.39,19112.21,421.15,530.72,271.09,4116.67,16589.15,5377.26,12663.39,2243.01,2026.73,7567.68,1973.48,7022.66,1540.7,6649.23,2255.37,6840.78,1701.23,6652.33,1332.07,5522.28,25335.59,27224.23
39.309,4811.28,1057.81,25177.98,18525.13,384.12,550.77,216.06,3816.42,16206.79,5154.89,12568.13,2158.49,1898.03,6994.11,2016.72,6861.52,1615.36,6722.95,2333.37,6783.62,1550.84,7128.58,1339.12,5712.84,26247.82,27856.64
39.841,4580.95,2717.44,25107.88,18789.38,371.12,549.77,237.07,4036.96,15940.01,5675.22,12941.03,2052.87,1928.19,7429.82,2125.35,7093.4,1710.25,7300.27,2364.79,6878.2,1659.83,7130.66,1312.92,5507.16,25719.87,27288.79
40.372,4748.92,1000.51,26183.57,18412.3,404.14,614.97,302.12,4187.2,16076.99,5564.84,12535.01,2191.7,1993.55,7396.13,2029.8,6618.52,1689.05,6751,2174.35,7082.07,1506.45,6948.53,1247.45,5649.32,25344.93,27702.38
40.903,4689.57,1051.77,23848.74,18643.51,341.1,558.8,252.08,3967.5,15568.4,5159,12090.14,2103.17,1842.74,7068.56,1919.18,6669.38,1723.38,6577.61,2277.65,6905.23,1459.05,6814.4,1361.29,5313.63,25157.03,26870.26
41.434,4553.8,1011.57,25199.47,17772.61,361.11,512.67,249.08,3922.57,15526.21,5256.77,11939.21,1984.49,1927.17,6997.17,2029.8,6275.35,1540.7,7121.16,2157.14,7002.99,1565.97,6748.93,1281.69,5333.79,23874.21,26778.67
41.965,4563.85,993.48,23407.52,17670,355.11,548.77,242.08,4073.74,15380.11,5350.48,12350.79,1975.44,1852.79,6956.38,1916.17,6186.29,1527.59,6498.77,2158.16,6316.67,1583.13,6468.62,1225.29,4999.27,23566.56,25034.65
42.496,4298.4,926.15,24047.76,17057.62,373.12,474.58,244.08,3665.45,14290.77,4959.5,11739.8,2041.81,1822.64,6834.05,1832.73,6197.68,1466.07,5750.4,2166.26,6126.09,1519.57,6488.33,1205.15,5033.52,23321.17,25446.86
43.027,4043.09,864.88,22707.73,17284.05,347.1,559.8,247.08,3755.2,14576.25,5010.9,11627.22,2068.97,1765.35,6523.29,1852.83,6517.89,1478.17,6318.37,2135.89,6385.08,1554.87,5936.2,1209.18,4887.46,23204.2,24643.43
43.558,4162.7,1139.25,22359.27,16617.43,348.1,495.63,250.08,3734.8,14722.13,5016.04,11508.49,1977.45,1715.11,6268.77,1918.18,6341.65,1458,5867.16,2109.57,6020.53,1463.09,6148.35,1189.04,4928.76,22669.29,24261.77
44.089,4183.8,915.1,21961.26,18827.79,349.1,483.6,241.07,3431.08,13799.22,4617.57,11199.96,1864.85,1671.9,6434.7,1753.33,5737.55,1335.03,5891.96,2101.48,6097.11,1296.79,6455.13,1042.1,4744.46,21589.38,23692.79
44.62,4159.68,857.85,21386.21,15411.49,355.11,483.6,241.07,3620.59,14023.9,4798.21,10779.38,2003.6,1636.74,6318.64,1812.62,6186.29,1389.45,5696.69,1990.19,6661.06,1488.3,6239.5,1192.06,4563.23,22308.44,23844.05
45.151,3893.36,824.71,20605.71,16205.28,363.11,489.61,242.08,3654.24,13993.12,4836.21,11059.71,1936.23,1729.17,6177.19,1735.24,5725.16,1466.07,5788.62,1892.12,6090.9,1390.5,6086.23,1134.68,4594.43,21392.19,24019.2
45.682,3742.65,813.66,21208.57,15189.25,329.09,514.68,212.06,3516.65,13563.35,4795.13,11542.56,1687.97,1727.16,6514.12,1794.53,6066.24,1355.19,5781.39,1942.67,5816.56,1373.37,6011.72,1152.8,5049.64,22647.58,23342.73
46.213,3951.64,931.18,21575.13,17268.8,310.08,485.6,230.07,3686.87,14392.42,4745.85,11054.56,1946.28,1715.11,6459.14,1786.49,6158.35,1444.9,6268.64,2061,6330.14,1483.26,6199.1,1172.93,4853.22,23213.52,24726.43
46.745,4224.01,808.64,22972.82,16209.61,364.11,456.53,245.08,3411.73,14542.36,4761.25,11613.8,1946.28,1621.67,6493.76,1948.34,6096.25,1501.36,6188.9,1971.99,6051.57,1495.36,6123.5,1250.47,4733.38,22724.11,24351.98
47.276,4246.13,910.08,22724.5,17223.07,332.09,517.68,260.09,3811.32,13986.96,5021.18,11289.71,1997.56,1707.07,6476.45,1895.05,5975.22,1447.92,6036.75,2133.86,6389.23,1368.33,6047.94,1090.4,4766.61,22045.94,24026.45
47.807,4078.27,938.21,22676.44,16873.82,315.08,476.58,234.07,3648.12,13886.41,5119.91,10638.26,1837.71,1629.71,6243.33,1764.38,6324.04,1459.01,5753.5,1959.86,6184.07,1433.85,5850.38,1175.95,4583.36,22150.31,23694.86
48.338,4031.03,818.68,21908.92,16101.28,355.11,501.64,203.05,3470.8,13794.09,4618.6,11359.87,1902.04,1718.12,6484.59,1742.27,6151.1,1386.43,5894.03,2000.31,6656.91,1498.38,6429.2,1105.49,4838.11,22418.03,24020.23
48.869,4104.4,900.03,22765.87,15963.79,333.09,499.64,215.06,3810.29,14062.9,4479.13,11124.67,1873.9,1643.77,6689.33,1812.62,5898.72,1528.6,5939.52,2026.61,6077.44,1365.3,6093.48,1189.04,4587.39,22446.97,23179.15
