C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\NIST610z-06.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 9:37:42 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.541,55,6,5,259.17,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.072,41,1,2,235.14,80.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.603,55,1,4,238.14,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.134,36,3,4,231.13,87.01,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2.665,44,3,8,209.11,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.196,42,2,9,225.13,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.727,59,1,2,251.16,78.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4.259,49,0,3,235.14,55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79,42,3,4,212.11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5.321,48,3,5,269.18,89.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.852,37,6,11,236.14,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.383,48,1,9,244.15,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.914,44,2,2,249.16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.445,35,4,6,210.11,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.976,53,2,14,236.14,96.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.507,67,3,5,220.12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.038,48,2,0,223.13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
9.569,31,0,6,277.19,62,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10.1,28,3,3,223.13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.631,34,3,8,236.14,91.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11.163,46,0,9,258.17,58,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.694,48,2,2,256.17,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.225,63,3,1,215.12,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12.756,48,0,3,272.19,95.01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13.287,45,5,3,241.15,79.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.818,50,5,2,203.1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.349,48,7,10,213.11,83.01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14.88,47,1,4,245.15,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15.411,46,2,2,224.13,104.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
15.942,42,10,7,219.12,75,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16.473,45,2,6,280.2,72,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.004,60,6,5,237.14,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
17.535,52,0,10,245.15,80.01,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18.067,25,0,5,273.19,70,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
18.598,48,2,7,215.12,73,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.129,55,6,3,272.19,96.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.66,75,3,2,223.13,73,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
20.191,57,2,10,235.14,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20.722,44,0,3,213.11,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.253,66,2,6,239.14,79.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.784,62,4,9,271.19,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.314,70,4,0,217.12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.846,39,4,5,235.14,57,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.377,42,1,10,236.14,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23.908,35,6,7,255.16,79.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
24.439,49,2,39,296.22,82.01,5,1,65.01,299.08,92.02,242.08,66.01,65.01,319.14,87.01,316.28,85.02,381.41,175.09,504.72,126.05,626.12,135.05,617.28,2732.58,4057.34
24.971,822.42,202.1,4910.04,4216.44,121.01,133.05,95.01,1014.74,4658.02,1573.86,4158.94,809.92,684.66,2775.79,809.92,2824.36,682.32,3046.12,996.82,3059.44,656.23,3192.92,639.17,2725.44,13266.46,15526.21
25.502,2636.29,645.04,15435.21,11644.74,261.06,354.32,186.04,2745.94,10745.95,4083.88,8826.14,1578.48,1314.41,5246.42,1507.2,5205.47,1240.35,4497.72,1789.05,5615.43,1264.55,5418.78,1029.03,4211.97,20132.94,22226.44
26.033,3767.76,821.69,19832.51,14880.04,295.07,481.59,196.05,3708.28,14563.93,4834.15,10853.56,1868.87,1767.36,6837.1,1749.31,6375.85,1481.19,6402.33,2169.29,6166.47,1499.39,6478.99,1329.05,5023.44,23866.95,26130.63
26.564,4709.69,960.31,24057.89,18709.3,369.11,520.69,264.09,4186.18,16677.82,5835.22,13858.32,2262.13,2005.61,7853.78,2110.26,7000.82,1673.91,7443.07,2505.72,7532.25,1636.61,7092.14,1409.68,5552.53,27441.39,29856.7
27.095,4813.29,1027.65,26400.73,20205.17,375.12,646.07,301.12,4261.85,17466.18,6089.45,14351.12,2275.21,2070.98,8136.02,2378.96,7337.04,1759.74,7928.59,2503.69,7750.45,1942.72,7918.54,1353.23,6022.49,28241.73,30522.96
27.626,5084.95,1163.39,27461.32,19595.18,364.11,582.87,292.11,4562.81,17622.13,6263.27,14086.97,2508.77,2248.05,8336.59,2301.45,7514.25,1912.31,7300.27,2501.66,8000.29,1813.34,7153.57,1463.11,6172.83,29506.7,30634.93
28.157,5354.68,1153.34,28701.97,19880.65,412.14,657.1,286.11,4636.58,17845.29,6243.6,14766.46,2506.75,2267.17,8443.06,2392.04,7822.17,1914.33,7553.63,2625.45,7887.35,1846.69,7934.23,1472.19,5980.12,28350.19,30818.11
28.688,5375.82,986.44,27175.7,20505.86,443.17,684.2,293.11,4715.51,18034.42,5930.26,14400.02,2387.95,2192.71,8169.78,2375.94,7571.62,1868.85,7655.91,2605.15,7567.73,1777.98,7937.36,1536.74,5894.38,28336.63,29967.53
29.219,5113.13,1094,29448.46,20386.42,381.12,676.17,285.1,4491.11,17837.02,6159.79,14517.62,2556.1,2195.72,7907.96,2182.7,7982.08,1789.03,7648.6,2530.06,8059.93,1949.8,7835.93,1518.58,6030.56,28699.65,30213.28
29.75,5279.19,1117.13,27547.08,21352.78,374.12,653.09,335.14,4804.73,17956.9,6379.25,14650.87,2600.42,2128.32,7927.39,2436.35,7746.97,1905.24,7659.04,2587.9,7952.18,1814.35,7507.99,1471.18,5857.06,28585.93,30943.75
30.281,5202.7,1082.94,27898.51,20856.85,390.13,685.2,339.15,4607.89,17895.93,6210.49,14788.34,2517.83,2117.25,8008.17,2287.36,7382.89,1775.9,7540.07,2709.71,8077.72,1781.01,7889.26,1496.39,5951.88,28033.22,30530.28
30.812,5009.48,1014.58,27437.32,21138.51,416.15,644.06,259.09,4551.54,17900.06,5934.39,13977.82,2381.91,2048.86,7933.52,2181.69,7573.71,1747.62,7118.04,2631.54,7741.04,1822.44,7739.79,1452.02,5915.56,27288.3,28795.39
