C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\0143.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 8:41:52 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.542,52,6,1,224.13,86.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.073,56,1,13,216.12,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.604,55,5,4,288.21,82.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.135,42,7,5,220.12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.666,47,0,3,265.18,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.197,41,1,11,283.2,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3.728,55,0,8,265.18,94.01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.259,43,3,3,215.12,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.79,41,0,14,259.17,97.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.321,44,4,6,245.15,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
5.852,50,0,5,248.16,81.01,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6.383,55,6,9,254.16,91.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.914,36,3,8,248.16,93.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7.446,58,0,1,237.14,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.977,45,3,1,250.16,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.508,74,2,1,272.19,105.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.039,45,0,8,264.18,104.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.57,52,5,5,277.19,77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.101,48,6,10,265.18,72,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.632,38,1,3,253.16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11.163,40,3,0,271.19,90.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.694,30,3,6,256.17,87.01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
12.225,57,1,2,258.17,88.01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
12.756,65,5,5,270.18,62,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13.287,49,2,7,243.15,77,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13.818,44,2,7,241.15,81.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
14.35,53,0,8,259.17,97.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.881,38,3,1,266.18,80.01,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.412,61,0,3,222.12,88.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.943,36,1,2,273.19,74,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.474,81,4,5,204.11,92.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.005,48,1,1,242.15,83.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
17.536,59,1,5,233.14,99.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.067,38,2,11,278.2,86.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.598,55,2,10,261.17,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.129,51,3,3,257.17,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19.66,43,1,5,259.17,78.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.191,45,0,2,269.18,94.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20.722,37,2,5,244.15,87.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.253,41,12,8,284.2,87.01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.785,56,2,8,236.14,77,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.316,58,7,4,264.18,96.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.847,46,0,3,264.18,82.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.378,52,1,5,269.18,86.01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23.909,46,1,4,224.13,78.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24.44,57,5,11,258.17,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.971,44,1,5,263.17,84.01,4,0,78.02,12,3,7,4,8,4,18,10,44.01,51.01,102.03,70.01,142.06,147.06,2076.29,227.04,2452.49,7013.8
25.502,51,149.06,307.24,2152.64,260.06,1,12,7248.34,74.01,144.06,55,135.03,85.01,37,196.05,217.13,554.87,699.39,1066.22,628.12,1493.34,1214.21,16690.32,1152.97,15976.83,29271.52
26.033,107.01,607.93,1439.2,6379.16,735.46,2,15,20988.6,227.05,381.4,223.07,178.04,119.02,51,295.12,360.37,1009.88,1333.03,1878.98,1343.12,2553.49,2034.78,31234.63,1958.81,17025.27,48793.16
26.564,112.01,797.6,1625.64,8835.91,1000.84,5,29,26885.19,254.06,818.86,200.06,202.06,153.03,67.01,438.27,470.63,1186.98,1428.77,2519.92,1706.25,3384.4,2837.87,38100.73,2428.32,20229.8,56040.42
27.095,152.01,712.27,1301.26,11548.33,1085.99,7,35,31861.16,325.1,491.67,268.1,237.08,284.11,71.01,514.37,437.54,1310.85,1714.31,2878.36,1813.32,3723.17,3083.99,44907.16,2554.78,18456.54,55676.68
27.626,143.01,574.83,1239.86,10906.42,1099.02,6,24,30673.51,200.04,298.25,181.05,177.04,118.02,33,396.22,418.49,1119.54,1805.21,2885.47,1990.22,3600.65,2960.89,48713.76,2477.49,16807.86,55552.95
28.157,128.01,594.89,1106.08,10599.39,1069.96,5,20,30351.98,223.05,328.3,173.04,173.04,248.09,40,377.2,413.48,1285.67,1796.11,2754.4,2068.11,3751.77,2884.63,46439.5,2541.73,16376.34,55712.5
28.689,184.02,476.57,962.33,11809.06,1079.98,6,11,31900,201.04,365.37,163.04,142.03,114.02,63.01,374.2,410.48,1091.37,1736.52,2733.07,1812.31,3980.75,3051.43,46313.71,2439.36,15355.51,53921.48
29.22,160.02,493.61,936.2,11651.1,1067.96,4,30,27705.66,172.03,300.25,166.04,167.04,105.02,39,361.18,411.48,1171.88,1760.76,2736.11,1854.75,3500.65,2776.9,47257.86,2262.75,14497.66,52789.85
29.751,160.02,488.6,762.46,10686.92,1104.03,3,19,28217.13,142.02,359.36,148.03,167.04,106.02,37,349.17,381.41,1184.97,1683.01,2423.58,1839.59,3529.22,2744.39,45453.23,2386.17,14443.5,50951.39
30.282,150.01,426.46,885.97,11404.33,1023.88,8,29,29731.4,141.02,293.24,139.03,158.03,93.01,24,294.12,326.3,1142.69,1612.35,2482.39,1647.7,3267.21,2646.91,43855,2373.12,12995.2,49000.62
30.813,158.02,433.47,752.42,10295.99,1069.96,5,17,23915.69,161.02,266.2,150.03,133.02,83.01,30,265.1,321.29,1043.08,1501.37,2369.86,1498.37,3264.15,2515.99,43810.64,2255.73,12339.95,43313.44
