C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\NIST610z-03.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 8:19:56 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.541,63,3,3,234.14,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.072,34,3,5,244.15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.603,58,3,2,225.13,100.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.134,45,2,3,263.17,99.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
2.665,48,6,8,257.17,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.196,43,3,7,218.12,97.01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.727,35,5,8,231.13,79.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
4.259,36,6,4,237.14,82.01,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
4.79,52,3,5,253.16,78.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.321,41,2,7,245.15,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.852,40,6,8,247.15,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.383,54,1,6,226.13,87.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.914,60,5,10,265.18,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.445,57,0,11,276.19,79.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.976,62,4,7,232.14,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.507,47,4,2,262.17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.038,61,2,7,283.2,82.01,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
9.569,46,2,6,229.13,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,43,2,7,260.17,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.631,39,5,5,209.11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.163,27,0,3,294.22,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.694,45,1,4,266.18,78.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
12.225,38,5,8,230.13,87.01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.756,51,0,7,290.21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.287,60,0,4,219.12,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.818,48,5,11,245.15,103.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.349,47,3,9,245.15,79.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.88,44,0,10,236.14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.411,44,2,4,230.13,73,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.942,43,1,1,256.17,78.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.473,31,3,8,219.12,84.01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
17.004,57,0,15,272.19,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17.535,42,3,5,247.15,98.01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
18.067,37,4,9,229.13,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.598,71,4,15,253.16,84.01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.129,46,4,4,213.11,83.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.66,52,3,6,225.13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.191,44,0,5,266.18,99.01,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.722,37,4,14,238.14,80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
21.253,48,2,3,240.15,102.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.784,51,0,4,262.17,66,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22.314,47,1,7,210.11,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.846,47,2,8,282.2,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.377,34,3,2,220.12,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.908,41,4,5,243.15,93.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.439,47,1,5,255.16,69,1,2,10,68,27,165.04,31,43,146.03,40,201.11,42.01,199.11,77.02,205.12,85.02,311.28,98.03,367.1,2006.01,2756.7
24.971,566.2,95.02,3566.79,3411.14,122.01,109.03,75.01,967.49,4280.91,1318.82,3326.33,706.7,610.52,2607.53,672.64,2303.9,653.21,2544.25,981.73,2782.89,688.35,3024.97,587.99,2586.9,12376.62,15352.24
25.502,2734.62,652.07,15727.92,12652.88,253.05,379.37,172.04,2795.67,11225.57,4072.63,9577.02,1656.83,1478.05,5796.87,1631.75,5959.71,1263.51,5630.62,1853.72,5791,1403.6,5905.17,1166.89,4705.19,22348.76,23772.56
26.033,4176.77,946.25,23653.28,18137.59,317.08,531.72,218.06,3708.28,15909.12,5350.48,12520.51,2272.19,1966.4,7662.68,2100.2,7148.56,1756.71,7098.26,2328.31,7455.05,1746.67,6833.11,1350.21,5607.98,27285.18,29462.69
26.564,5108.1,992.47,28049.79,19190.24,401.14,612.96,332.14,4664.25,18032.36,6297.44,14609.22,2412.11,2312.46,8224.01,2449.43,7975.81,1902.2,7363.84,2539.19,8092.37,1976.09,7931.09,1584.16,5988.19,29256.03,31458.07
27.095,5498.65,1168.42,28276.9,20966.58,399.13,660.11,257.09,4426.6,18569.11,6512.91,14913.35,2482.59,2281.26,8697.07,2299.43,7575.79,1870.87,7815.71,2719.86,8194.97,1811.32,8384.55,1496.39,6000.3,29605.95,32719.84
27.626,5353.68,1136.24,29110.6,22192,404.14,714.3,311.12,4946.34,18691.22,6295.36,15833.51,2761.62,2368.83,9035.35,2397.08,7949.67,1946.69,8289.66,2964.77,8848.59,2006.43,8470.55,1580.13,6714.92,31969.23,34373.21
28.157,5581.21,1329.43,30826.18,23260.91,440.16,701.26,312.13,5251.47,19743.72,7119.27,16562.3,2619.56,2379.9,9160.49,2486.69,8761.71,1943.65,8352.53,2836.69,8894.85,2111.66,8874.91,1626.55,6589.7,30968.7,33206.08
28.688,5647.67,1200.61,30921.45,22077.15,415.15,669.14,367.17,4982.27,19521.87,6558.53,15408.61,2569.19,2453.39,9007.66,2544.1,8306.52,1983.09,8212.16,2646.76,7999.25,1963.95,7830.71,1583.15,6501.87,29953.96,32512
29.219,5573.15,1175.46,29180.89,20682.94,447.17,743.41,326.14,4899.13,19162.31,6669.5,14974.83,2553.08,2255.09,8641.75,2385,8139,1957.81,8285.47,2788.93,8917.98,1904.3,8248.29,1591.23,6345.4,30431.86,33083.17
29.75,5698.02,1149.31,28888.35,20947.73,468.18,718.32,313.13,4953.53,19251.4,6318.14,14752.92,2715.27,2263.14,8755.48,2355.8,8085.63,2067.04,8068.75,2657.93,8323.83,1923.51,7965.61,1579.12,6233.38,29450.29,31835.41
30.281,5312.41,1247.9,30285.61,21291.69,429.16,614.97,300.12,4722.69,18221.55,6737.99,14452.05,2483.59,2123.29,8529.07,2219.93,7692.68,1904.23,7833.47,2743.22,8248.39,1819.41,7802.49,1577.1,6192,28703.82,31081.99
30.812,5099.04,1207.66,27382.45,21895.54,443.17,657.1,276.1,4767.81,17769.86,6360.6,15295.95,2373.85,2163.53,8312.02,2376.94,7678.06,1953.76,7998.66,2488.48,8503.13,1843.66,7790.99,1683.08,6154.67,28772.7,30575.28
31.343,5360.72,1152.33,28172.49,21051.97,392.13,654.09,305.12,4644.78,18731.58,6211.52,14016.28,2531.93,2249.06,8112.5,2372.92,7768.9,1868.85,7760.34,2576.73,8123.78,1860.84,7642.64,1432.86,6201.08,29299.89,30906.06
31.874,5210.75,1113.11,28103.68,21140.73,429.16,666.13,324.14,4650.93,18305.32,6569.93,14647.75,2429.22,2172.58,8309.98,2367.88,8076.22,1905.24,7802.13,2685.34,8163.56,1914.41,7669.8,1548.85,6282.83,29064.95,30346.13
32.406,5166.46,1172.45,27520.79,20719.48,433.16,641.05,260.09,4708.34,18201.91,5993.3,14377.13,2593.37,2137.37,8265.97,2246.09,7598.75,1954.77,7875.28,2597.03,7741.04,1838.6,7714.71,1569.03,6248.51,28605.75,31039.05
32.937,5078.91,1111.1,28535.29,20436.18,411.14,619.98,331.14,4522.86,17699.61,5987.09,14545.72,2258.11,2167.55,8064.42,2184.71,7315.16,1790.04,7481.31,2508.76,7971,1679.01,7677.11,1441.94,6193.01,27779.96,29346.73
33.468,5044.7,1015.59,27568.82,20314.56,407.14,622.99,308.12,4371.33,16945.98,5878.6,13923.78,2454.39,2098.14,8110.45,2334.66,7613.36,1747.62,6960.94,2551.37,7890.48,1739.6,7449.56,1586.18,5806.63,27121.72,29911.07
33.999,5003.44,1113.11,25903.07,19748.33,399.13,648.07,269.09,4289.47,17121.39,5931.29,13684.86,2382.91,2267.17,7941.7,2187.73,7499.65,1686.02,7337.79,2552.38,7863.3,1695.17,7762.77,1495.39,6012.4,28098.89,30369.15
34.53,5063.82,1045.74,27582.55,20327.82,414.14,618.98,242.08,4461.41,17708.9,6397.89,14706.06,2414.12,2078.02,7891.61,2268.23,7505.91,1838.53,7505.65,2560.5,7772.39,1767.88,7831.75,1474.21,6074.95,27809.14,29784.57
