C:\Agilent\ICPMH\1\DATA\141215_Antony_Zircon.b\148.d,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Vs Time,Counts,,,,,,,,,,,,,,,,,,,,,,,,,
Acquired      : 15/12/2014 8:57:37 PM using Batch 141215_Antony_Zircon.b,,,,,,,,,,,,,,,,,,,,,,,,,,
Time [Sec],Li7,Mg24,Al27,Si29,P31,Ca43,Ti49,Y89,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf177,Pb206,Th232,U238
0.541,48,0,9,278.2,88.01,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.072,41,0,3,209.11,80.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.603,64,1,2,212.11,86.01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.134,37,5,7,260.17,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.665,45,5,3,241.15,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.196,52,3,7,225.13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3.727,49,3,2,277.19,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.258,52,2,10,264.18,84.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4.789,54,4,6,278.2,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.321,57,3,1,233.14,70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5.852,53,1,4,248.16,62,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.383,57,1,2,301.23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.914,43,1,5,260.17,94.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.445,50,5,10,247.15,71,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7.976,29,4,4,231.13,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8.507,52,3,5,245.15,82.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
9.038,66,1,3,237.14,55,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
9.569,47,0,12,256.17,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,66,1,5,226.13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.631,53,1,7,272.19,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.162,57,3,2,204.11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.693,50,10,2,256.17,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
12.225,54,3,5,257.17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.756,36,0,5,284.2,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13.287,62,1,4,244.15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.818,56,2,8,279.2,73,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
14.349,46,0,0,278.2,78.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14.88,43,7,12,245.15,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
15.411,59,3,4,229.13,79.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.942,49,3,3,273.19,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16.473,46,0,4,252.16,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
17.004,32,2,10,230.13,57,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.535,47,4,7,224.13,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
18.066,61,7,4,282.2,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.597,53,2,7,263.17,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.129,40,5,3,239.14,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0
19.66,50,6,3,262.17,74,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20.191,35,3,3,236.14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.722,38,7,9,281.2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
21.253,41,3,4,262.17,85.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
21.784,57,5,12,270.18,88.01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.314,35,3,4,279.2,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.846,38,2,4,232.14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.377,59,5,4,265.18,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.908,52,7,1,234.14,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
24.439,45,4,5,315.25,72,0,1,319.27,0,0,1,0,0,0,4,8,31,61.01,139.05,100.03,244.17,209.13,3936.95,280.06,369.1,5450.25
24.97,69,6,69.01,2736.79,301.08,3,0,4624.28,4,0,0,0,0,0,25,66.01,238.16,395.44,857.08,562.9,1355.23,1248.45,21781.49,1051.81,1477.63,20657.01
25.501,111.01,9,54.01,6248.08,583.29,3,4,10914.44,0,5,0,3,5,0,62.01,121.04,395.44,819.9,1378.38,1038.06,2401.36,1945.78,38159.8,1577.82,2166.51,31740
26.033,122.01,9,49.01,8964.5,771.5,2,3,16403.96,0,9,0,0,7,2,100.01,145.06,571.93,888.23,1755.72,1252.45,3015.75,2370.99,42847.52,1994.92,2723.54,38346.93
26.564,136.01,3,60.01,10934.92,877.65,0,0,18392.22,2,6,2,5,3,3,97.01,158.07,604.03,1040.06,1751.68,1512.49,2966.93,2312.21,47685.12,1996.92,2717.52,36180.42
27.095,116.01,5,25,11153.63,910.7,3,0,18056.88,2,15,2,2,8,0,125.02,133.05,589.99,1014.92,1981.09,1348.16,3119.55,2452.09,47929.48,1921.71,2943.47,36662.79
27.626,124.01,2,33,9938.39,931.73,4,4,17741.85,1,14,0,4,6,1,116.02,151.06,618.08,1109.48,1812.29,1342.11,3372.17,2351.73,45316.57,1941.76,2759.69,37778.74
28.157,145.01,0,39,10586.74,900.68,1,3,17888.88,1,6,2,2,7,0,77.01,180.09,565.91,1072.26,1764.81,1420.73,2969.98,2374.03,45367.65,2110.26,2823.96,37091.63
28.688,110.01,5,32,10142.35,880.65,0,4,17949.25,4,7,0,4,5,0,107.02,159.07,556.88,998.83,1897.17,1438.87,3071.71,2465.28,48224.68,2007.95,2814.92,38809.66
29.219,141.01,4,40,10624.7,942.75,4,3,17883.39,1,6,2,2,11,2,90.01,133.05,587.98,1033.02,1825.42,1267.56,3182.67,2496.72,47608.89,1981.88,2861.11,36964.86
