Date: "11:43:01 29/03/2019"

Cycle,Timestamp,C(13),Mode,Na(23),Mode,Mg(24),Mode,Mg(25),Mode,Al(27),Mode,Si(29),Mode,Ca(43),Mode,Ca(44),Mode,Mn(55),Mode,Zn(66),Mode,Sr(86),Mode,Sr(88),Mode,Ba(137),Mode,Ba(138),Mode,Th(232),Mode,U(238),Mode,Th(248),Mode
101,339.67499,45403.94,1,24225978.00,2,11639.46,1,1831.15,1,2285918.19,1,1580220.93,1,57216.24,1,846621.50,1,17052.62,1,852.98,1,5891.35,1,40781.79,1,2341.81,1,23428.02,1,19032.40,1,20760.79,1,00.00E00,1

102,340.77499,44558.53,1,24780313.73,2,10537.26,1,1638.83,1,2198435.26,1,1613929.97,1,47775.45,1,823781.17,1,16652.60,1,463.80,1,6582.37,1,41423.49,1,3227.02,1,19232.77,1,19357.87,1,19864.63,1,00.00E00,1

103,341.87499,43868.87,1,24947270.09,2,10261.71,1,1638.83,1,2240595.68,1,1590619.22,1,53538.59,1,862932.82,1,18128.79,1,869.01,1,5900.44,1,40672.71,1,3165.39,1,18706.20,1,21074.45,1,20486.83,1,00.00E00,1

104,342.97499,44580.78,1,27008270.78,2,12462.35,1,1204.03,1,2403491.49,1,1710844.02,1,60102.60,1,938152.14,1,19254.71,1,479.84,1,5818.61,1,46572.40,1,3675.24,1,26359.70,1,22237.87,1,23664.83,1,00.00E00,1

105,344.07499,35527.13,1,23978163.08,2,11250.66,1,1254.20,1,2542402.47,1,1651829.90,1,60169.97,1,881952.16,1,17903.15,1,629.09,1,8055.37,1,38916.66,1,3523.97,1,18688.65,1,21535.82,1,19055.72,1,00.00E00,1

106,345.17499,44447.30,1,27413977.76,2,12062.22,1,602.01,1,2426896.16,1,1743176.33,1,57778.33,1,936576.83,1,18771.29,1,1506.13,1,5827.70,1,42174.29,1,4028.22,1,20636.99,1,22248.61,1,21611.85,1,55.25,1

107,346.27499,41733.22,1,26380813.50,2,8506.58,1,1036.80,1,2193239.80,1,1607121.56,1,59100.45,1,826386.65,1,17928.39,1,1026.29,1,7146.10,1,34619.92,1,2963.70,1,19741.79,1,21128.15,1,19611.73,1,00.00E00,1

108,347.37499,46049.14,1,24313366.21,2,9340.73,1,1831.15,1,2131786.42,1,1526453.40,1,49345.60,1,800867.33,1,17452.64,1,554.46,1,4854.84,1,43040.61,1,2941.29,1,18951.93,1,20467.32,1,18828.97,1,00.00E00,1

109,348.47499,34237.10,1,26667797.37,2,9661.56,1,1780.98,1,2158514.06,1,1562956.75,1,52723.95,1,821858.32,1,17102.34,1,719.75,1,6355.06,1,40555.07,1,3193.41,1,21655.08,1,21283.76,1,20845.94,1,00.00E00,1

110,349.57499,41355.04,1,25149445.98,2,11027.96,1,961.55,1,2186670.74,1,1625314.32,1,53662.78,1,809324.12,1,16668.67,1,786.37,1,7091.55,1,39436.41,1,3720.06,1,20356.14,1,20656.03,1,19221.39,1,00.00E00,1

111,350.67499,44847.75,1,25739030.48,2,10307.01,1,1421.43,1,2089363.10,1,1572391.42,1,50873.71,1,787043.65,1,16326.78,1,479.84,1,4973.04,1,43624.58,1,3070.15,1,18126.98,1,19777.14,1,20926.47,1,00.00E00,1

112,351.77499,48162.77,1,27313528.52,2,10695.79,1,1638.83,1,2223374.19,1,1764891.25,1,51530.44,1,860970.12,1,17528.37,1,570.50,1,6927.88,1,43686.62,1,2498.68,1,19829.55,1,21504.48,1,21753.93,1,00.00E00,1

113,352.87499,46071.39,1,26144707.62,2,12073.55,1,1011.72,1,2079200.87,1,1459188.25,1,45752.87,1,776365.24,1,13858.71,1,463.80,1,4891.21,1,34891.52,1,2319.40,1,19531.16,1,17651.22,1,15758.01,1,00.00E00,1

114,353.97499,43090.23,1,23224305.89,2,10261.71,1,1036.80,1,1926551.28,1,1400480.29,1,45645.53,1,736777.11,1,15200.95,1,1092.90,1,6636.92,1,38499.58,1,2011.26,1,17266.94,1,17840.36,1,16638.81,1,00.00E00,1

115,355.07499,42133.64,1,22216171.19,2,7106.30,1,1011.72,1,1832860.97,1,1356034.18,1,45952.81,1,699574.49,1,14825.42,1,869.01,1,4891.21,1,34450.96,1,2364.22,1,17828.60,1,16687.80,1,17287.10,1,00.00E00,1

116,356.17499,40020.33,1,24190761.98,2,10084.31,1,1011.72,1,1974585.67,1,1468433.20,1,44534.32,1,744812.14,1,15217.77,1,852.98,1,6327.78,1,40125.14,1,3277.45,1,16757.95,1,18416.10,1,17003.90,1,00.00E00,1

117,357.27499,43668.65,1,25272057.03,2,8140.46,1,1588.66,1,2202917.97,1,1522063.87,1,53532.27,1,820807.56,1,15251.42,1,802.40,1,6282.32,1,39213.96,1,3036.53,1,20110.40,1,18760.85,1,19004.35,1,00.00E00,1

118,358.37499,40554.21,1,27280915.26,2,9906.91,1,1011.72,1,2135972.40,1,1544413.55,1,53597.53,1,833773.39,1,16860.64,1,546.45,1,6127.75,1,41378.57,1,3058.94,1,21356.67,1,21064.80,1,20198.52,1,42.92,1

119,359.47499,43357.19,1,15237790.37,2,6385.42,1,1446.51,1,1351088.42,1,1022614.70,1,31822.82,1,499466.56,1,10164.16,1,637.11,1,4763.92,1,23618.19,1,1663.90,1,13282.94,1,14289.43,1,11922.71,1,00.00E00,1

120,360.57499,36705.99,1,5649729.19,2,2486.87,1,409.70,1,464473.07,1,352194.32,1,16595.89,1,192722.54,1,3968.85,1,149.25,1,2863.74,1,10608.27,1,812.33,1,4807.31,1,3998.32,1,4202.35,1,00.00E00,1

121,361.67499,38352.00,1,3695497.74,2,1343.42,1,00.00E00,1,278931.16,1,217702.69,1,10461.76,1,131564.29,1,2492.43,1,239.92,1,1618.22,1,3929.68,1,633.06,1,4526.58,1,3119.14,1,3183.52,1,00.00E00,1

122,362.77499,45292.70,1,2107522.05,2,1554.75,1,192.31,1,176728.40,1,142090.09,1,9242.20,1,76519.91,1,3426.75,1,00.00E00,1,1700.04,1,3538.62,1,610.65,1,1964.96,1,1559.54,1,1748.88,1,00.00E00,1

123,363.87499,41021.36,1,2091243.42,1,400.00,1,00.00E00,1,117095.46,1,91843.59,1,5047.62,1,52987.89,1,1575.72,1,82.64,1,1545.48,1,2784.29,1,347.34,1,2579.03,1,1004.85,1,919.30,1,00.00E00,1

124,364.97499,38485.47,1,1197900.42,1,188.68,1,00.00E00,1,73429.88,1,65431.56,1,5802.40,1,41154.12,1,1600.95,1,74.63,1,1336.39,1,2628.29,1,263.31,1,947.38,1,554.67,1,791.64,1,00.00E00,1

125,366.07499,44692.02,1,816260.77,1,588.68,1,409.70,1,42297.67,1,49588.93,1,4509.40,1,31819.22,1,1159.04,1,00.00E00,1,1809.13,1,2183.82,1,442.58,1,1456.17,1,345.46,1,472.71,1,00.00E00,1

126,367.17499,40331.76,1,574292.09,1,1166.06,1,192.31,1,42350.47,1,39502.73,1,4070.00,1,28363.00,1,1850.96,1,00.00E00,1,1418.21,1,1303.44,1,190.48,1,1140.37,1,177.88,1,248.15,1,00.00E00,1

127,368.27499,40042.58,1,679334.50,1,377.36,1,00.00E00,1,32668.26,1,29456.54,1,3191.22,1,22364.44,1,1825.73,1,00.00E00,1,1154.56,1,1925.26,1,84.03,1,1052.65,1,334.95,1,368.64,1,00.00E00,1

128,369.37499,39975.84,1,443940.00,1,388.68,1,00.00E00,1,28517.71,1,28805.66,1,2934.73,1,22574.11,1,1567.31,1,00.00E00,1,1918.23,1,814.11,1,95.24,1,473.69,1,376.79,1,368.64,1,00.00E00,1

129,370.47499,44603.03,1,420040.30,1,200.00,1,192.31,1,16759.90,1,21622.20,1,2346.09,1,18051.88,1,1951.12,1,00.00E00,1,1445.48,1,1369.68,1,00.00E00,1,1070.19,1,52.36,1,96.90,1,00.00E00,1

130,371.57499,39441.97,1,288669.65,1,388.68,1,192.31,1,16230.49,1,21934.56,1,3067.18,1,17375.19,1,1383.82,1,82.64,1,1454.57,1,1354.72,1,263.31,1,1210.54,1,125.52,1,54.35,1,00.00E00,1

131,372.67499,37506.75,1,295775.33,1,00.00E00,1,00.00E00,1,11719.40,1,25278.03,1,3149.17,1,15477.84,1,2284.47,1,00.00E00,1,1327.30,1,1562.00,1,95.24,1,859.66,1,52.36,1,151.25,1,00.00E00,1

132,373.77499,37173.10,1,323539.25,1,388.68,1,00.00E00,1,14844.57,1,22850.53,1,3332.07,1,13506.30,1,1492.38,1,223.88,1,763.64,1,1688.07,1,369.75,1,1245.63,1,136.04,1,85.11,1,00.00E00,1

133,374.87499,41621.99,1,253178.39,1,200.00,1,217.39,1,7650.18,1,16235.87,1,2743.42,1,18248.26,1,1116.99,1,82.64,1,1563.67,1,1000.01,1,95.24,1,1456.17,1,104.71,1,151.25,1,00.00E00,1

134,375.97499,43668.65,1,231639.90,1,200.00,1,00.00E00,1,10783.83,1,15736.48,1,2610.98,1,12498.00,1,841.75,1,00.00E00,1,1463.66,1,844.03,1,00.00E00,1,947.38,1,00.00E00,1,302.50,1,00.00E00,1

135,377.07499,43779.88,1,243806.40,1,377.36,1,00.00E00,1,11898.77,1,16894.68,1,2760.24,1,14488.08,1,1458.74,1,74.63,1,1254.57,1,1066.25,1,00.00E00,1,859.66,1,94.20,1,96.90,1,00.00E00,1

136,378.17499,42267.12,1,244012.85,1,200.00,1,00.00E00,1,6686.57,1,15938.18,1,2884.28,1,13994.53,1,1217.14,1,00.00E00,1,2000.05,1,1228.65,1,571.43,1,649.13,1,104.71,1,00.00E00,1,00.00E00,1

137,379.27499,41065.85,1,250338.43,1,400.00,1,00.00E00,1,6310.28,1,17660.87,1,2926.32,1,12208.79,1,1200.32,1,74.63,1,2009.14,1,1021.38,1,179.27,1,684.22,1,00.00E00,1,96.90,1,00.00E00,1

138,380.37499,36728.23,1,198976.12,1,00.00E00,1,00.00E00,1,5170.87,1,16829.61,1,2610.98,1,12842.94,1,775.24,1,157.27,1,1636.40,1,814.11,1,274.51,1,508.78,1,00.00E00,1,00.00E00,1,00.00E00,1

139,381.47499,37818.15,1,222667.75,1,200.00,1,00.00E00,1,2907.98,1,15492.48,1,3174.40,1,10539.87,1,1342.53,1,82.64,1,1990.96,1,621.80,1,84.03,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

140,382.57499,45670.92,1,203554.90,1,00.00E00,1,00.00E00,1,10692.38,1,13971.58,1,2039.15,1,13187.88,1,958.73,1,00.00E00,1,1327.30,1,414.53,1,84.03,1,1087.73,1,00.00E00,1,00.00E00,1,00.00E00,1

141,383.67499,38552.20,1,212833.62,1,377.36,1,217.39,1,5538.36,1,15838.96,1,1442.11,1,10232.10,1,1159.04,1,223.88,1,1545.48,1,540.60,1,347.34,1,1017.56,1,00.00E00,1,54.35,1,00.00E00,1

142,384.77499,43490.67,1,213850.11,1,766.05,1,00.00E00,1,2907.98,1,15446.93,1,3058.77,1,13933.50,1,858.57,1,82.64,1,1645.49,1,1162.41,1,00.00E00,1,1017.56,1,00.00E00,1,00.00E00,1,00.00E00,1

143,385.87499,35949.74,1,196848.31,1,388.68,1,00.00E00,1,4525.58,1,14550.66,1,2602.57,1,12306.96,1,1116.99,1,00.00E00,1,1045.47,1,747.87,1,95.24,1,1070.19,1,00.00E00,1,00.00E00,1,00.00E00,1

144,386.97499,40242.78,1,204762.44,1,200.00,1,00.00E00,1,5844.32,1,14196.05,1,3182.81,1,11728.54,1,1133.81,1,00.00E00,1,2309.16,1,1147.45,1,95.24,1,596.50,1,52.36,1,00.00E00,1,00.00E00,1

145,388.07499,39597.68,1,202021.60,1,00.00E00,1,00.00E00,1,6967.92,1,14226.96,1,2154.78,1,11476.47,1,1159.04,1,00.00E00,1,1236.38,1,1480.80,1,369.75,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

146,389.17499,37884.89,1,195031.39,1,00.00E00,1,00.00E00,1,2871.06,1,12740.27,1,3929.14,1,11691.39,1,1050.47,1,74.63,1,1227.29,1,666.67,1,00.00E00,1,982.47,1,41.84,1,00.00E00,1,00.00E00,1

147,390.27499,41799.96,1,192099.99,1,188.68,1,00.00E00,1,2630.19,1,11988.82,1,2171.60,1,12726.19,1,1708.75,1,82.64,1,1318.20,1,858.98,1,179.27,1,1315.81,1,00.00E00,1,00.00E00,1,00.00E00,1

148,391.37499,38885.86,1,188544.36,1,00.00E00,1,00.00E00,1,4071.94,1,14627.11,1,3323.66,1,12306.96,1,1733.98,1,74.63,1,1636.40,1,732.91,1,263.31,1,578.95,1,52.36,1,00.00E00,1,00.00E00,1

149,392.47499,40620.94,1,188890.94,1,588.68,1,00.00E00,1,2099.21,1,15983.73,1,2760.24,1,9794.32,1,1584.13,1,74.63,1,972.74,1,858.98,1,190.48,1,473.69,1,00.00E00,1,00.00E00,1,00.00E00,1

150,393.57499,36906.18,1,179641.74,1,200.00,1,00.00E00,1,4778.77,1,14771.88,1,4219.27,1,11426.06,1,1125.40,1,00.00E00,1,1363.66,1,1465.84,1,95.24,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

151,394.67499,42222.63,1,181072.59,1,200.00,1,00.00E00,1,2605.57,1,13464.09,1,2478.53,1,14400.51,1,1684.29,1,74.63,1,1436.39,1,1273.52,1,252.10,1,491.23,1,00.00E00,1,00.00E00,1,00.00E00,1

152,395.77499,41221.57,1,193375.91,1,200.00,1,00.00E00,1,5322.09,1,14851.58,1,2892.69,1,12073.47,1,1183.50,1,157.27,1,1545.48,1,1258.57,1,00.00E00,1,877.20,1,94.20,1,00.00E00,1,00.00E00,1

153,396.87499,40509.72,1,191406.77,1,200.00,1,192.31,1,2667.11,1,12141.71,1,2495.35,1,11057.26,1,1050.47,1,82.64,1,2145.51,1,814.11,1,95.24,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

154,397.97499,43846.62,1,193011.36,1,588.68,1,217.39,1,2806.01,1,14539.27,1,2884.28,1,12301.66,1,1050.47,1,74.63,1,1518.21,1,858.98,1,00.00E00,1,1210.54,1,00.00E00,1,00.00E00,1,00.00E00,1

155,399.07499,35705.07,1,178145.22,1,188.68,1,00.00E00,1,3210.40,1,15206.19,1,2470.12,1,13835.32,1,1217.14,1,00.00E00,1,1536.39,1,1243.61,1,179.27,1,1157.91,1,00.00E00,1,00.00E00,1,00.00E00,1

156,400.17499,42489.58,1,203746.19,1,388.68,1,00.00E00,1,2920.29,1,16483.12,1,2760.24,1,10977.66,1,967.14,1,00.00E00,1,1818.22,1,940.18,1,84.03,1,719.30,1,00.00E00,1,00.00E00,1,00.00E00,1

157,401.27499,42378.35,1,189297.29,1,588.68,1,00.00E00,1,2707.55,1,13529.15,1,3754.65,1,13686.73,1,1550.49,1,00.00E00,1,854.55,1,814.11,1,274.51,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

158,402.37499,39753.39,1,190558.18,1,388.68,1,00.00E00,1,2086.90,1,13994.36,1,3306.84,1,13108.28,1,783.65,1,00.00E00,1,1900.05,1,1051.30,1,84.03,1,666.67,1,00.00E00,1,00.00E00,1,00.00E00,1

159,403.47499,46138.13,1,190865.94,1,200.00,1,00.00E00,1,2352.39,1,11733.46,1,2470.12,1,12824.37,1,1317.30,1,00.00E00,1,1345.48,1,970.10,1,95.24,1,649.13,1,00.00E00,1,54.35,1,00.00E00,1

160,404.57499,36817.21,1,180045.00,1,00.00E00,1,00.00E00,1,3136.55,1,13997.61,1,2602.57,1,12941.12,1,1200.32,1,165.29,1,1709.13,1,895.31,1,00.00E00,1,561.41,1,00.00E00,1,54.35,1,00.00E00,1

161,405.67499,43735.39,1,192105.97,1,388.68,1,00.00E00,1,4362.06,1,12797.20,1,4318.08,1,11266.86,1,1142.22,1,00.00E00,1,2581.90,1,940.18,1,95.24,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

162,406.77499,35504.89,1,191544.22,1,00.00E00,1,00.00E00,1,3402.05,1,13903.27,1,2163.19,1,12941.12,1,1509.20,1,00.00E00,1,1181.84,1,940.18,1,274.51,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

163,407.87499,44224.83,1,180561.78,1,577.36,1,00.00E00,1,3753.70,1,11299.18,1,2470.12,1,11901.00,1,1409.05,1,00.00E00,1,1418.21,1,1066.25,1,00.00E00,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

164,408.97499,46227.12,1,182685.73,1,00.00E00,1,00.00E00,1,3287.76,1,16029.28,1,3929.14,1,13938.81,1,1317.30,1,74.63,1,1900.05,1,1480.80,1,95.24,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

165,410.07499,44736.51,1,189859.01,1,577.36,1,192.31,1,2515.90,1,15137.87,1,3174.40,1,13132.16,1,1483.97,1,82.64,1,1709.13,1,1051.30,1,263.31,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

166,411.17499,39731.15,1,34204765.11,2,12994.60,1,2023.46,1,2511758.73,1,1755100.33,1,60275.24,1,825346.61,1,20213.90,1,1242.16,1,5027.59,1,43720.84,1,3703.26,1,32592.43,1,22068.88,1,23515.58,1,00.00E00,1

167,412.27499,38774.64,1,41624955.37,2,17184.88,1,1663.91,1,4086385.35,1,2471161.94,1,94784.97,1,1339819.73,1,35431.84,1,1738.04,1,9037.40,1,63609.04,1,5770.73,1,33066.51,1,37448.41,1,34641.27,1,00.00E00,1

168,413.37499,41822.20,1,37734664.65,2,15516.26,1,1421.43,1,4028506.41,1,2548122.48,1,74954.61,1,1472985.35,1,22898.86,1,1407.45,1,9783.03,1,59645.57,1,6549.56,1,28097.74,1,34617.50,1,30539.36,1,00.00E00,1

169,414.47499,47873.53,1,42267329.30,2,14572.51,1,3327.90,1,3555822.57,1,2304521.39,1,83127.40,1,1256948.65,1,26264.11,1,1498.12,1,9582.98,1,62335.63,1,5255.25,1,36964.71,1,34189.52,1,32472.68,1,00.00E00,1

170,415.57499,46204.87,1,41903053.34,2,19272.64,1,1856.23,1,3418809.28,1,2237616.24,1,86316.93,1,1273634.04,1,25593.18,1,1655.39,1,8828.26,1,57546.30,1,4291.55,1,30134.34,1,31234.54,1,30809.69,1,00.00E00,1

171,416.67499,41755.46,1,37801236.08,2,13915.67,1,1973.29,1,3136076.43,1,2301353.67,1,78280.39,1,1161701.78,1,22058.17,1,1068.84,1,7418.88,1,56840.15,1,4157.08,1,26307.03,1,27453.76,1,27117.57,1,00.00E00,1

172,417.77499,42267.12,1,39512601.51,2,16282.61,1,2959.98,1,3046718.72,1,2516110.02,1,69775.88,1,1184725.63,1,22030.63,1,1407.45,1,8700.96,1,53677.59,1,4515.67,1,28255.75,1,26792.61,1,26143.74,1,00.00E00,1

173,418.87499,44647.52,1,34217186.68,2,13806.19,1,819.41,1,2871884.65,1,2219999.57,1,69902.24,1,1134825.99,1,22282.30,1,1490.10,1,8537.29,1,60289.72,1,3882.54,1,30503.04,1,27055.23,1,28196.03,1,00.00E00,1

174,419.97499,44981.24,1,37018059.06,2,16025.90,1,819.41,1,3249259.40,1,2215826.06,1,73789.92,1,1081243.10,1,23006.72,1,1084.88,1,7373.42,1,57503.50,1,3837.72,1,27483.27,1,26374.14,1,25514.28,1,00.00E00,1

175,421.07499,40442.98,1,34810996.32,2,14983.98,1,2023.46,1,3143589.55,1,2087582.17,1,80757.54,1,1126728.30,1,24427.30,1,885.05,1,8264.50,1,61505.27,1,3563.19,1,29976.32,1,29590.95,1,27829.21,1,00.00E00,1

176,422.17499,45626.42,1,37345683.79,2,12439.70,1,2842.91,1,3189332.97,1,2211556.74,1,79299.88,1,1220811.26,1,23132.94,1,1250.17,1,8791.89,1,57815.93,1,3490.35,1,28396.20,1,27611.16,1,25710.29,1,00.00E00,1

177,423.27499,49208.51,1,39521739.69,2,13572.15,1,1421.43,1,3201206.15,1,2220724.99,1,74617.63,1,1175710.68,1,23175.01,1,810.42,1,8246.32,1,58241.77,1,5815.56,1,28238.19,1,29527.16,1,31393.64,1,00.00E00,1

178,424.37499,47806.79,1,36052189.67,2,15859.80,1,1663.91,1,3019139.47,1,2187259.05,1,79099.77,1,1142788.82,1,23549.85,1,786.37,1,7864.42,1,54041.34,1,5115.18,1,27465.72,1,28500.97,1,27521.41,1,00.00E00,1

179,425.47499,43223.71,1,37025890.66,2,12171.69,1,961.55,1,2998639.17,1,2099551.88,1,60129.97,1,1112316.45,1,22917.22,1,978.18,1,9210.17,1,51756.22,1,4863.05,1,30099.22,1,28552.93,1,27401.30,1,00.00E00,1

180,426.57499,38908.11,1,30696510.96,2,13938.32,1,2700.76,1,2763735.53,1,1959402.34,1,60584.73,1,955669.42,1,20363.83,1,1324.80,1,8237.23,1,53176.91,1,3456.73,1,26131.48,1,24280.09,1,26959.50,1,00.00E00,1

181,427.67499,46716.59,1,29677502.00,2,12307.58,1,2433.19,1,3006905.90,1,1985983.35,1,63791.39,1,1092813.36,1,21907.47,1,1034.30,1,8173.58,1,52113.53,1,4431.62,1,26535.26,1,25493.37,1,24962.81,1,42.92,1

182,428.77499,41065.85,1,32015701.54,2,11971.63,1,1831.15,1,2945045.52,1,2114065.96,1,66332.90,1,1106492.62,1,22173.67,1,1423.49,1,7391.60,1,49779.31,1,2750.80,1,29748.08,1,26499.97,1,24397.47,1,00.00E00,1

183,429.87499,38752.40,1,31125791.39,2,10382.50,1,794.32,1,2886868.34,1,2059006.27,1,66421.34,1,960992.96,1,21081.33,1,1092.90,1,6173.21,1,53705.41,1,4504.46,1,24024.87,1,26040.07,1,25755.42,1,00.00E00,1

184,430.97499,49787.02,1,27981461.72,2,13760.90,1,1689.00,1,2534654.61,1,1807394.90,1,59816.27,1,969312.59,1,20339.35,1,645.13,1,6455.07,1,48457.15,1,4185.10,1,23673.78,1,24687.58,1,23993.20,1,00.00E00,1

185,432.07499,40420.74,1,29787098.03,2,10861.88,1,1613.75,1,2798481.42,1,1985041.66,1,63467.13,1,983604.88,1,19631.04,1,1391.41,1,6000.46,1,46009.77,1,3921.76,1,24937.72,1,25484.60,1,26334.66,1,00.00E00,1

186,433.17499,45492.94,1,34696148.02,2,13772.22,1,2098.72,1,2786332.63,1,2078954.51,1,67295.22,1,1022108.35,1,21923.53,1,1266.21,1,8364.52,1,50491.76,1,4241.12,1,24393.52,1,26008.06,1,24237.34,1,00.00E00,1

187,434.27499,49564.51,1,32301474.21,2,12273.61,1,961.55,1,2669437.15,1,1928329.66,1,60534.20,1,981290.91,1,20239.15,1,967.69,1,6818.77,1,49379.24,1,3333.47,1,21286.45,1,24866.23,1,24648.79,1,00.00E00,1

188,435.37499,40554.21,1,31662080.72,2,14395.08,1,1831.15,1,2944303.84,1,2019596.02,1,60477.36,1,1025657.78,1,20388.31,1,1018.27,1,7318.86,1,52045.06,1,3955.38,1,28782.45,1,27318.07,1,24327.13,1,00.00E00,1

189,436.47499,45737.66,1,33049203.17,2,13526.85,1,1638.83,1,2807633.57,1,1929124.96,1,68314.42,1,1012983.10,1,21590.78,1,1482.08,1,6464.17,1,53151.24,1,3451.13,1,24674.40,1,23170.08,1,23206.19,1,00.00E00,1

190,437.57499,50565.79,1,31217129.03,2,9838.97,1,1998.38,1,2731287.18,1,1897257.02,1,57761.49,1,1001098.63,1,18378.91,1,695.70,1,6436.89,1,47806.79,1,2689.17,1,22831.18,1,23337.55,1,23608.37,1,00.00E00,1

191,438.67499,46182.63,1,30248974.65,2,10061.66,1,1011.72,1,2595697.76,1,1779785.29,1,61757.46,1,934602.35,1,18094.37,1,727.77,1,5536.75,1,45860.03,1,3753.68,1,22111.47,1,22164.01,1,22962.06,1,00.00E00,1

192,439.77499,46227.12,1,29275655.85,2,13183.34,1,627.10,1,2565240.64,1,1754757.07,1,58660.44,1,925165.85,1,20531.35,1,479.84,1,6664.20,1,46662.25,1,2930.08,1,22392.33,1,23180.60,1,23480.64,1,00.00E00,1

193,440.87499,47272.81,1,29389163.39,2,10707.12,1,1178.95,1,2728183.60,1,1900427.33,1,56311.00,1,966583.58,1,18820.25,1,1183.56,1,5864.07,1,54043.48,1,2997.31,1,23041.83,1,23976.06,1,21751.38,1,00.00E00,1

194,441.97499,48763.51,1,27180466.79,2,13538.18,1,1421.43,1,2601963.78,1,1861251.66,1,57323.60,1,1034706.97,1,22616.59,1,613.06,1,6209.58,1,44120.86,1,2711.58,1,19969.98,1,22352.95,1,22964.61,1,85.84,1

195,443.07499,47806.79,1,34188475.53,2,10873.20,1,1881.32,1,2875093.62,1,1981357.16,1,64079.86,1,1073633.20,1,21614.49,1,1042.32,1,8091.74,1,47156.43,1,3798.50,1,26956.59,1,24718.92,1,23849.50,1,00.00E00,1

196,444.17499,41444.02,1,31222348.34,2,12149.04,1,1613.75,1,2810513.14,1,1970001.55,1,66381.33,1,964121.11,1,20681.27,1,1108.93,1,6218.67,1,51206.36,1,3092.56,1,25201.05,1,21262.94,1,23814.09,1,00.00E00,1

197,445.27499,41199.32,1,27090455.03,2,11628.13,1,1831.15,1,2588365.49,1,1805200.00,1,64755.75,1,931335.30,1,19338.08,1,629.09,1,6364.15,1,44548.69,1,4448.43,1,22585.42,1,22017.81,1,22978.95,1,00.00E00,1

198,446.37499,46316.12,1,23718613.37,2,13406.06,1,1229.12,1,2405196.14,1,1634367.20,1,55018.45,1,852564.68,1,16936.36,1,1191.58,1,7473.44,1,42593.54,1,2733.99,1,20952.94,1,20750.72,1,23326.75,1,00.00E00,1

199,447.47499,42734.29,1,27917537.31,2,11605.48,1,602.01,1,2351842.46,1,1663887.92,1,58252.02,1,880859.13,1,17510.01,1,546.45,1,7455.25,1,42858.79,1,3058.94,1,21268.90,1,21075.76,1,21808.30,1,00.00E00,1

200,448.57499,46382.86,1,26826945.03,2,11594.16,1,1011.72,1,2370721.12,1,1628431.10,1,56336.26,1,821609.17,1,19455.11,1,852.98,1,7046.09,1,40869.49,1,3176.60,1,18776.41,1,21357.41,1,19296.82,1,00.00E00,1

201,449.67499,46827.83,1,24775096.37,2,8717.95,1,819.41,1,2172115.63,1,1618463.34,1,50880.03,1,827359.01,1,16043.02,1,546.45,1,6300.50,1,41066.28,1,3876.94,1,22269.45,1,20195.54,1,19434.26,1,00.00E00,1

202,450.77499,43490.67,1,29492234.11,2,12205.67,1,192.31,1,2307610.33,1,1718758.28,1,54892.14,1,857302.52,1,16277.83,1,711.74,1,6000.46,1,38429.00,1,3344.68,1,22655.64,1,23295.90,1,21597.50,1,00.00E00,1

203,451.87499,45225.96,1,30597347.40,2,11673.43,1,1254.20,1,2563859.16,1,1767622.80,1,58241.49,1,897659.33,1,16226.58,1,389.17,1,7864.42,1,44927.33,1,3193.41,1,21830.61,1,22101.76,1,23262.65,1,00.00E00,1

204,452.97499,44269.32,1,28406760.78,2,12183.02,1,1973.29,1,2435578.29,1,1681465.23,1,56957.29,1,899631.98,1,17827.43,1,778.35,1,5609.49,1,47624.94,1,3512.76,1,20373.69,1,23767.60,1,23815.71,1,00.00E00,1

205,454.07499,41466.27,1,29039510.37,2,10816.58,1,2458.27,1,2494348.74,1,1703333.54,1,62355.42,1,918766.59,1,19529.31,1,629.09,1,7200.66,1,43453.45,1,3585.60,1,20514.12,1,21389.85,1,22373.61,1,00.00E00,1

206,455.17499,41221.57,1,26888256.40,2,12062.22,1,2023.46,1,2270810.01,1,1586757.41,1,56287.84,1,866619.92,1,18170.09,1,1002.23,1,6455.07,1,41671.61,1,3165.39,1,21830.61,1,21149.41,1,20332.49,1,00.00E00,1

207,456.27499,44469.55,1,30004987.44,2,10307.01,1,3010.15,1,2378766.16,1,1773186.76,1,58310.97,1,869412.59,1,17100.81,1,860.99,1,6582.37,1,44214.99,1,3764.89,1,21514.65,1,21147.65,1,19207.04,1,00.00E00,1

