,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,Test User,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools,LAtools
,Residual Summary,Residual Summary,Residual Summary,Residual Summary,Residual Summary,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Kolmogorov-Smirnov,Kolmogorov-Smirnov,Residual Summary,Residual Summary,Residual Summary,Residual Summary,Residual Summary,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Kolmogorov-Smirnov,Kolmogorov-Smirnov
,N,Median,LQ,IQR,UQ,Slope,Slope t,Slope p,Intercept,Intercept t,Intercept p,R2,KS,p,N,Median,LQ,IQR,UQ,Slope,Slope t,Slope p,Intercept,Intercept t,Intercept p,R2,KS,p
Mg/Ca,58,0.11092919299999981,-0.20931719599999976,0.5898837637499993,0.38056656774999953,0.02513535616456912,0.75897996486659,0.45104746055140144,0.007122304045736341,0.05243452719789727,0.9583690629319744,0.010181880514659625,0.13793103448275862,0.6067547443745469,59,0.11005243761087025,-0.10727427487210761,0.3820057721858918,0.2747314973137842,-0.06534888616135762,-2.6743480706655336,0.009752849114260564,0.3164089149865113,3.1686432295829836,0.002462613019449548,0.1114871284153427,0.13559322033898302,0.6179544108458628
Sr/Ca,58,0.012613251500000033,-0.13479489625000007,0.19070985424999998,0.055914957999999904,-0.010995382145572666,-0.06168281024112356,0.9510350558517671,-0.0020479654918616405,-0.00913788094609938,0.9927416034164388,6.793768914314935e-05,0.18965517241379312,0.2220935946869348,59,0.020806735302222545,-0.002412641864306009,0.040525657985074015,0.038113016120768006,-0.3517604542713887,-5.74140835875279,3.7991328149922275e-07,0.4689777640093088,6.108860839415763,9.534191735564733e-08,0.36641161173241477,0.22033898305084748,0.09815369193379471
Ba/Ca,58,-0.0017580499999999555,-0.17367807499999977,0.23785209904999988,0.06417402405000011,0.0401601342513212,0.36227153740127443,0.7185127195734642,0.05488166991812496,0.19363015263565764,0.847166119897986,0.0023381037948212446,0.13793103448275867,0.6067547443745464,59,0.029814262970926597,-0.040559855946471046,0.14421966253876461,0.10365980659229357,-0.19264895006000282,-5.470618666707236,1.039927727866168e-06,0.3814836549781193,4.229556947066488,8.580784361510624e-05,0.344282425604151,0.11864406779661019,0.774714313243125
Al/Ca,58,-0.0097920881179,-0.019162904017500003,0.013706428357250004,-0.00545647566025,-0.35431446870437633,-6.102236355868905,1.0359443563136621e-07,-0.006264395388779779,-2.247816278901431,0.028544218301034128,0.3993819331818024,0.5172413793103448,1.606692771233451e-07,59,-0.0018870204407354409,-0.011523192292288067,0.013903951142480043,0.002380758850191977,-0.4762866269364523,-11.975847335359992,3.380182326790501e-17,0.0006312591547625889,0.33321415255000464,0.7401952382064408,0.7155985504373306,0.23728813559322035,0.060646285413322926
