,Residual Summary,Residual Summary,Residual Summary,Residual Summary,Residual Summary,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Residual Regression,Kolmogorov-Smirnov,Kolmogorov-Smirnov
,N,Median,LQ,IQR,UQ,Slope,Slope t,Slope p,Intercept,Intercept t,Intercept p,R2,KS,p
Mg/Ca,162,0.025327180609859612,-0.010558452228400128,0.06714590314487268,0.05658745091647255,-0.0440545248517903,-2.9940135454620034,0.003190983622005788,0.11098580409236253,3.2984487709723567,0.0011981750318997369,0.0530533776266372,0.05555555555555555,0.9590513707238129
Sr/Ca,162,0.012147257294488845,-0.0026395799982060764,0.026857351002343155,0.02421777100413708,-0.03589045009958824,-1.206944866218167,0.22923472732413777,0.06030031100688497,1.454450336392808,0.1477804088592414,0.009022330857401784,0.11111111111111105,0.2545832381964886
Al/Ca,162,0.0008477042432515191,-0.0020579639883385945,0.006366677847510534,0.00430871385917194,-0.09110601434117072,-6.10811521161897,7.37690265265687e-09,0.011179320470839502,5.493824150793246,1.5195824639148927e-07,0.1890894887215404,0.06172839506172839,0.9083830705989855
Mn/Ca,162,-0.0005792942457935797,-0.002065095731738899,0.0024295187218740075,0.00036442299013510855,-0.11400901520825592,-4.070666896965397,7.35025153984438e-05,0.0003111668344608997,0.9640730365360097,0.3364641427587197,0.09384548967657547,0.09876543209876548,0.3900468487163162
Fe/Ca,162,0.007348960092721513,-0.000125048915803172,0.013930085697216626,0.013805036781413454,-0.040207227020184214,-1.4339058426880948,0.15355054600572576,0.031306683160404754,1.8961921291667252,0.05973718174053916,0.012687496143343524,0.1049382716049383,0.3173789992115776
Cu/Ca,162,0.0008948638834400512,0.0004761455833418853,0.0014753413544077241,0.0019514869377496094,0.012345665494725084,1.3168460159332922,0.18977323317543562,0.0010680237273561289,4.280710796851622,3.199734013428608e-05,0.01072181814066031,0.0679012345679012,0.8366181642982524
Zn/Ca,162,0.0013796939811989068,-0.0002624809964529189,0.0034365281745959222,0.003174047178143003,-0.04349406153605918,-3.3628595316536236,0.0009652017154744842,0.0025344590886686585,4.896328017649877,2.3682483570430966e-06,0.06601425396787797,0.10493827160493824,0.3173789992115781
B/Ca,162,0.0006711248437076267,-7.63413542066698e-05,0.0014816218271018217,0.001405280472895152,-0.016474620616827636,-1.7827846326173213,0.07651748821351244,0.0015352317339912117,3.072680973793649,0.0024942343430557966,0.019477593750916844,0.05555555555555555,0.9590513707238129
